year,dist_id,dno_key,dno_name,dno_code,filename,sheet,row_index,tariff_code,rates_found,values_found,raw_text,voltage,customer_type,time_band,tariff_color
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,12,,"['1', '2', '3']","['15', '42', '3701', '14', '41', '1', '2', '3']","DNOs paste value cells A15:I42 from CDCM 3701 into cells A14:J41 Open LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacit",,,Day,Green
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,21,LV HH,[],"['58', '990', '0', '10.373', '0.419', '0.024', '8.5', '2.31', '0.358', '2.31']","LV HH Metered 58, 990 0 10.373 0.419 0.024 8.5 2.31 0.358 2.31",LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,22,LV Sub,[],"['59', '0', '9.132', '0.301', '0.015', '6.24', '3.07', '0.301', '3.07']",LV Sub HH Metered 59 0 9.132 0.301 0.015 6.24 3.07 0.301 3.07,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,23,HV HH,[],"['60', '991', '0', '6.69', '0.137', '0.004', '63.57', '3.97', '0.196', '3.97', '929']","HV HH Metered 60,991 0 6.69 0.137 0.004 63.57 3.97 0.196 3.97 929",HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,28,LV UMS,[],"['804', '0', '36.992', '1.074', '0.619', '0', '0', '0']",LV UMS (Pseudo HH Metered) 804 0 36.992 1.074 0.619 0 0 0,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 3 Preserved charges,11,,"['1', '2', '3']","['1', '2', '3']","Closed LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacity charge p/kVA/day Reactive power charge
p/kVArh Excess Capacit",,,Day,Green
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,12,,"['1', '2', '3']","['3701', '43', '81', '14', '1', '2', '3']","Copy from CDCM table 3701 ""Tariffs!D43:I81"" and paste values into D14 Unique billing identifier PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charg",,,Day,Green
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,20,LV HH,[],"['107', '0', '7.364', '0.297', '0.017', '6.03', '1.64', '0.254', '1.64']",LDNO LV: LV HH Metered 107 0 7.364 0.297 0.017 6.03 1.64 0.254 1.64,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,25,LV UMS,[],"['109', '0', '26.262', '0.762', '0.439', '0', '0', '0']",LDNO LV: LV UMS (Pseudo HH Metered) 109 0 26.262 0.762 0.439 0 0 0,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,36,LV HH,[],"['120', '0', '5.124', '0.207', '0.012', '4.2', '1.14', '0.177', '1.14']",LDNO HV: LV HH Metered 120 0 5.124 0.207 0.012 4.2 1.14 0.177 1.14,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,37,LV Sub,[],"['121', '0', '6.439', '0.212', '0.011', '4.4', '2.16', '0.212', '2.16']",LDNO HV: LV Sub HH Metered 121 0 6.439 0.212 0.011 4.4 2.16 0.212 2.16,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,38,HV HH,[],"['122', '0', '5.326', '0.109', '0.003', '50.6', '3.16', '0.156', '3.16']",LDNO HV: HV HH Metered 122 0 5.326 0.109 0.003 50.6 3.16 0.156 3.16,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,43,LV UMS,[],"['124', '0', '18.272', '0.53', '0.306', '0', '0', '0']",LDNO HV: LV UMS (Pseudo HH Metered) 124 0 18.272 0.53 0.306 0 0 0,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,62,HVplus,[],"['0', '4.504', '0.182', '0.01', '3.69', '1', '0.155', '1', '4.504', '0.182', '0.01', '3.69', '1.0', '0.155']",LDNO HVplus: LV HH Metered 0 4.504 0.182 0.01 3.69 1 0.155 1 4.504 0.182 0.01 3.69 1.0 0.155,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,63,HVplus,[],"['0', '5.613', '0.185', '0.009', '3.84', '1.89', '0.185', '1.89', '5.613', '0.185', '0.009', '3.84', '1.89', '0.185']",LDNO HVplus: LV Sub HH Metered 0 5.613 0.185 0.009 3.84 1.89 0.185 1.89 5.613 0.185 0.009 3.84 1.89 0.185,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,64,HVplus,[],"['0', '4.623', '0.095', '0.003', '43.93', '2.74', '0.135', '2.74', '4.623', '0.095', '0.003', '43.93', '2.74', '0.135']",LDNO HVplus: HV HH Metered 0 4.623 0.095 0.003 43.93 2.74 0.135 2.74 4.623 0.095 0.003 43.93 2.74 0.135,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,69,HVplus,[],"['0', '16.062', '0.466', '0.269', '16.062', '0.466', '0.269']",LDNO HVplus: LV UMS (Pseudo HH Metered) 0 16.062 0.466 0.269 16.062 0.466 0.269,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,87,LV HH,[],"['140', '0', '3.91', '0.158', '0.009', '3.2', '0.87', '0.135', '0.87', '3.91', '0.158', '0.009', '3.2', '0.87', '0.135']",LDNO EHV: LV HH Metered 140 0 3.91 0.158 0.009 3.2 0.87 0.135 0.87 3.91 0.158 0.009 3.2 0.87 0.135,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,88,LV Sub,[],"['141', '0', '4.873', '0.161', '0.008', '3.33', '1.64', '0.161', '1.64', '4.873', '0.161', '0.008', '3.33', '1.64', '0.161']",LDNO EHV: LV Sub HH Metered 141 0 4.873 0.161 0.008 3.33 1.64 0.161 1.64 4.873 0.161 0.008 3.33 1.64 0.161,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,89,HV HH,[],"['142', '0', '4.014', '0.082', '0.002', '38.14', '2.38', '0.118', '2.38', '4.014', '0.082', '0.002', '38.14', '2.38', '0.118']",LDNO EHV: HV HH Metered 142 0 4.014 0.082 0.002 38.14 2.38 0.118 2.38 4.014 0.082 0.002 38.14 2.38 0.118,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,94,LV UMS,[],"['0', '13.945', '0.405', '0.233', '13.945', '0.405', '0.233']",LDNO EHV: LV UMS (Pseudo HH Metered) 0 13.945 0.405 0.233 13.945 0.405 0.233,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,112,LV HH,[],"['132', '0', '3.652', '0.148', '0.008', '2.99', '0.81', '0.126', '0.81', '3.652', '0.148', '0.008', '2.99', '0.81', '0.126']",LDNO 132kV/EHV: LV HH Metered 0 3.652 0.148 0.008 2.99 0.81 0.126 0.81 3.652 0.148 0.008 2.99 0.81 0.126,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,113,LV Sub,[],"['132', '0', '4.551', '0.15', '0.007', '3.11', '1.53', '0.15', '1.53', '4.551', '0.15', '0.007', '3.11', '1.53', '0.15']",LDNO 132kV/EHV: LV Sub HH Metered 0 4.551 0.15 0.007 3.11 1.53 0.15 1.53 4.551 0.15 0.007 3.11 1.53 0.15,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,114,HV HH,[],"['132', '0', '3.749', '0.077', '0.002', '35.62', '2.22', '0.11', '2.22', '3.749', '0.077', '0.002', '35.62', '2.22', '0.11']",LDNO 132kV/EHV: HV HH Metered 0 3.749 0.077 0.002 35.62 2.22 0.11 2.22 3.749 0.077 0.002 35.62 2.22 0.11,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,119,LV UMS,[],"['132', '0', '13.022', '0.378', '0.218', '13.022', '0.378', '0.218']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 0 13.022 0.378 0.218 13.022 0.378 0.218,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,137,LV HH,[],"['132', '0', '2.724', '0.11', '0.006', '2.23', '0.61', '0.094', '0.61', '2.724', '0.11', '0.006', '2.23', '0.61', '0.094']",LDNO 132kV: LV HH Metered 0 2.724 0.11 0.006 2.23 0.61 0.094 0.61 2.724 0.11 0.006 2.23 0.61 0.094,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,138,LV Sub,[],"['132', '0', '3.394', '0.112', '0.006', '2.32', '1.14', '0.112', '1.14', '3.394', '0.112', '0.006', '2.32', '1.14', '0.112']",LDNO 132kV: LV Sub HH Metered 0 3.394 0.112 0.006 2.32 1.14 0.112 1.14 3.394 0.112 0.006 2.32 1.14 0.112,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,139,HV HH,[],"['132', '0', '2.796', '0.057', '0.002', '26.57', '1.66', '0.082', '1.66', '2.796', '0.057', '0.002', '26.57', '1.66', '0.082']",LDNO 132kV: HV HH Metered 0 2.796 0.057 0.002 26.57 1.66 0.082 1.66 2.796 0.057 0.002 26.57 1.66 0.082,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,144,LV UMS,[],"['132', '0', '9.713', '0.282', '0.163', '9.713', '0.282', '0.163']",LDNO 132kV: LV UMS (Pseudo HH Metered) 0 9.713 0.282 0.163 9.713 0.282 0.163,LV,Unmetered,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,162,LV HH,[],"['0000', '0', '0.946', '0.038', '0.002', '0.78', '0.21', '0.033', '0.21', '0.946', '0.038', '0.002', '0.78', '0.21', '0.033']",LDNO 0000: LV HH Metered 0 0.946 0.038 0.002 0.78 0.21 0.033 0.21 0.946 0.038 0.002 0.78 0.21 0.033,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,163,LV Sub,[],"['0000', '0', '1.18', '0.039', '0.002', '0.81', '0.4', '0.039', '0.4', '1.18', '0.039', '0.002', '0.81', '0.4', '0.039']",LDNO 0000: LV Sub HH Metered 0 1.18 0.039 0.002 0.81 0.4 0.039 0.4 1.18 0.039 0.002 0.81 0.4 0.039,LV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,164,HV HH,[],"['0000', '0', '0.972', '0.02', '0.001', '9.23', '0.58', '0.028', '0.58', '0.972', '0.02', '0.001', '9.23', '0.58', '0.028']",LDNO 0000: HV HH Metered 0 0.972 0.02 0.001 9.23 0.58 0.028 0.58 0.972 0.02 0.001 9.23 0.58 0.028,HV,,,Red
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,169,LV UMS,[],"['0000', '0', '3.375', '0.098', '0.056', '3.375', '0.098', '0.056']",LDNO 0000: LV UMS (Pseudo HH Metered) 0 3.375 0.098 0.056 3.375 0.098 0.056,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,12,,"['1', '2', '3']","['15', '42', '3701', '14', '41', '1', '2', '3']","DNOs paste value cells A15:I42 from CDCM 3701 into cells A14:J41 Open LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacit",,,Day,Green
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,21,LV HH,[],"['127', '129', '0', '11.07', '0.593', '0.049', '8.7', '3.23', '0.393', '3.23']","LV HH Metered 127, 129 0 11.07 0.593 0.049 8.7 3.23 0.393 3.23",LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,22,LV Sub,[],"['128', '0', '9.328', '0.464', '0.028', '6.39', '4.1', '0.32', '4.1']",LV Sub HH Metered 128 0 9.328 0.464 0.028 6.39 4.1 0.32 4.1,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,23,HV HH,[],"['365', '367', '0', '6.852', '0.302', '0.015', '65.1', '4.57', '0.212', '4.57']","HV HH Metered 365, 367 0 6.852 0.302 0.015 65.1 4.57 0.212 4.57",HV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,28,LV UMS,[],"['99', '0', '39.298', '1.217', '0.671', '0', '0', '0']",LV UMS (Pseudo HH Metered) 99 0 39.298 1.217 0.671 0 0 0,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 3 Preserved charges,11,,"['1', '2', '3']","['1', '2', '3']","Closed LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacity charge p/kVA/day Reactive power charge
p/kVArh Excess Capacit",,,Day,Green
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,12,,"['1', '2', '3']","['3701', '43', '81', '14', '1', '2', '3']","Copy from CDCM table 3701 ""Tariffs!D43:I81"" and paste values into D14 Unique billing identifier PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charg",,,Day,Green
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,20,LV HH,[],"['207', '0', '7.611', '0.408', '0.034', '5.98', '2.22', '0.27', '2.22']",LDNO LV: LV HH Metered 207 0 7.611 0.408 0.034 5.98 2.22 0.27 2.22,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,25,LV UMS,[],"['209', '0', '27.018', '0.837', '0.461', '0', '0', '0']",LDNO LV: LV UMS (Pseudo HH Metered) 209 0 27.018 0.837 0.461 0 0 0,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,36,LV HH,[],"['220', '0', '5.231', '0.28', '0.023', '4.11', '1.53', '0.186', '1.53']",LDNO HV: LV HH Metered 220 0 5.231 0.28 0.023 4.11 1.53 0.186 1.53,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,37,LV Sub,[],"['221', '0', '6.622', '0.329', '0.02', '4.54', '2.91', '0.227', '2.91']",LDNO HV: LV Sub HH Metered 221 0 6.622 0.329 0.02 4.54 2.91 0.227 2.91,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,38,HV HH,[],"['222', '0', '5.542', '0.244', '0.012', '52.66', '3.7', '0.171', '3.7']",LDNO HV: HV HH Metered 222 0 5.542 0.244 0.012 52.66 3.7 0.171 3.7,HV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,43,LV UMS,[],"['224', '0', '18.57', '0.575', '0.317', '0', '0', '0']",LDNO HV: LV UMS (Pseudo HH Metered) 224 0 18.57 0.575 0.317 0 0 0,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,62,HVplus,[],"['0', '4.661', '0.25', '0.021', '3.66', '1.36', '0.165', '1.36', '4.661', '0.25', '0.021', '3.66', '1.36', '0.165']",LDNO HVplus: LV HH Metered 0 4.661 0.25 0.021 3.66 1.36 0.165 1.36 4.661 0.25 0.021 3.66 1.36 0.165,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,63,HVplus,[],"['0', '5.867', '0.292', '0.018', '4.02', '2.58', '0.201', '2.58', '5.867', '0.292', '0.018', '4.02', '2.58', '0.201']",LDNO HVplus: LV Sub HH Metered 0 5.867 0.292 0.018 4.02 2.58 0.201 2.58 5.867 0.292 0.018 4.02 2.58 0.201,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,64,HVplus,[],"['0', '4.899', '0.216', '0.011', '46.55', '3.27', '0.152', '3.27', '4.899', '0.216', '0.011', '46.55', '3.27', '0.152']",LDNO HVplus: HV HH Metered 0 4.899 0.216 0.011 46.55 3.27 0.152 3.27 4.899 0.216 0.011 46.55 3.27 0.152,HV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,69,HVplus,[],"['0', '16.547', '0.512', '0.283', '16.547', '0.512', '0.283']",LDNO HVplus: LV UMS (Pseudo HH Metered) 0 16.547 0.512 0.283 16.547 0.512 0.283,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,87,LV HH,[],"['0', '3.769', '0.202', '0.017', '2.96', '1.1', '0.134', '1.1', '3.769', '0.202', '0.017', '2.96', '1.1', '0.134']",LDNO EHV: LV HH Metered 0 3.769 0.202 0.017 2.96 1.1 0.134 1.1 3.769 0.202 0.017 2.96 1.1 0.134,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,88,LV Sub,[],"['0', '4.744', '0.236', '0.014', '3.25', '2.09', '0.163', '2.09', '4.744', '0.236', '0.014', '3.25', '2.09', '0.163']",LDNO EHV: LV Sub HH Metered 0 4.744 0.236 0.014 3.25 2.09 0.163 2.09 4.744 0.236 0.014 3.25 2.09 0.163,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,89,HV HH,[],"['0', '3.961', '0.175', '0.009', '37.63', '2.64', '0.123', '2.64', '3.961', '0.175', '0.009', '37.63', '2.64', '0.123']",LDNO EHV: HV HH Metered 0 3.961 0.175 0.009 37.63 2.64 0.123 2.64 3.961 0.175 0.009 37.63 2.64 0.123,HV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,94,LV UMS,[],"['0', '13.379', '0.414', '0.228', '13.379', '0.414', '0.228']",LDNO EHV: LV UMS (Pseudo HH Metered) 0 13.379 0.414 0.228 13.379 0.414 0.228,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,112,LV HH,[],"['132', '0', '3.611', '0.193', '0.016', '2.84', '1.05', '0.128', '1.05', '3.611', '0.193', '0.016', '2.84', '1.05', '0.128']",LDNO 132kV/EHV: LV HH Metered 0 3.611 0.193 0.016 2.84 1.05 0.128 1.05 3.611 0.193 0.016 2.84 1.05 0.128,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,113,LV Sub,[],"['132', '0', '4.545', '0.226', '0.014', '3.11', '2', '0.156', '2', '4.545', '0.226', '0.014', '3.11', '2.0', '0.156']",LDNO 132kV/EHV: LV Sub HH Metered 0 4.545 0.226 0.014 3.11 2 0.156 2 4.545 0.226 0.014 3.11 2.0 0.156,LV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,114,HV HH,[],"['132', '0', '3.795', '0.167', '0.008', '36.05', '2.53', '0.117', '2.53', '3.795', '0.167', '0.008', '36.05', '2.53', '0.117']",LDNO 132kV/EHV: HV HH Metered 0 3.795 0.167 0.008 36.05 2.53 0.117 2.53 3.795 0.167 0.008 36.05 2.53 0.117,HV,,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,119,LV UMS,[],"['132', '0', '12.817', '0.397', '0.219', '12.817', '0.397', '0.219']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 0 12.817 0.397 0.219 12.817 0.397 0.219,LV,Unmetered,,Red
2014,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 4 LDNO charges,137,LV HH,[],"['132', '0', '2.389', '0.128', '0.011', '1.88', '0.7', '0.085', '0.7', '2.389', '0.128', '0.011', '1.88', '0.7', '0.085']",LDNO 132kV: LV HH Metered 0 2.389 0.128 0.011 1.88 0.7 0.085 0.7 2.389 0.128 0.011 1.88 0.7 0.085,LV,,,Red
