year,dist_id,dno_key,dno_name,dno_code,filename,sheet,row_index,tariff_code,rates_found,values_found,raw_text,voltage,customer_type,time_band,tariff_color
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,12,,"['1', '2', '3']","['15', '42', '3701', '14', '41', '1', '2', '3']","DNOs paste value cells A15:I42 from CDCM 3701 into cells A14:J41 Open LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacit",,,Day,Green
2017,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,177,HV HH,[],"['0000', '0', '0.113', '0.001', '0', '5.25', '0.42', '0.007', '0.42']",LDNO 0000: HV HH Metered 0 0.113 0.001 0 5.25 0.42 0.007 0.42,HV,,,Red
2017,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,182,LV UMS,[],"['0000', '0', '0.937', '0.035', '0.017']",LDNO 0000: LV UMS (Pseudo HH Metered) 0 0.937 0.035 0.017,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,23,LV HH,[],"['127', '129', '0', '11.094', '0.669', '0.041', '7.72', '3.44', '0.4', '3.44', '121', '124', '132']","LV HH Metered 127, 129 0 11.094 0.669 0.041 7.72 3.44 0.4 3.44 121, 124, 132",LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,24,LV Sub,[],"['128', '0', '9.814', '0.57', '0.019', '5.95', '4.48', '0.337', '4.48']",LV Sub HH Metered 128 0 9.814 0.57 0.019 5.95 4.48 0.337 4.48,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,25,HV HH,[],"['365', '367', '0', '7.156', '0.392', '0.007', '59.01', '4.73', '0.224', '4.73']","HV HH Metered 365, 367 0 7.156 0.392 0.007 59.01 4.73 0.224 4.73",HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,30,LV UMS,[],"['99', '0', '38.723', '1.244', '0.621', '0', '0', '0']",LV UMS (Pseudo HH Metered) 99 0 38.723 1.244 0.621 0 0 0,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,22,LV HH,[],"['10309', '0', '7.426', '0.448', '0.027', '5.17', '2.3', '0.268', '2.3']",LDNO LV: LV HH Metered 10309 0 7.426 0.448 0.027 5.17 2.3 0.268 2.3,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,27,LV UMS,[],"['10314', '0', '25.92', '0.833', '0.416', '0', '0', '0', '0']",LDNO LV: LV UMS (Pseudo HH Metered) 10314 0 25.92 0.833 0.416 0 0 0 0,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,40,LV HH,[],"['10327', '0', '5.39', '0.325', '0.02', '3.75', '1.67', '0.194', '1.67']",LDNO HV: LV HH Metered 10327 0 5.39 0.325 0.02 3.75 1.67 0.194 1.67,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,41,LV Sub,[],"['10328', '0', '7.279', '0.423', '0.014', '4.41', '3.32', '0.25', '3.32']",LDNO HV: LV Sub HH Metered 10328 0 7.279 0.423 0.014 4.41 3.32 0.25 3.32,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,42,HV HH,[],"['10329', '0', '6.077', '0.333', '0.006', '50.11', '4.02', '0.19', '4.02']",LDNO HV: HV HH Metered 10329 0 6.077 0.333 0.006 50.11 4.02 0.19 4.02,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,47,LV UMS,[],"['10334', '0', '18.813', '0.604', '0.302', '0', '0', '0', '0']",LDNO HV: LV UMS (Pseudo HH Metered) 10334 0 18.813 0.604 0.302 0 0 0 0,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,67,HVplus,[],"['10354', '0', '4.573', '0.276', '0.017', '3.18', '1.42', '0.165', '1.42', '4.573', '0.276', '0.017', '3.18', '1.42', '0.165']",LDNO HVplus: LV HH Metered 10354 0 4.573 0.276 0.017 3.18 1.42 0.165 1.42 4.573 0.276 0.017 3.18 1.42 0.165,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,68,HVplus,[],"['10355', '0', '6.119', '0.355', '0.012', '3.71', '2.79', '0.21', '2.79', '6.119', '0.355', '0.012', '3.71', '2.79', '0.21']",LDNO HVplus: LV Sub HH Metered 10355 0 6.119 0.355 0.012 3.71 2.79 0.21 2.79 6.119 0.355 0.012 3.71 2.79 0.21,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,69,HVplus,[],"['10356', '0', '5.09', '0.279', '0.005', '41.97', '3.36', '0.159', '3.36', '5.09', '0.279', '0.005', '41.97', '3.36', '0.159']",LDNO HVplus: HV HH Metered 10356 0 5.09 0.279 0.005 41.97 3.36 0.159 3.36 5.09 0.279 0.005 41.97 3.36 0.159,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,74,HVplus,[],"['10361', '0', '15.962', '0.513', '0.256', '15.962', '0.513', '0.256']",LDNO HVplus: LV UMS (Pseudo HH Metered) 10361 0 15.962 0.513 0.256 15.962 0.513 0.256,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,94,LV HH,[],"['10381', '0', '3.694', '0.223', '0.014', '2.57', '1.15', '0.133', '1.15', '3.694', '0.223', '0.014', '2.57', '1.15', '0.133']",LDNO EHV: LV HH Metered 10381 0 3.694 0.223 0.014 2.57 1.15 0.133 1.15 3.694 0.223 0.014 2.57 1.15 0.133,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,95,LV Sub,[],"['10382', '0', '4.943', '0.287', '0.01', '3', '2.26', '0.17', '2.26', '4.943', '0.287', '0.01', '3.0', '2.26', '0.17']",LDNO EHV: LV Sub HH Metered 10382 0 4.943 0.287 0.01 3 2.26 0.17 2.26 4.943 0.287 0.01 3.0 2.26 0.17,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,96,HV HH,[],"['10383', '0', '4.111', '0.225', '0.004', '33.9', '2.72', '0.129', '2.72', '4.111', '0.225', '0.004', '33.9', '2.72', '0.129']",LDNO EHV: HV HH Metered 10383 0 4.111 0.225 0.004 33.9 2.72 0.129 2.72 4.111 0.225 0.004 33.9 2.72 0.129,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,101,LV UMS,[],"['10388', '0', '12.893', '0.414', '0.207', '12.893', '0.414', '0.207']",LDNO EHV: LV UMS (Pseudo HH Metered) 10388 0 12.893 0.414 0.207 12.893 0.414 0.207,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,121,LV HH,[],"['132', '10408', '0', '3.54', '0.213', '0.013', '2.46', '1.1', '0.128', '1.1', '3.54', '0.213', '0.013', '2.46', '1.1', '0.128']",LDNO 132kV/EHV: LV HH Metered 10408 0 3.54 0.213 0.013 2.46 1.1 0.128 1.1 3.54 0.213 0.013 2.46 1.1 0.128,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,122,LV Sub,[],"['132', '10409', '0', '4.737', '0.275', '0.009', '2.87', '2.16', '0.163', '2.16', '4.737', '0.275', '0.009', '2.87', '2.16', '0.163']",LDNO 132kV/EHV: LV Sub HH Metered 10409 0 4.737 0.275 0.009 2.87 2.16 0.163 2.16 4.737 0.275 0.009 2.87 2.16 0.163,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,123,HV HH,[],"['132', '10410', '0', '3.94', '0.216', '0.004', '32.49', '2.6', '0.123', '2.6', '3.94', '0.216', '0.004', '32.49', '2.6', '0.123']",LDNO 132kV/EHV: HV HH Metered 10410 0 3.94 0.216 0.004 32.49 2.6 0.123 2.6 3.94 0.216 0.004 32.49 2.6 0.123,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,128,LV UMS,[],"['132', '10415', '0', '12.356', '0.397', '0.198', '12.356', '0.397', '0.198']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 10415 0 12.356 0.397 0.198 12.356 0.397 0.198,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,148,LV HH,[],"['132', '10435', '0', '2.317', '0.14', '0.009', '1.61', '0.72', '0.084', '0.72', '2.317', '0.14', '0.009', '1.61', '0.72', '0.084']",LDNO 132kV: LV HH Metered 10435 0 2.317 0.14 0.009 1.61 0.72 0.084 0.72 2.317 0.14 0.009 1.61 0.72 0.084,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,149,LV Sub,[],"['132', '10436', '0', '3.1', '0.18', '0.006', '1.88', '1.42', '0.106', '1.42', '3.1', '0.18', '0.006', '1.88', '1.42', '0.106']",LDNO 132kV: LV Sub HH Metered 10436 0 3.1 0.18 0.006 1.88 1.42 0.106 1.42 3.1 0.18 0.006 1.88 1.42 0.106,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,150,HV HH,[],"['132', '10437', '0', '2.579', '0.141', '0.003', '21.26', '1.7', '0.081', '1.7', '2.579', '0.141', '0.003', '21.26', '1.7', '0.081']",LDNO 132kV: HV HH Metered 10437 0 2.579 0.141 0.003 21.26 1.7 0.081 1.7 2.579 0.141 0.003 21.26 1.7 0.081,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,155,LV UMS,[],"['132', '10442', '0', '8.087', '0.26', '0.13', '8.087', '0.26', '0.13']",LDNO 132kV: LV UMS (Pseudo HH Metered) 10442 0 8.087 0.26 0.13 8.087 0.26 0.13,LV,Unmetered,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,175,LV HH,[],"['0000', '10462', '0', '0.482', '0.029', '0.002', '0.34', '0.15', '0.017', '0.15', '0.482', '0.029', '0.002', '0.34', '0.15', '0.017']",LDNO 0000: LV HH Metered 10462 0 0.482 0.029 0.002 0.34 0.15 0.017 0.15 0.482 0.029 0.002 0.34 0.15 0.017,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,176,LV Sub,[],"['0000', '10463', '0', '0.645', '0.037', '0.001', '0.39', '0.29', '0.022', '0.29', '0.645', '0.037', '0.001', '0.39', '0.29', '0.022']",LDNO 0000: LV Sub HH Metered 10463 0 0.645 0.037 0.001 0.39 0.29 0.022 0.29 0.645 0.037 0.001 0.39 0.29 0.022,LV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,177,HV HH,[],"['0000', '10464', '0', '0.537', '0.029', '0.001', '4.43', '0.35', '0.017', '0.35', '0.537', '0.029', '0.001', '4.43', '0.35', '0.017']",LDNO 0000: HV HH Metered 10464 0 0.537 0.029 0.001 4.43 0.35 0.017 0.35 0.537 0.029 0.001 4.43 0.35 0.017,HV,,,Red
2017,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,182,LV UMS,[],"['0000', '10469', '0', '1.684', '0.054', '0.027', '1.684', '0.054', '0.027']",LDNO 0000: LV UMS (Pseudo HH Metered) 10469 0 1.684 0.054 0.027 1.684 0.054 0.027,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 1 LV and HV charges,24,LV HH,[],"['550', '0', '11.19', '0.148', '0.015', '15.06', '3.12', '0.337', '3.12']",LV HH Metered 550 0 11.19 0.148 0.015 15.06 3.12 0.337 3.12,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 1 LV and HV charges,25,LV Sub,[],"['756', '0', '9.377', '0.12', '0.012', '10.32', '5.17', '0.249', '5.17']",LV Sub HH Metered 756 0 9.377 0.12 0.012 10.32 5.17 0.249 5.17,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 1 LV and HV charges,26,HV HH,[],"['650', '0', '7.632', '0.097', '0.008', '80.94', '3.84', '0.219', '3.84']",HV HH Metered 650 0 7.632 0.097 0.008 80.94 3.84 0.219 3.84,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 1 LV and HV charges,31,LV UMS,[],"['350', '0', '47.457', '0.75', '0.559', '0', '0', '0']",LV UMS (Pseudo HH Metered) 350 0 47.457 0.75 0.559 0 0 0,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,22,LV HH,[],"['0', '7.672', '0.101', '0.01', '10.33', '2.14', '0.231', '2.14']",LDNO LV: LV HH Metered 0 7.672 0.101 0.01 10.33 2.14 0.231 2.14,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,27,LV UMS,[],"['0', '32.538', '0.514', '0.383', '0', '0', '0']",LDNO LV: LV UMS (Pseudo HH Metered) 0 32.538 0.514 0.383 0 0 0,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,40,LV HH,[],"['0', '5.125', '0.068', '0.007', '6.9', '1.43', '0.154', '1.43']",LDNO HV: LV HH Metered 0 5.125 0.068 0.007 6.9 1.43 0.154 1.43,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,41,LV Sub,[],"['0', '6.487', '0.083', '0.008', '7.14', '3.58', '0.172', '3.58']",LDNO HV: LV Sub HH Metered 0 6.487 0.083 0.008 7.14 3.58 0.172 3.58,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,42,HV HH,[],"['0', '5.936', '0.075', '0.006', '62.96', '2.99', '0.17', '2.99']",LDNO HV: HV HH Metered 0 5.936 0.075 0.006 62.96 2.99 0.17 2.99,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,47,LV UMS,[],"['0', '21.735', '0.343', '0.256', '0', '0', '0']",LDNO HV: LV UMS (Pseudo HH Metered) 0 21.735 0.343 0.256 0 0 0,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,67,HVplus,[],"['0', '4.091', '0.054', '0.005', '5.51', '1.14', '0.123', '1.14']",LDNO HVplus: LV HH Metered 0 4.091 0.054 0.005 5.51 1.14 0.123 1.14,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,68,HVplus,[],"['0', '5.112', '0.065', '0.007', '5.63', '2.82', '0.136', '2.82']",LDNO HVplus: LV Sub HH Metered 0 5.112 0.065 0.007 5.63 2.82 0.136 2.82,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,69,HVplus,[],"['0', '4.656', '0.059', '0.005', '49.38', '2.34', '0.134', '2.34']",LDNO HVplus: HV HH Metered 0 4.656 0.059 0.005 49.38 2.34 0.134 2.34,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,74,HVplus,[],"['0', '17.348', '0.274', '0.204']",LDNO HVplus: LV UMS (Pseudo HH Metered) 0 17.348 0.274 0.204,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,94,LV HH,[],"['0', '3.266', '0.043', '0.004', '4.4', '0.91', '0.098', '0.91']",LDNO EHV: LV HH Metered 0 3.266 0.043 0.004 4.4 0.91 0.098 0.91,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,95,LV Sub,[],"['0', '4.082', '0.052', '0.005', '4.49', '2.25', '0.108', '2.25']",LDNO EHV: LV Sub HH Metered 0 4.082 0.052 0.005 4.49 2.25 0.108 2.25,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,96,HV HH,[],"['0', '3.718', '0.047', '0.004', '39.43', '1.87', '0.107', '1.87']",LDNO EHV: HV HH Metered 0 3.718 0.047 0.004 39.43 1.87 0.107 1.87,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,101,LV UMS,[],"['0', '13.853', '0.219', '0.163']",LDNO EHV: LV UMS (Pseudo HH Metered) 0 13.853 0.219 0.163,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,121,LV HH,[],"['132', '0', '2.683', '0.035', '0.004', '3.61', '0.75', '0.081', '0.75']",LDNO 132kV/EHV: LV HH Metered 0 2.683 0.035 0.004 3.61 0.75 0.081 0.75,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,122,LV Sub,[],"['132', '0', '3.353', '0.043', '0.004', '3.69', '1.85', '0.089', '1.85']",LDNO 132kV/EHV: LV Sub HH Metered 0 3.353 0.043 0.004 3.69 1.85 0.089 1.85,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,123,HV HH,[],"['132', '0', '3.054', '0.039', '0.003', '32.39', '1.54', '0.088', '1.54']",LDNO 132kV/EHV: HV HH Metered 0 3.054 0.039 0.003 32.39 1.54 0.088 1.54,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,128,LV UMS,[],"['132', '0', '11.38', '0.18', '0.134']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 0 11.38 0.18 0.134,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,148,LV HH,[],"['132', '0', '1.825', '0.024', '0.002', '2.46', '0.51', '0.055', '0.51']",LDNO 132kV: LV HH Metered 0 1.825 0.024 0.002 2.46 0.51 0.055 0.51,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,149,LV Sub,[],"['132', '0', '2.28', '0.029', '0.003', '2.51', '1.26', '0.061', '1.26']",LDNO 132kV: LV Sub HH Metered 0 2.28 0.029 0.003 2.51 1.26 0.061 1.26,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,150,HV HH,[],"['132', '0', '2.077', '0.026', '0.002', '22.03', '1.05', '0.06', '1.05']",LDNO 132kV: HV HH Metered 0 2.077 0.026 0.002 22.03 1.05 0.06 1.05,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,155,LV UMS,[],"['132', '0', '7.739', '0.122', '0.091']",LDNO 132kV: LV UMS (Pseudo HH Metered) 0 7.739 0.122 0.091,LV,Unmetered,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,175,LV HH,[],"['0000', '0', '0.489', '0.006', '0.001', '0.66', '0.14', '0.015', '0.14']",LDNO 0000: LV HH Metered 0 0.489 0.006 0.001 0.66 0.14 0.015 0.14,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,176,LV Sub,[],"['0000', '0', '0.611', '0.008', '0.001', '0.67', '0.34', '0.016', '0.34']",LDNO 0000: LV Sub HH Metered 0 0.611 0.008 0.001 0.67 0.34 0.016 0.34,LV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,177,HV HH,[],"['0000', '0', '0.557', '0.007', '0.001', '5.91', '0.28', '0.016', '0.28']",LDNO 0000: HV HH Metered 0 0.557 0.007 0.001 5.91 0.28 0.016 0.28,HV,,,Red
2017,19,UKPN-SPN,UK Power Networks (South Eastern),SPN,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,Annex 4 LDNO charges,182,LV UMS,[],"['0000', '0', '2.075', '0.033', '0.024']",LDNO 0000: LV UMS (Pseudo HH Metered) 0 2.075 0.033 0.024,LV,Unmetered,,Red
2017,21,NGED-SWales,National Grid Electricity Distribution – South Wales,SWALES,SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,23,LV HH,[],"['300', '0', '13.326', '1.555', '0.108', '11.9', '2.82', '0.493', '2.82']",LV HH Metered 300 0 13.326 1.555 0.108 11.9 2.82 0.493 2.82,LV,,,Red
2017,21,NGED-SWales,National Grid Electricity Distribution – South Wales,SWALES,SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,24,LV Sub,[],"['344', '0', '11.391', '1.317', '0.075', '9.16', '3.28', '0.434', '3.28']",LV Sub HH Metered 344 0 11.391 1.317 0.075 9.16 3.28 0.434 3.28,LV,,,Red
2017,21,NGED-SWales,National Grid Electricity Distribution – South Wales,SWALES,SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,25,HV HH,[],"['400', '0', '9.942', '1.155', '0.055', '90.9', '3.42', '0.346', '3.42']",HV HH Metered 400 0 9.942 1.155 0.055 90.9 3.42 0.346 3.42,HV,,,Red
2017,21,NGED-SWales,National Grid Electricity Distribution – South Wales,SWALES,SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 1 LV and HV charges,30,LV UMS,[],"['700', '0', '36.948', '2.709', '0.986', '0', '0', '0', '0']",LV UMS (Pseudo HH Metered) 700 0 36.948 2.709 0.986 0 0 0 0,LV,Unmetered,,Red
2017,21,NGED-SWales,National Grid Electricity Distribution – South Wales,SWALES,SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx,Annex 4 LDNO charges,22,LV HH,[],"['30309', '0', '9.053', '1.056', '0.073', '8.08', '1.92', '0.335', '1.92']",LDNO LV: LV HH Metered 30309 0 9.053 1.056 0.073 8.08 1.92 0.335 1.92,LV,,,Red
