id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
3691;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;CHAL3A;NEVE31;Nevendon Grid 33kV;CHALT_NEVE_2;33;1.52;1.9;0.65;543;627;2.665
3694;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;ULVE3A;HAIN32;Hainault Av Primary 33kV;FLEE_HAIN_2_(1);33;1.41;1.75;0.1;237;296;1.447
3700;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;ABDC3A;ABBE31;Abberton Grid 33kV;TIPTT_ABBE_1;33;7.78;20.64;0.05;408;477;6.258
3702;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;ABDC3B;TIPD3B;DNO-UKPN;TIPTT_TIPT_2_(2);33;0.03;0.07;0.0;408;508;0.022
3704;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;LSFW3A;ABBE31;Abberton Grid 33kV;ABBE_PELD_4;33;14.21;9.26;0.2;158;198;4.265
3712;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;CGMT3A;MARK32;Marks Tey Primary 33kV;MARKT_MARK_2;33;4.18;10.86;0.04;358;411;3.398
3721;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;CHAL3A;CHAL31;Chalvedon Primary 33kV;CHALT_CHAL_2;33;1.6;1.23;0.2;321;371;1.381
3731;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;CGRM1A;WOMO1A;DNO-UKPN;CHLET_CHLE_1;132;0.32;1.54;0.62;612;715;7.390
3733;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;FLEE3B;SOWE32;Southend West Primary 33kV;FLEE_SOWE_2_(2);33;5.92;5.37;0.6;253;311;4.150
3738;Eastern Power Networks (EPN);Rayleigh;;EPN 0065;BRRY12;RAYL12;Rayleigh Local 132kV;RAYL_RAYL(NEW)_2;132;0.0;0.0;0.04;471;538;0.040
3750;Eastern Power Networks (EPN);Rayleigh;;EPN 0295;PBSF3B;TILL3A;Maldon Grid 33kV;PBSF_TILL_2;33;42.4;58.11;0.07;253;311;16.608
3764;Eastern Power Networks (EPN);Rayleigh;;Fleethall Grid 33kV;FLEE33;HAIN31;Hainault Av Primary 33kV;FLEE_HAIN_1;33;1.81;2.32;0.1;237;296;1.600
3768;Eastern Power Networks (EPN);Rayleigh;;Fords Dunton Primary 33kV;FORD32;BASG30;Basildon Grid 33kV;FORD_BASG_2;33;1.2;2.61;0.25;666;770;2.600
3781;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D3038;Maldon Grid 33kV;MALD31;MAWK32;Maldon Wick Primary 33kV;MALD_MAWK_2;33;0.53;0.53;0.1;366;422;0.610
3793;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000C7017;Nevendon Grid 132kV;NEVE1B;NEVE12;Nevendon Grid 132kV;NEVE_TLTE_1;132;0.0;0.0;0.1;530;616;0.054
3796;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D7017;Nevendon Grid 33kV;NEVE31;NEBP31;EPN 0230;Lne_NEVG_NEBP;33;0.11;0.09;0.01;456;527;0.090
3805;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D7056;Rayleigh Local 33kV;RAYL31;BELL3A;DNO-UKPN;RAYL_HASU_1;33;1.17;1.56;0.56;549;634;2.192
3807;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D7056;Rayleigh Local 33kV;RAYL31;RAYL3D;Rayleigh Local Primary 33kV;RAYL_RAYL_1;33;0.09;0.11;0.01;456;525;0.100
3815;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H3076;Shrub End Primary 33kV;SHRU3B;LEXD32;Lexden Primary 33kV;SHRUT_LEXD_2;33;2.64;2.7;0.49;374;433;3.113
3819;Eastern Power Networks (EPN);Rayleigh;;South Chelmsford Primary 11kV;SCHE51;SCHE5A;South Chelmsford Primary 11kV;lne_SCHE_T1;11;0.04;0.07;0.0;663;726;0.020
3833;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H3052;Tiptree Primary 33kV;TIPT3D;TIPT31;Tiptree Primary 33kV;TIPT_TIPT_2;33;0.0;0.01;0.0;666;770;0.010
3835;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H3012;West Hanningfield Pri 33kV;WHAN31;SCHE3F;DNO-UKPN;SCHET_WHAN_1_(3);33;9.02;12.72;0.01;253;311;3.540
3851;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;TWGA1A;RYEG3J;DNO-UKPN;RYEG_TURNT_3_(2)_a;33;2.31;5.51;0.01;408;508;1.840
3854;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;RYEG3E;MSRD3A;DNO-UKPN;RYEG_MSRDT_2_(4);33;5.93;13.89;0.02;371;463;4.360
3871;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;TWGA1A;TOMW31;EPN 0273;TOMW_TOMW_1;33;2.6;2.14;0.19;403;445;2.083
3878;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;RYEG3J;RYEG3K;DNO-UKPN;RYEG_TURNT_3_(3B);33;0.14;0.12;0.02;323;374;0.133
3916;Eastern Power Networks (EPN);Rye House;EPN-S0000000H7152;Lindsey St Primary 33kV;LIND3A;EPPG3A;Epping Grid 33kV;EPPG_LIND_1_(2A);33;0.33;0.33;0.05;282;324;0.356
3919;Eastern Power Networks (EPN);Rye House;EPN-S0000000H7032;New Harlow Primary 33kV;NHAR31;NORG33;North Harlow 33kV;NHART_NHAR_5;33;0.05;0.11;0.01;666;770;0.110
3923;Eastern Power Networks (EPN);Rye House;EPN-S0000000G7076;North Harlow 33kV;NORG33;NORG33;North Harlow 33kV;NORH_NORH_2;33;0.4;0.72;0.08;600;667;0.745
3927;Eastern Power Networks (EPN);Rye House;EPN-S0000000D7015;Rye House 132kV;RYEH1F;RYEH1K;Rye House 132kV;RYEG_RYEHT_4B;132;0.01;0.01;0.07;471;538;0.095
3931;Eastern Power Networks (EPN);Rye House;EPN-S0000000D7015;Rye House 132kV;RYEH1E;RYEH1J;Rye House 132kV;RYEH_RYEH_2;132;0.01;0.01;0.0;382;476;0.050
3938;Eastern Power Networks (EPN);Rye House;EPN-S0000000D7015;Rye House 33kV;RYEH31;RYEG3V;DNO-UKPN;RYEG_TURNT_3_(1B);33;0.41;0.33;0.03;291;333;0.327
3959;Eastern Power Networks (EPN);Rye House;EPN-S0000000D8066;Welwyn Grid 33kV;WELW31;CWEL33;Central Welwyn Primary 33kV;WELW_CWEL_1(1);33;2.02;2.17;0.02;356;411;2.352
3963;Eastern Power Networks (EPN);Sundon;EPN-S0000000H4034;Ampthill Primary 33kV;AMPT32;WEST31;Westoning Grid 33kV;WEST_AMPT_2;33;4.33;10.28;0.04;408;508;3.585
1;London Power Networks (LPN);Acton Lane 22kV;LPN-S000000003203;Acton Lane 22kV;ACTL81;BREN81;LPN 0001;lne_ACTL_BREN_1;22;0.01;7.5;0.0;;1023;1.000
3;London Power Networks (LPN);Acton Lane 22kV;LPN-S000000003203;Acton Lane 22kV;ACTL81;KIMB81;Kimberley Rd B 22kV;lne_ACTL_KIMB_1;22;5.8;8.9;0.4;330;360;5.250
10;London Power Networks (LPN);Barking 132kV;LPN-S000000003622;Barking 132kV GIS;BARK11;BARG14;LPN 0005;lne_BARK_BARG_1;132;0.02;0.07;1.3;914;1060;1.000
31;London Power Networks (LPN);Barking West 33kV;LPN-S000000000617;Barking West 33kV;BARW3A;BARW31;Barking West 33kV;lne_BARW_BARD_1;33;0.12;0.16;0.01;270;270;1.000
32;London Power Networks (LPN);Barking West 33kV;;Barking West 33kV;BARW31;BARW3B;Barking West 33kV;lne_BARW_BARD_2;33;0.12;0.16;0.01;270;270;1.000
43;London Power Networks (LPN);Barking West 33kV;;Barking West 33kV;BARW32;WHSR33;Whiston Rd 33kV;lne_BARW_WHSR_3;33;15.9;15.1;1.8;260;280;12.900
44;London Power Networks (LPN);Barking West 33kV;;Barking West 33kV;BARW32;WHSR34;Whiston Rd 33kV;lne_BARW_WHSR_4;33;15.9;15.1;1.8;260;280;17.970
49;London Power Networks (LPN);Barking West 33kV;;LPN 0069;THAM32;BARW31;Barking West 33kV;lne_BARW_THMS2;33;0.09;0.2;0.02;864;973;0.200
72;London Power Networks (LPN);Brimsdown;;Buckhurst Hill 33kV;BUCK31;FAIR3C;Fairlop Rd 33kV;lne_BUCK_FAIR_3;33;3.88;5.13;1.85;390;500;8.040
74;London Power Networks (LPN);Brimsdown;;Buckhurst Hill 33kV;BUCK32;GROT31;Grove Lodge 33kV;lne_BUCK_GROL_1;33;1.82;2.82;1.11;420;540;4.460
85;London Power Networks (LPN);Brimsdown;LPN-S000000000534;Grove Lodge 33kV;GROT33;GROT3C;Grove Lodge 33kV;lne_GROT-TP3_GROL-FT3;33;0.0;0.01;0.0;320;340;1.000
92;London Power Networks (LPN);Brimsdown;LPN-S000000003567;Perth Rd B 33kV;PERB30;FAIR3D;Fairlop Rd 33kV;lne_PERB_FAIR_4;33;2.38;3.18;0.4;350;380;3.410
104;London Power Networks (LPN);City Road;LPN-S000000003910;Bankside F 132kV;BANF11;BANC11;Bankside C 132kV;Lne_BANF_BANC_GT1A;132;0.0;0.01;0.0;;437;1.000
113;London Power Networks (LPN);City Road;LPN-S000000003910;Bankside F 132kV;BANF11;FISH12;Fisher St B 132kV;lne_FISH_BANF_2;132;0.07;0.24;2.56;597;682;3.000
125;London Power Networks (LPN);City Road;;Beech St B 11kV;BEEB51;BEEA50;Beech St A 11kV;Lne_BEEB_BEEA_2;11;3.42;7.55;0.26;;5249;1.000
131;London Power Networks (LPN);City Road;LPN-S000000000408;Beech St B 11kV;BEEB5F;BEEB52;Beech St B 11kV;lne_BEEB_GRID3B;11;5.04;7.69;0.02;592;648;1.000
135;London Power Networks (LPN);City Road;;Calshot St 11kV;CALS52;CALS5D;Calshot St 11kV;lne_CALS_GT1A;11;0.04;0.13;0.0;716;804;0.020
146;London Power Networks (LPN);City Road;;City Rd B 11kV;CITB51;CITC52;City Rd C 11kV;lne_CITC_CITB_INTER_B2;11;0.0;0.01;0.0;;5249;1.000
160;London Power Networks (LPN);City Road;LPN-S000000003413;City Road 132kV;CITY1B;CITY11;City Road 132kV;lne_CITY_CITB_1;132;0.0;0.01;0.0;;1198;1.000
169;London Power Networks (LPN);City Road;LPN-S000000000418;Devonshire Square 11kV;DEVO5C;DEVO51;Devonshire Square 11kV;lne_DEVO_GRID2A;11;0.12;0.19;0.0;960;1085;0.050
200;London Power Networks (LPN);City Road;LPN-S000000003463;Limeburner Ln 132kV;LIMA11;BANF11;Bankside F 132kV;Lne_LIMA_BANF_2;132;0.03;0.1;1.95;804;914;1.500
206;London Power Networks (LPN);City Road;;LPN 0012;MANS12;CITY11;City Road 132kV;lne_CITY_MANS2;132;0.14;0.33;2.74;470;480;1.000
208;London Power Networks (LPN);City Road;;LPN 0012;MANS81;MANS8D;LPN 0012;lne_MANS_GRID1B;22;0.0;0.01;0.0;1470;1470;1.000
213;London Power Networks (LPN);City Road;;LPN 0068;WKST32;FINF31;Finsbury Mkt F 33kV;lne_WILK_FINF1;33;0.32;1.17;0.17;698;772;1.326
216;London Power Networks (LPN);City Road;LPN-S000000000965;Newington House B 22kV;NEWB8B;BAND81;Bankside D 20kV;lne_BAND_NEWB_2;22;6.37;9.23;0.17;1000;1000;3.692
223;London Power Networks (LPN);Hackney 132kV;LPN-S000000003435;Hackney 132kV;HACK1D;HACS11;Hackney Supergrid 132 kV;lne_HACK_GRID2B;132;0.0;0.0;0.0;;;1.000
229;London Power Networks (LPN);Hackney 132kV;LPN-S000000003436;Hackney Grid 66kV;HACG61;WATR61;Waterloo Rd 66kV;lne_HACG_WATR_1;66;0.57;0.62;1.86;160;170;3.170
237;London Power Networks (LPN);Hackney 132kV;LPN-S000000003439;Hackney Supergrid 132 kV;HACS11;HACK1A;Hackney 132kV;lne_HACK_GRID1B;132;0.0;0.0;0.0;;;1.000
241;London Power Networks (LPN);Hackney 132kV;LPN-S000000000453;Hearn St 11kV;HEAR51;HEAR51;Hearn St 11kV;lne_FRONT1.1_FRONT2;11;0.0;0.01;0.0;;;0.010
242;London Power Networks (LPN);Hackney 132kV;LPN-S000000000453;Hearn St 11kV;HEAR50;HEAR50;Hearn St 11kV;lne_REAR1_REAR2;11;0.0;0.01;0.0;;;0.010
249;London Power Networks (LPN);Hackney 132kV;;Kings Yard B 11kV;KGYB50;KGYA51;Kings Yard A 11kV;INT1;11;0.08;0.83;0.0;;;1.000
252;London Power Networks (LPN);Hackney 132kV;LPN-S000000003483;Shoreditch 66kV;SHOR61;HEAR63;Hearn St 66kV;lne_SHOR_HEAR_3;66;0.0;0.01;0.0;;875;1.000
261;London Power Networks (LPN);Hackney 66kV;;Edwards Lane C 11kV;EDLC51;EDLC5B;Edwards Lane C 11kV;Cable Tail_GT3C;11;0.09;0.18;0.0;1137;1216;0.050
263;London Power Networks (LPN);Hackney 66kV;;Edwards Lane C 66kV;EDLC66;EDLC62;Edwards Lane C 66kV;lne_EDLC_EDLA_T3;66;0.01;0.01;0.0;471;538;0.025
270;London Power Networks (LPN);Hackney 66kV;LPN-S000000000524;Exeter Rd 66kV;EXET63;HACS61;Hackney Sgrid 66kV;lne_HACS_EXET_3;66;1.47;1.32;0.86;970;1020;1.000
284;London Power Networks (LPN);Hackney 66kV;LPN-S000000003452;Hackney Sgrid 66kV;HACS61;HACS6B;Hackney Sgrid 66kV;lne_HACS_BLHL/EXET_1;66;0.0;0.01;0.0;320;410;1.000
298;London Power Networks (LPN);Hurst 132kV;;Bromley Grid 33kV;BROG31;CHSL33;Chislehurst 33kV;lne_BROG_CHSL_1;33;4.93;3.65;0.86;970;1020;1.000
301;London Power Networks (LPN);Hurst 132kV;;Bromley Grid 33kV;BROG31;CHSL32;Chislehurst 33kV;lne_BROG_CHSL_4;33;4.95;3.66;0.87;970;1020;1.000
317;London Power Networks (LPN);Hurst 132kV;LPN-S000000003732;Eltham Grid 132kV;ELTH1A;HURS1A;Hurst 132kV;lne_HURS_ELTH_1;132;0.34;0.75;0.68;1200;1200;1.000
323;London Power Networks (LPN);Hurst 132kV;;Eltham Grid 33kV;ELTG31;DERM32;Dermody Rd 33kV;lne_ELTG_DERM_3;33;9.33;7.54;0.88;790;860;1.000
332;London Power Networks (LPN);Hurst 132kV;;LPN 0058;KIDV31;ELTG32;Eltham Grid 33kV;lne_ELTG_KIDV_1;33;2.81;3.17;0.48;394;462;3.000
340;London Power Networks (LPN);Islington;LPN-S000000003448;Holloway 132kV;HOLL1C;HOLL11;Holloway 132kV;lne_HOOW_HOLW_T1A;132;0.0;0.01;0.0;400;520;1.000
354;London Power Networks (LPN);Littlebrook;;Dartford Grid A 33kV;DARA32;BROA33;Broadway 33kV;lne_DARA_BROA_2;33;6.11;4.2;1.39;260;340;6.350
372;London Power Networks (LPN);Littlebrook;LPN-S000000003752;Littlebrook 132kV GIS;LITB11;DART12;Dartford Grid 132kV;lne_LITB_DART_3;132;0.27;0.59;1.67;410;520;3.760
391;London Power Networks (LPN);Lodge Road;;Hyde Park Estate A 66kV;HYPA6B;HYPB62;Hyde Park Estate B 66kV;lne_HYPA_T2B;66;0.0;0.01;0.0;970;1020;1.000
400;London Power Networks (LPN);Lodge Road;LPN-S000000000353;Imperial College 22kV;IMPC83;MOSC81;Moscow Rd 22kV;lne_MOSC_IMPC_3;22;6.75;5.83;1.6;290;320;3.530
414;London Power Networks (LPN);Lodge Road;LPN-S000000003369;Moscow Rd 22kV;MOSC81;MOSC8A;Moscow Rd 22kV;lne_MOSC_MOSW_1;22;0.0;0.01;0.0;350;360;1.000
422;London Power Networks (LPN);Lodge Road;LPN-S000000003369;Moscow Rd 66kV;MOSD6B;MOSD62;Moscow Rd 66kV;lne_MOSC_MOSD_3;66;0.0;0.01;0.0;470;470;1.000
424;London Power Networks (LPN);New Cross 132kV;;Deptford Grid 11kV;DEPD51;DEPD5A;Deptford Grid 11kV;lne_DEPD_Inter 6-1_1;11;0.0;0.0;0.0;1780;1930;0.001
427;London Power Networks (LPN);New Cross 132kV;LPN-S000000003726;Deptford Grid 132kV;DEPT11;NEWC11;New Cross 132kV;lne_NEWC_DEPT_1;132;0.06;0.25;4.59;;875;2.993
437;London Power Networks (LPN);New Cross 132kV;LPN-S000000003965;New Cross 132kV;NEWC11;OSBS11;Osborn St 132kV;lne_NEWC_OSBS_2;132;0.06;0.36;8.02;;917;4.725
440;London Power Networks (LPN);New Cross 132kV;LPN-S000000003965;New Cross 132kV;NEWC11;TOOS12;Tooley St 132kV;lne_NEWC_TOOL_2;132;0.03;0.16;9.26;818;929;4.400
509;London Power Networks (LPN);St Johns Wood;;Back Hill 33kV;BACK31;KWAY32;Kingsway 33kV;lne_BACK_KWAY_2;33;1.57;1.56;0.45;300;340;2.320
533;London Power Networks (LPN);St Johns Wood;;Duke St B 132kV;DUST11;LESQ11;Leicester Sq 132kV;lne_DUST_LESQ_1;132;0.06;0.18;0.19;340;340;2.470
537;London Power Networks (LPN);St Johns Wood;;Duke St B 132kV;DUST12;SJOW12;St Johns Wood 132kV;lne_SJOW_DUST/LESQ_2;132;0.03;0.26;3.38;780;850;2.900
553;London Power Networks (LPN);St Johns Wood;LPN-S000000003433;Finsbury Mkt F 33kV;FINF31;BDGE31;LPN 0014;lne_FINF_BDGE;33;0.09;0.19;0.03;737;819;0.210
558;London Power Networks (LPN);St Johns Wood;LPN-S000000000359;Leicester Sq 11kV;LESQ5B;LESQ51;Leicester Sq 11kV;lne_LESQ_GRID1B;11;0.0;0.01;0.0;;1155;1.000
575;London Power Networks (LPN);St Johns Wood;;LPN 0020;MARK31;FENE31;LPN 0019;INTERCONNECTOR_FENE_MARK;33;0.16;0.35;0.05;737;819;0.380
579;London Power Networks (LPN);St Johns Wood;;LPN 0048;QVSN31;CSBN31;LPN 0047;lne_CSBN_QVSN;33;0.15;0.32;0.04;737;819;0.350
581;London Power Networks (LPN);St Johns Wood;;LPN 0049;QSBS31;CSBS31;LPN 0046;lne_QSBS_CSBS;33;0.07;0.15;0.02;737;819;0.160
612;London Power Networks (LPN);St Johns Wood;LPN-S000000003284;Shorts Gdns 22kV;SHOG8C;SJOW81;St Johns Wood 22kV;lne_SJWD_SHOG_3;22;12.6;11.99;0.31;290;310;5.930
621;London Power Networks (LPN);St Johns Wood;LPN-S000000003387;St Johns Wood B 132kV;SJWB11;CHAP11;LPN 0030;Fut_lne_SJWB_2;132;0.0;0.0;0.0;;;1.000
635;London Power Networks (LPN);West Ham;LPN-S000000000615;Bow 11kV;BOWS5D;BOWS51;Bow 11kV;lne_BOWS_GRID2B;11;3.64;7.19;0.03;714;786;1.000
638;London Power Networks (LPN);West Ham;LPN-S000000003620;Brunswick Wharf B 132kV;XBWH1A;BRWB11;Brunswick Wharf B 132kV;EX_HOLL_1;132;0.36;0.77;20.8;420;450;13.180
652;London Power Networks (LPN);West Ham;;LPN 0006;NUTM51;NUTM5B;LPN 0006;Transformer_Tail_NUTM_GT1_2;11;0.08;0.15;0.0;655;719;0.020
657;London Power Networks (LPN);West Ham;;LPN 0023;BOWC53;BOWS5C;Bow 11kV;lne_BOWS_GRID2A2;11;6.23;0.0;0.02;;545;1.000
663;London Power Networks (LPN);West Ham;;LPN 0035;STEN11;WHAG11;West Ham Sgrid 132kV;lne_WHSG_STEN_T3D;132;0.01;0.03;0.27;;270;1.000
686;London Power Networks (LPN);West Ham;;Simpsons Road 11kV;SIMP51;SIMP51;Simpsons Road 11kV;lne_INTERCONNECTOR_2;11;0.0;0.0;0.0;;;0.000
689;London Power Networks (LPN);West Ham;LPN-S000000000683;Simpsons Road 132kV;SIMP13;BRWB11;Brunswick Wharf B 132kV;lne_BRUW_SIMP_3;132;0.08;0.12;0.87;;341;1.590
691;London Power Networks (LPN);West Ham;;West Ferry Circus 11kV;WFCS52;WFCS5J;West Ferry Circus 11kV;INT 5R-2;11;0.0;0.04;0.0;2000;2000;0.050
695;London Power Networks (LPN);West Ham;LPN-S000000000639;West Ferry Circus 11kV;WFCS51;WFCS5D;West Ferry Circus 11kV;lne_WFCS_GRID2B;11;0.0;0.01;0.0;2000;2000;1.000
698;London Power Networks (LPN);West Ham;LPN-S000000000639;West Ferry Circus 11kV;WFCS5G;WFCS54;West Ferry Circus 11kV;lne_WFCS_GRID4A;11;0.0;0.01;0.0;2000;2000;1.000
702;London Power Networks (LPN);West Ham;;West Ham Sgrid 132kV;WHAG12;BRWB11;Brunswick Wharf B 132kV;Lne_WHAM_BRUW_4;132;0.02;0.12;2.71;913;1089;1.550
708;London Power Networks (LPN);West Ham;LPN-S000000003698;West Ham Sgrid 132kV;WHAG11;WFCS13;West Ferry Circus 132kV;lne_WHSG_WFCS_2;132;0.09;0.27;2.69;350;350;3.520
726;London Power Networks (LPN);Willesden 132kV;LPN-S000000003286;Leicester Rd 132kV;LEIR12;LEIR12;Leicester Rd 132kV;lne_LEIR_GRID1B;132;0.0;0.01;0.0;790;870;1.000
735;London Power Networks (LPN);Willesden 132kV;;LPN 0040 / LPN 0041;WIDB1A;WISB1A;LPN 0040;lne_WISD_WISB_GRID2B;132;0.02;0.02;0.52;670;800;1.000
736;London Power Networks (LPN);Willesden 132kV;;Willesden Grid 132kV;WISD11;FULC1A;Fulham Palace Rd C 132kV;lne_WISD_FULC_1;132;1.09;1.72;7.92;;516;12.120
739;London Power Networks (LPN);Willesden 132kV;;Willesden Grid 132kV;WISD12;LEIR12;Leicester Rd 132kV;lne_WISD_GIBR/LEIR_1;132;0.02;0.13;3.0;;917;1.770
746;London Power Networks (LPN);Willesden 132kV;;Willesden Grid 132kV;WISD11;WDLN11;Wood Lane 132kV;lne_WISD_WDLN_2;132;0.11;0.28;4.16;396;;4.045
749;London Power Networks (LPN);Willesden Grid 66 kV;LPN-S000000000109;Bulwer St 66kV;BULS62;WILS61;Willesden Grid 66kV;lne_WILS_BULS_1;66;1.14;1.8;2.06;160;170;1.000
758;London Power Networks (LPN);Willesden Grid 66 kV;LPN-S000000003183;Townmead B 66kV;TOWM6B;TOWB61;Townmead B 66kV;lne_TOWM_GRID2/GRID3;66;0.0;0.01;0.02;914;1060;0.050
770;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000003909;Bengeworth Rd Grid 33kV;BENB31;BENB3K;Bengeworth Rd Grid 33kV;lne_BENB_CLAP/MONB4;33;0.0;0.01;0.0;240;260;1.000
783;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000003909;Bengeworth Rd Grid 33kV;BENB31;MONT34;Montford Place 33kV;lne_BENB_MONB_5;33;3.09;2.92;0.34;260;280;3.120
785;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000000910;Brixton B 11kV;BRXB51;BRXB51;Brixton B 11kV;Interconnector Brixton;11;0.0;0.04;0.0;1250;1250;0.050
799;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000000958;Montford Place B 11kV;MONB53;MONB5B;Montford Place B 11kV;Transformer_Tail_MONB_FT6;11;0.14;0.22;0.0;592;648;0.058
801;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000004098;Wimbledon Sec 1&2 132kV;WIML12;KITO11;Kingston (SEEB) 132kV;lne_WM12_KITO_2;132;0.29;1.02;22.97;540;690;1.000
808;London Power Networks (LPN);Wimbledon 3&4 132kV;;Burlington Rd 33kV;BURL31;WIMC32;Wimbledon Grid C 33kV;lne_WIMC_BURL_1;33;6.2;4.59;1.1;840;910;6.560
823;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001027;Durnsford Rd 33kV;DURN31;WIMC32;Wimbledon Grid C 33kV;lne_WIMC_DURN_1;33;0.4;0.53;0.07;830;900;0.540
825;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001027;Durnsford Rd 33kV;DURN33;WIMC32;Wimbledon Grid C 33kV;lne_WIMC_DURN_3;33;0.39;0.46;0.06;830;900;0.460
835;London Power Networks (LPN);Wimbledon 3&4 132kV;;LPN 0044;LOTS11;WIMB12;Wimbledon Grid 3&4 132kV;lne_WM34_LOTS_1;132;0.25;0.37;13.18;;372;1.000
862;London Power Networks (LPN);Wimbledon 3&4 132kV;;Wandsworth 132kV;WAND11;WIMB12;Wimbledon Grid 3&4 132kV;lne_WM34_WANS_3;132;0.09;0.31;4.04;;512;1.000
864;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001093;Wandsworth Central A 66kV;WANC61;WANS61;Wandsworth 66kV;lne_WANS_WANC_1;66;0.23;0.23;0.65;990;1020;1.180
865;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001093;Wandsworth Central A 66kV;WANC62;WANS61;Wandsworth 66kV;lne_WANS_WANC_2;66;0.23;0.23;0.65;990;1020;1.170
892;South Eastern Power Networks (SPN);Beddington;SPN-S000000009101;Addington Grid 33kV;ADDI3B;ADDI31;Addington Grid 33kV;G7OA;33;0.06;0.07;0.01;391;435;0.065
906;South Eastern Power Networks (SPN);Beddington;SPN-S000000009103;Beddington 132kV;BEDD11;ASHB12;Ashburton Grid 132kV;C7H6;132;0.3;0.37;10.81;485;564;5.731
914;South Eastern Power Networks (SPN);Beddington;SPN-S000000009103;Beddington 132kV;BEDD11;PURL11;Purley 132kV;C7HF;132;0.14;0.4;3.79;607;700;4.878
928;South Eastern Power Networks (SPN);Beddington;SPN-S000000008379;Coulsdon 33/11kV;COUN5A;COUN51;Coulsdon 33/11kV;X254;11;0.05;0.11;0.0;714;786;0.030
931;South Eastern Power Networks (SPN);Beddington;SPN-S000000008314;Croydon A 33kV;CRYA32;CRYG31;Croydon Grid 33kV;G7MA;33;0.04;0.09;0.02;625;733;0.101
936;South Eastern Power Networks (SPN);Beddington;SPN-S000000009915;Croydon B 33kV;CRYB31;CRYG31;Croydon Grid 33kV;J71T;33;0.57;0.54;0.01;364;421;1.400
941;South Eastern Power Networks (SPN);Beddington;SPN-S000000009915;Croydon B 33kV;CRYB31;CRYB3A;Croydon B 33kV;X137;33;0.01;0.01;0.0;929;1045;0.010
963;South Eastern Power Networks (SPN);Beddington;;Purley Grid 33kV;PURL30;ADDI31;Addington Grid 33kV;X374;33;1.56;6.05;0.0;864;960;7.400
978;South Eastern Power Networks (SPN);Beddington;SPN-S000000008477;St Helier 33kV;HELI31;SUTT31;Sutton Grid 33kV;G7JO;33;3.97;2.4;0.55;346;398;3.104
982;South Eastern Power Networks (SPN);Beddington;SPN-S000000008347;Sutton A 33kV;SUTA32;SUTT31;Sutton Grid 33kV;G7JV;33;0.18;0.2;0.03;391;435;0.213
986;South Eastern Power Networks (SPN);Beddington;;Sutton Grid 33kV;SUTT31;BEDD30;Beddington 33kV;G6JE;33;4.09;5.34;0.3;480;530;5.221
988;South Eastern Power Networks (SPN);Beddington;;West Croydon 33kV;WCRY32;BEDD30;Beddington 33kV;G6JL;33;1.93;2.24;0.0;428;475;2.140
993;South Eastern Power Networks (SPN);Bolney;SPN-S000000008305;Angmering 33kV;ANGM32;WORB32;Worthing Grid B 33kV;G7NO;33;14.49;8.76;1.93;338;375;11.194
998;South Eastern Power Networks (SPN);Bolney;SPN-S000000008222;Betchworth Station 33kV;BTCS32;COLL31;Colley Lane 33kV;G6LI;33;8.67;11.39;0.01;249;311;3.210
1022;South Eastern Power Networks (SPN);Bolney;;Burgess Hill 33kV;BURG31;GODG31;Goddards Green Grid 33kV;G7PX;33;2.65;2.46;0.31;356;411;2.568
