date;units_entering_sf;units_entering_r1;units_entering_r2;units_entering_r3;units_entering_rf;units_entering_regulatory_reporting;units_exiting_sf;units_exiting_r1;units_exiting_r2;units_exiting_r3;units_exiting_rf;units_exiting_regulatory_reporting;loss_sf;loss_r1;loss_r2;loss_r3;loss_rf;loss_regulatory_reporting;loss_sf0;loss_r10;loss_r20;loss_r30;loss_rf0;loss_regulatory_reporting0;dno
2022-09;2363.2776738239004;2363.3866598238997;2368.3387437239003;2371.6261207239004;2368.1236585239003;2371.6261207239004;2288.7165135249443;2257.68970513947;2237.774184863611;2253.888620638588;2223.3620561223765;2253.888620638588;74.56116029895611;105.69695468442978;130.56455886028925;117.7375000853126;144.76160240152376;117.7375000853126;3.2577717623980207;4.681642231163042;5.834572574097639;5.2237497011699885;6.510932486362261;5.2237497011699885;EPN
2022-11;2768.2971853909994;2775.0840241910005;2776.502991491;2778.452213891;0.0;2747.6197264909997;2686.1584124990513;2630.365799290792;2627.920668670448;2581.5788962177426;0.0;2627.920668670448;82.13877289194807;144.7182249002085;148.58232282055224;196.8733176732576;0.0;119.69905782055184;3.0578528991345206;5.501828868791858;5.653988135635958;7.626081773510609;0.0;4.55489616743688;EPN
2022-11;1580.5025390792002;1581.5969766791995;1581.8119357792;1586.7233967792001;0.0;1581.8119357792;1544.260450415219;1513.5060050152194;1496.8816950152186;1485.1115714643715;0.0;1496.8816950152186;36.24208866398112;68.0909716639801;84.93024076398137;101.6118253148286;0.0;84.93024076398137;2.3468896489731628;4.498890089523985;5.673811166694633;6.842033101569318;0.0;5.673811166694633;SPN
2023-01;2402.2892297000008;2402.2877268999996;2402.2839199000005;2402.2529512;0.0;2402.2877269;2267.8062212871423;2248.314309533343;2232.866773737835;2220.7995322533416;0.0;2248.314309533343;134.48300841285845;153.97341736665658;169.4171461621654;181.45341894665853;0.0;153.97341736665703;5.930092578039129;6.848393781677931;7.587427434309476;8.17063477866218;0.0;6.848393781677951;LPN
2022-06;1319.0382724748;1335.7178371747996;1335.8309191747994;1335.3101727748;1336.3326329747997;1335.3101727748;1297.4821737480795;1283.528422819778;1277.0472659065272;1269.1008275849317;1262.8006328383651;1269.1008275849317;21.556098726720393;52.189414355021654;58.783653268272246;66.20934518986837;73.53200013643459;66.20934518986837;1.6613791821471102;4.066089494174734;4.603091431118171;5.217027973723976;5.8229302571031;5.217027973723976;SPN
2022-08;2020.6312708999997;2020.6595839999995;2020.5984939999998;2021.2403722000001;2021.0273932000005;2021.2403722000001;1939.1431808072311;1930.050686498611;1921.0560940422415;1914.620795842244;1913.6142024827257;1914.620795842244;81.48809009276852;90.60889750138858;99.54239995775833;106.61957635775616;107.4131907172748;106.61957635775616;4.202272988364194;4.694638235940121;5.181649836590848;5.568704601417122;5.613105848499493;5.568704601417122;LPN
2023-02;2097.5688272;2097.5734081999994;2097.6062532000005;2097.5737070000005;0.0;2097.5734081999994;1989.8085647918817;1975.328318328581;1963.1590219318355;1956.0803812119382;0.0;1975.328318328581;107.76026240811848;122.24508987141849;134.44723126816507;141.4933257880623;0.0;122.24508987141849;5.415609537261658;6.188596029183435;6.848514550587096;7.233512852902117;0.0;6.188596029183435;LPN
2022-10;2548.3357240888;2548.0065259887997;2549.4150305887993;2551.2512918888006;2547.8496101888004;2549.4150305887993;2479.4663843614167;2430.0048580818707;2396.537582581879;2384.5711732562477;2376.2808512257106;2396.537582581879;68.86933972738325;118.00166790692901;152.87744800692008;166.68011863255288;171.56875896308975;152.87744800692008;2.777587151887137;4.856026008115633;6.379096623313519;6.989941021762126;7.220053929003921;6.379096623313519;EPN
2022-12;2383.4358956;2383.4584596000004;2383.4518406000007;2383.5439116;0.0;2383.4518406000007;2279.498482196565;2256.6656731965645;2235.2405968529597;2220.8348820833276;0.0;2235.2405968529597;103.93741340343513;126.79278640343591;148.21124374704095;162.70902951667222;0.0;148.21124374704095;4.559661443743503;5.618589758749424;6.630661771073348;7.326480272321626;0.0;6.630661771073348;LPN
2022-08;1372.3994987644;1372.6640447644;1376.9358831644;1377.4248517644;1376.9825593643998;1377.4248517644;1338.0804380135728;1329.4504837342597;1316.4600523047702;1309.629366704771;1303.6611327259432;1309.629366704771;34.31906075082725;43.21356103014023;60.475830859629696;67.79548505962907;73.32142663845661;67.79548505962907;2.56479803275318;3.250482929515265;4.593821951053711;5.176692488975942;5.6242703566027314;5.176692488975942;SPN
2022-09;1362.2071431484003;1362.2791821484002;1361.7008281484002;1362.9624801484001;1362.1130534484;1362.9624801484001;1338.2900453607035;1318.1328543607035;1305.3800724719504;1298.2166843719501;1293.8907517116081;1298.2166843719501;23.917097787696775;44.14632778769669;56.320755676449835;64.74579577645;68.2223017367919;64.74579577645;1.787138585585945;3.3491561675023815;4.314510146443196;4.987287296170642;5.272647759986293;4.987287296170642;SPN
2023-01;1840.6614217467993;1841.4301644467998;1841.4828141468;1841.4644192467995;0.0;1837.3576614468002;1725.1324309065203;1709.82371160652;1692.8438117946469;1685.0799685946458;0.0;1707.8998666065204;115.528990840279;131.60645284027987;148.63900235215306;156.38445065215365;0.0;129.4577948402798;6.696818677251983;7.697077303754594;8.780432153074731;9.280535853890544;0.0;7.57994056744694;SPN
2022-04;2592.3731533743;2592.5913463743;2599.3436475743;2599.3203049742997;2600.205596474301;2599.3203049742997;2469.2741973849443;2440.701378384944;2413.7103655687624;2406.6083720021734;2398.3553043748184;2406.6083720021734;123.09895598935555;151.88996798935614;185.6332820055377;192.7119329721263;201.85029209948243;192.7119329721263;4.985228295817533;6.223209825442246;7.690785301068854;8.007614999352802;8.416196371375381;8.007614999352802;EPN
2023-02;2755.3266574112;2755.4850484112;2755.587333811199;2754.8212437111997;0.0;2748.2895904111992;2629.409896611045;2592.5684396110446;2544.0758466341704;2533.9823992680685;0.0;2586.224073611045;125.91676080015486;162.91660880015525;211.5114871770288;220.83884444313117;0.0;162.06551680015446;4.7887840143312985;6.283984881980478;8.313882915749542;8.715089911710502;0.0;6.266491695511466;EPN
2022-12;1839.5642042944;1839.6488292944005;1839.2763174944002;1839.7038127944002;0.0;1839.2763174944002;1750.7617866809533;1725.917489680953;1710.7838591809532;1700.643085799578;0.0;1710.7838591809532;88.80241761344678;113.73133961344752;128.49245831344706;139.06072699482206;0.0;128.49245831344706;5.072215894190608;6.589616264591623;7.5107359485472065;8.176949540793327;0.0;7.5107359485472065;SPN
