collection_timestamp,duration_minutes,datasets_attempted,datasets_successful,success_rate,total_records,total_size_mb,datasets_collected
2025-10-29 23:16:39.390318,1.4373092166666666,17,11,64.70588235294117,191605,4.030518531799316,165
