DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.976,1.085,1.0021538461538462,1.0,G,North West,169,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",9.349999999999998,9.36,9.3525,9.35,G,North West,8,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.72,12.24,2.735238095238095,2.12,G,North West,21,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.214,20.25,7.549608695652173,1.517,G,North West,23,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.139,16.49,5.778347826086956,0.988,G,North West,23,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.976,1.073,1.002,1.0,G,North West,169,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0388799278328753,0.0388799278328753,0.0388799278328753,0.0388799278328753,G,North West,158,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.72,10.65,4.267222222222222,3.54,G,North West,72,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.214,8.351,3.360666666666667,1.517,G,North West,15,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.139,5.44,2.189,0.988,G,North West,15,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.976,1.093,1.0022426035502958,1.0,G,North West,169,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.069553035014731,0.069553035014731,0.069553035014731,0.069553035014731,G,North West,8,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.08,7.64,2.382222222222222,1.77,G,North West,54,p/kWh,dno_data_enhanced/enwl-schedule_of_charges_and_other_tables-2022v7_final.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.089,13.33,5.294913043478261,1.209,C,London,23,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.062,9.31,3.695652173913043,0.843,C,London,23,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.09,16.39,5.856347826086957,0.951,C,London,23,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.059,10.89,3.888,0.63,C,London,23,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx
