DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",1.4458287353370487,5.846177060275893,3.0710764351135684,2.9335655499592295,G,North West,16,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.15,16.206,4.982608695652174,2.565,G,North West,23,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.095,10.264,3.157130434782609,1.624,G,North West,23,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.4924199316002992,12.100957893581825,3.742296572738642,3.499324620308509,G,North West,82,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.15,16.206,6.307,2.565,G,North West,15,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.095,10.264,3.574473684210526,1.624,G,North West,19,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.14,9.55,3.5072044122006183,2.315421380503534,G,North West,42,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables--2026-27-v1_0-final.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.092,11.88,5.227826086956522,1.538,C,London,23,p/kWh,dno_data_enhanced/EMEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.063,8.171,3.5971739130434783,1.057,C,London,23,p/kWh,dno_data_enhanced/EMEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.194,13.84,6.436173913043478,1.418,C,London,23,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.128,9.14,4.250652173913044,0.937,C,London,23,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
