DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.941,1.125,1.0027974683544305,1.0,G,North West,158,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.34,20.61,2.487391304347826,1.04,G,North West,23,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.92,2.5653333333333337,2.192,G,North West,15,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.52,1.7446666666666666,1.41,G,North West,15,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.941,1.125,1.0025569620253163,1.0,G,North West,158,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.34,10.62,3.965694444444445,3.17,G,North West,72,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,G,North West,167,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.685,3.92,2.3210526315789473,2.615,G,North West,19,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.441,2.52,1.6431578947368422,1.683,G,North West,19,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.941,1.125,1.0029240506329111,1.0,G,North West,158,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.72,11.96,3.785,2.79,G,North West,40,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,G,North West,59,p/kWh,dno_data_enhanced/enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.35,2.069318181818182,2.085,C,London,22,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.33,1.682,1.45,C,London,15,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,C,London,167,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.7,2.5186111111111114,2.027,C,London,18,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.12,1.9626666666666668,1.344,C,London,15,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,C,London,167,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.834,3.35,2.255227272727273,2.339,C,London,22,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.58,2.33,1.615,1.627,C,London,19,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,C,London,59,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.005,4.7,2.7077272727272725,2.209,C,London,22,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.666,3.12,1.8026315789473684,1.464,C,London,19,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,C,London,59,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.39,2.9829999999999997,2.881,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.95,2.0926666666666667,1.938,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,K,South Wales,167,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.499,4.39,2.7728947368421055,3.048,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.008,2.95,2.0023684210526316,2.051,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.066233918740059,4.004593495315447,2.0493224219598907,1.0771398518241653,K,South Wales,3,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,K,South Wales,59,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.92,3.161666666666666,2.781,L,South Western,15,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.05,2.061,1.723,L,South Western,15,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,L,South Western,167,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.433,4.92,2.8928947368421056,3.04,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.888,3.05,1.952894736842105,1.883,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.2036288464709518,13.92879223996246,5.236860228931443,1.3867182474637116,L,South Western,5,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,L,South Western,59,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2020 v2.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.166,0.488,0.333025,0.35,P,North Scotland,16,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0041617122473246,1.095,0.3888991659704896,0.2856666666666667,P,North Scotland,55,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0064338235294117,1.015,0.2419148517258142,0.19,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0041617122473246,0.0075667495405902,0.0048979365269496,0.0041617122473246,P,North Scotland,37,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0064338235294117,1.015,0.2419148517258142,0.19,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0041617122473246,0.0075667495405902,0.0048979365269496,0.0041617122473246,P,North Scotland,37,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",1.0,1.0,1.0,1.0,P,North Scotland,6,p/kWh,dno_data_enhanced/shepd-pcdm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.3518253334897675,1.0,0.5590317236927305,0.4201154248905947,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd-pcdm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.6976427338320053,1.0,0.9107122362648202,0.939981047640808,P,North Scotland,24,p/kWh,dno_data_enhanced/shepd-pcdm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.878,1.263,1.0083560477001705,1.011,P,North Scotland,587,p/kWh,dno_data_enhanced/shepd-schedule-of-charges-and-other-tables-april-2020_v1.2.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.166,0.488,0.333025,0.35,P,North Scotland,16,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0041617122473246,1.095,0.3894420612865726,0.3093333333333333,P,North Scotland,55,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.1257463894758776,0.1257463894758776,0.1257463894758776,0.1257463894758776,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0041617122473246,1.026,0.2569456923575829,0.19,P,North Scotland,10,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.09,1.09,1.09,1.09,P,North Scotland,2,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.388968842196157,0.42522380337704,0.4181742275918683,0.42522380337704,P,North Scotland,36,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.2217919863511786,1.2217919863511786,1.2217919863511786,1.2217919863511786,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-arp-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.1257463894758776,0.1257463894758776,0.1257463894758776,0.1257463894758776,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0041617122473246,1.026,0.2569456923575829,0.19,P,North Scotland,10,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.09,1.09,1.09,1.09,P,North Scotland,2,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.388968842196157,0.42522380337704,0.4181742275918683,0.42522380337704,P,North Scotland,36,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.2217919863511786,1.2217919863511786,1.2217919863511786,1.2217919863511786,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-cdcm-model-2020-21.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.32,2.9103333333333334,2.747,P,North Scotland,15,p/kWh,dno_data_enhanced/shepd-schedule-of-charges-and-other-tables-embedded-networks-april-2020_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.64,1.8813333333333333,1.676,P,North Scotland,15,p/kWh,dno_data_enhanced/shepd-schedule-of-charges-and-other-tables-embedded-networks-april-2020_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",3.0,3.0,3.0,3.0,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-schedule-of-charges-and-other-tables-embedded-networks-april-2020_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,P,North Scotland,167,p/kWh,dno_data_enhanced/shepd-schedule-of-charges-and-other-tables-embedded-networks-april-2020_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.0,1.0,1.0,P,North Scotland,5,p/kWh,dno_data_enhanced/shepd-pcdm-model-2020-21.xlsx
