DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0367371878102802,11.584699426229506,2.1959658359582823,0.0593011753389423,M,Yorkshire,11,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.8725212464589235,33.3,21.499686350684563,31.826224156279338,M,Yorkshire,4,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.189,32.82,10.188521739130437,0.942,M,Yorkshire,23,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.11,19.41,6.011260869565218,0.549,M,Yorkshire,23,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.948,1.607,1.0203055555555556,1.005,M,Yorkshire,108,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.162242001375,2.10363896011,0.73678871160475,0.470501092326,M,Yorkshire,4,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,M,Yorkshire,7,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),7.432,8.4,7.916,8.4,M,Yorkshire,2,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.8825232623807912,0.8825232623807912,0.8825232623807912,0.8825232623807912,M,Yorkshire,1,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.8825232623807912,0.8825232623807912,0.8825232623807912,0.8825232623807912,M,Yorkshire,1,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0201064135442202,1.0,0.3287533254232568,0.2160349265024103,M,Yorkshire,32,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0071869426456096,1.0,0.3483310654810377,0.1044452397749895,M,Yorkshire,14,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0200348446697582,1.0,0.4633205548422798,0.2497490502377356,M,Yorkshire,7,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),1.092,1.092,1.092,1.092,M,Yorkshire,1,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.001,1.0,0.1679166666666667,0.001,M,Yorkshire,24,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),6.145884427084702,6.145884427084702,6.145884427084702,6.145884427084702,M,Yorkshire,1,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,M,Yorkshire,7,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0115,45.0,8.191271858525122,0.73,M,Yorkshire,17,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0115,45.0,6.412056152642768,0.9,M,Yorkshire,17,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.01605385,10.92761890233416,2.26719591604652,1.1974314467848666,M,Yorkshire,35,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0073691932467225,36.65886775289015,11.640151810353387,6.082792343682665,M,Yorkshire,35,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.499,0.501,0.5,0.501,M,Yorkshire,4,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0155592894707972,1.50334712603879,0.4949384988243163,0.0258846368797245,M,Yorkshire,11,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.0115,45.0,8.191271858525122,0.73,M,Yorkshire,17,p/kWh,dno_data_enhanced/ED2 PCFM NPgN 20241223.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.189,6.126,2.3307894736842107,0.942,M,Yorkshire,19,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.11,3.569,1.5336842105263158,0.549,M,Yorkshire,19,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.952,1.178,1.0182777777777778,1.008,M,Yorkshire,108,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (North East),23,NPg-Y,Y,RED,16:00-19:00 (weekdays) (default),0.302611060029,0.852737401533,0.577674230781,0.852737401533,M,Yorkshire,2,p/kWh,dno_data_enhanced/Northern Powergrid (Northeast) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",1.0,1.0,1.0,1.0,F,North East,6,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.1939780810354855,1.0,0.4380888151300881,0.2555611325266815,F,North East,11,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.720661432568954,1.0,0.9104296844597992,0.9721558944885684,F,North East,24,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.001,1.006,0.2576643408542634,0.10235944962902,F,North East,11,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.002,1.0,0.3158620689655173,0.002,F,North East,29,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",20.0,33.3,25.978697241608504,24.636091724825523,F,North East,3,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0133845309928688,33.3,7.941576127783464,0.6294050991501415,F,North East,7,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0230728,13.99627624757993,3.0574716804245523,1.2563104625843515,F,North East,33,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0145492423512957,46.37843985930544,18.03206739795193,10.980597195734404,F,North East,32,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.501,39.96560063874227,15.303885786870287,5.211090883476645,F,North East,17,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0080067749634311,4.0452569031158125,0.8839285599984987,0.0213882457030804,F,North East,11,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",20.0,33.3,25.978697241608504,24.636091724825523,F,North East,3,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.958,1.17,1.0119533678756476,1.005,F,North East,193,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 Schedule of charges and other tables v0.2.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.0,1.0,1.0,F,North East,5,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.1443108134082144,1.0,0.5123258016437787,0.391287964346341,F,North East,12,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.3131211572668939,1.0,0.7584316567069094,0.7800099550227875,F,North East,23,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 PCDM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.002,1.009,0.2672188157790173,0.1402512849162133,F,North East,10,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.031,0.087,0.045,0.031,F,North East,20,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",5.740462583097171,5.740462583097171,5.740462583097171,5.740462583097171,F,North East,1,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2024-25 CDCM Model v0.1.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.8725212464589235,33.3,16.320478081704074,20.0,F,North East,4,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0149399155569989,33.3,7.94787217458142,0.6494617563739377,F,North East,7,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0413701832,42.422083053526016,4.1266126988321785,1.321109844088743,F,North East,31,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.3313681704456866,47.265692178112126,18.567528767448945,10.60825367518272,F,North East,33,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.501,38.15251432412348,12.617576731933877,5.301046033569332,F,North East,17,p/kWh,dno_data_enhanced/ED2 PCFM NPgY 20241223.xlsx
