portal,DNO_Group,dataset_id,title,description,modified,license,visibility,has_records,tags,record_count,explore_link,api_link
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-tec-transmission-entry-capacity-register,SSEN Transmission TEC – Transmission Entry Capacity Register,"<p><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;"">A list of SSEN Transmission projects that hold contracts for Transmission Entry Capacity (TEC) with NESO.</span></p><p><br style=""margin: 0px; color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;""/><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;"">These include existing and future connection projects and projects that can be directly connected to the National Electricity Transmission System (NETS), or make use of it.</span></p><p><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;""><br></span></p><p>T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;""><br></span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">For the full UK TEC Register, please see the bi-weekly publication from NESO <a href=""https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register"" target=""_blank"">here</a>.</span></p>",2025-10-28 23:00:05+00:00,CC BY 4.0,domain,True,"TEC, Generation, Contracted, Connect, Date, Capacity, Developer, Location",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-tec-transmission-entry-capacity-register/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-tec-transmission-entry-capacity-register
ssentransmission.opendatasoft.com,SSEN,neso-condition-c17-statement-consultation-report-to-authority-2024-2025,NESO Condition C17 Statement Consultation Report to Authority 2024-2025,"<p style=""font-family: sans-serif;""><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;"">This dataset contains data that details the network performance of SSEN Transmission including availability, faults and reliability for 2024-2025.</span></p><p style=""font-family: sans-serif;""><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;""><br></span></p><p style=""font-family: sans-serif;""><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;"">To download the NESO report and SSEN Transmission's raw data worksheet feeding the report, please go to the 'export' tab &gt; 'alternative exports'.</span></p>",2025-08-27 12:42:24+00:00,CC BY 4.0,domain,True,"Availability, Faults, Energy Not Supplied, Reliability, System Performance, Performance, C17",1,https://ssentransmission.opendatasoft.com/explore/dataset/neso-condition-c17-statement-consultation-report-to-authority-2024-2025/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/neso-condition-c17-statement-consultation-report-to-authority-2024-2025
ssentransmission.opendatasoft.com,SSEN,neso-condition-c17-statement-consultation-report-to-authority-2023-2024,NESO Condition C17 Statement Consultation Report to Authority 2023-2024,"<p><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;"">This dataset contains data that details the network performance of SSEN Transmission including availability, faults and reliability for 2023-2024.</span></p><p><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;""><br></span></p><p><span style=""color: rgb(25, 32, 38); font-family: Roboto, sans-serif; white-space-collapse: preserve-breaks;"">To download the NESO report and SSEN Transmission's raw data worksheet feeding the report, please go to the 'export' tab &gt; 'alternative exports'.</span></p>",2025-08-27 12:42:24+00:00,CC BY 4.0,domain,True,"Availability, Faults, Energy Not Supplied, Reliability, System Performance, Performance, C17",,https://ssentransmission.opendatasoft.com/explore/dataset/neso-condition-c17-statement-consultation-report-to-authority-2023-2024/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/neso-condition-c17-statement-consultation-report-to-authority-2023-2024
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-gi-location-points,SSEN Transmission Ground Investigation Location Points,<p>This dataset contains an aggregated view of ground investigation survey locations for surveys completed on SSEN Transmission sites. </p>,2025-05-28 15:41:58+00:00,CC BY 4.0,domain,True,"Survey, Survey Location, Ground Investigation, SSEN Transmission",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-gi-location-points/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-gi-location-points
ssentransmission.opendatasoft.com,SSEN,etys-23-year-09-she-transmission-fault-levels-ka-winter-2032-33,ETYS 24 Year 09 (2032/33) – SSEN Transmission – Fault Levels (Winter),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission winter peak fault levels for year 2032/33.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-year-09-she-transmission-fault-levels-ka-winter-2032-33/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-year-09-she-transmission-fault-levels-ka-winter-2032-33
ssentransmission.opendatasoft.com,SSEN,etys-24-b-1-1a-she-transmission-index-of-substation-codes,ETYS 24 – SSEN Transmission – Index of Substation Codes,"<p style=""font-family: sans-serif;"">This dataset contains the list of SSEN Transmission substation codes for year 2024.</p><p style=""font-family: sans-serif;"">To view or download this data, please<span style=""font-weight: bolder;""> <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a></span>.</p>",,CC BY 4.0,domain,True,"Substation, Codes, Network Infrastructure",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-24-b-1-1a-she-transmission-index-of-substation-codes/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-24-b-1-1a-she-transmission-index-of-substation-codes
ssentransmission.opendatasoft.com,SSEN,etys-24-yr-01-she-transmission-fault-levels-ka-summer-2024-25,ETYS 24 Year 01 (2024/25) – SSEN Transmission – Fault Levels (Summer),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission summer minimum fault levels for year 2024/25.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Network Usage, Voltage, Fault, Summer",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-24-yr-01-she-transmission-fault-levels-ka-summer-2024-25/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-24-yr-01-she-transmission-fault-levels-ka-summer-2024-25
ssentransmission.opendatasoft.com,SSEN,etys-22-yr-01-she-transmission-fault-levels-ka-summer-2022-23,ETYS 22 Year 01 (2022/23) – SSEN Transmission – Fault Levels (Summer),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission summer minimum fault levels for year 2022/23.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-yr-01-she-transmission-fault-levels-ka-summer-2022-23/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-yr-01-she-transmission-fault-levels-ka-summer-2022-23
ssentransmission.opendatasoft.com,SSEN,etys-24-b-4-1a-she-transmission-reactive-compensation-equipment-2024-25,ETYS 24 (2024/25) – SSEN Transmission – Reactive Compensation Equipment,"<h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">This dataset contains data about reactive compensation equipment for year 2024/25.</p><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">To view or download this data, please <span style=""font-weight: bolder;""><a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a>.</span></p></h5>",,CC BY 4.0,domain,True,"Connection Voltage, Reactive, Compensation Type, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-24-b-4-1a-she-transmission-reactive-compensation-equipment-2024-25/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-24-b-4-1a-she-transmission-reactive-compensation-equipment-2024-25
ssentransmission.opendatasoft.com,SSEN,etys-24-b-2-1a-she-transmission-circuits-for-2024-25,ETYS 24 (2024/25) – SSEN Transmission – Circuits,"<p>This dataset contains data about transmission circuits for year 2024/25.</p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b></a>.</p>",,CC BY 4.0,domain,True,"Network Usage, Circuit",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-24-b-2-1a-she-transmission-circuits-for-2024-25/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-24-b-2-1a-she-transmission-circuits-for-2024-25
ssentransmission.opendatasoft.com,SSEN,etys-22-b-4-1a-she-transmission-reactive-compensation-equipment-2022-23,ETYS 22 (2022/23) – SSEN Transmission – Reactive Compensation Equipment,"<p>This dataset contains data about reactive compensation equipment for year 2022/23.</p><p>To view or download this data, please <b><a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a>.</b></p>",,CC BY 4.0,domain,True,"Connection Voltage, Compensation Type, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-b-4-1a-she-transmission-reactive-compensation-equipment-2022-23/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-b-4-1a-she-transmission-reactive-compensation-equipment-2022-23
ssentransmission.opendatasoft.com,SSEN,etys-22-yr-10-she-transmission-fault-levels-ka-winter-2031-32,ETYS 22 Year 10 (2031/32) – SSEN Transmission – Fault Levels (Winter),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission winter peak fault levels for year 2031/32.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, ETYS, Fault, SHE",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-yr-10-she-transmission-fault-levels-ka-winter-2031-32/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-yr-10-she-transmission-fault-levels-ka-winter-2031-32
ssentransmission.opendatasoft.com,SSEN,etys-23-yr-06-she-transmission-fault-levels-ka-winter-2028-29,ETYS 23 Year 06 (2028/29) – SSEN Transmission – Fault Levels (Winter),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission winter peak fault levels for year 2028/29.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, Fault, winter, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-yr-06-she-transmission-fault-levels-ka-winter-2028-29/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-yr-06-she-transmission-fault-levels-ka-winter-2028-29
ssentransmission.opendatasoft.com,SSEN,etys-23-yr-01-she-transmission-fault-levels-ka-winter-2023-24,ETYS 23 Year 01 (2023/24) – SSEN Transmission – Fault Levels (Winter),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission winter peak fault levels for year 2023/24.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, Fault, Winter, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-yr-01-she-transmission-fault-levels-ka-winter-2023-24/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-yr-01-she-transmission-fault-levels-ka-winter-2023-24
ssentransmission.opendatasoft.com,SSEN,etys-22-yr-01-she-transmission-fault-levels-ka-winter-2022-23,ETYS 22 Year 01 (2022/23) – SSEN Transmission – Fault Levels (Winter),"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission winter peak fault levels for year 2022/23.</span></h5><h5 class=""""><br></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Network Usage, Voltage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-yr-01-she-transmission-fault-levels-ka-winter-2022-23/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-yr-01-she-transmission-fault-levels-ka-winter-2022-23
ssentransmission.opendatasoft.com,SSEN,etys-23-b-2-1a-she-transmission-circuits-for-2023-24,ETYS 23 (2023/24) – SSEN Transmission – Circuits,"<h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;"">This dataset contains data about transmission circuits for year 2023/24.</span></h5><h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem;""><br></span></h5><h5 class=""""><span style=""font-family: inherit; font-size: 0.875rem;"">T</span><span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""font-family: sans-serif; font-size: 14px; background-color: rgb(255, 255, 255); font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span><span style=""font-family: inherit; font-size: 0.875rem; font-weight: normal;""></span></h5><br><p></p>",,CC BY 4.0,domain,True,"Network Usage, Voltage, Circuit",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-b-2-1a-she-transmission-circuits-for-2023-24/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-b-2-1a-she-transmission-circuits-for-2023-24
ssentransmission.opendatasoft.com,SSEN,etys-23-ssen-transmission-index-of-substation-codes,ETYS 23 – SSEN Transmission – Index of Substation Codes,"<p style=""font-family: sans-serif;"">This dataset contains the list of SSEN Transmission substation codes for year 2023.</p><p style=""font-family: sans-serif;"">To view or download this data, please<span style=""font-weight: bolder;""> <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a></span>.</p>",,CC BY 4.0,domain,True,"Substation, Codes, Network Infrastructure",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-ssen-transmission-index-of-substation-codes/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-ssen-transmission-index-of-substation-codes
ssentransmission.opendatasoft.com,SSEN,etys-22-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2023-24-to-2031-32,ETYS 22 (2023/24 to 2031/32) – SSEN Transmission – Reactive Compensation Equipment Changes,"<p style=""font-family: sans-serif;"">This dataset contains data about changes to reactive compensation equipment for years 2023/24 - 2031/32.</p><p style=""font-family: sans-serif;"">To view or download this data, please <span style=""font-weight: bolder;""><a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a>.</span></p>",,CC BY 4.0,domain,True,"Status, Voltage, Compensation Type, Network Usage, Year",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2023-24-to-2031-32/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2023-24-to-2031-32
ssentransmission.opendatasoft.com,SSEN,etys-23-b-3-1a-she-transmission-transformers-for-2023-24,ETYS 23 (2023/24) – SSEN Transmission – Transformers,"<h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">This dataset contains information about transmission transformers for year 2023/24.</p><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">To view or download this data, please <span style=""font-weight: bolder;""><a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a>.</span></p></h5>",,CC BY 4.0,domain,True,"Voltage, Peak Current, Transformer, Network Usage",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-b-3-1a-she-transmission-transformers-for-2023-24/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-b-3-1a-she-transmission-transformers-for-2023-24
ssentransmission.opendatasoft.com,SSEN,etys-23-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2024-25-,ETYS 23 (2024/25 to 2031/32) – SSEN Transmission – Reactive Compensation Equipment Changes,"<h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">This dataset contains data about changes to reactive compensation equipment for years 2024/25 - 2031/32.</p><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;"">To view or download this data, please <span style=""font-weight: bolder;""><a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a>.</span></p></h5><h5 class=""""><p style=""font-family: sans-serif; font-size: 14px; font-weight: 400;""></p><p class="""" style=""font-family: sans-serif; margin-bottom: 1em; font-size: 14px; font-weight: 400;"">T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p></h5>",,CC BY 4.0,domain,True,"Network Usage, Year, Status, Voltage, Compensation Type, Reactive",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-23-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2024-25-/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-23-b-4-2a-she-transmission-reactive-compensation-equipment-changes-2024-25-
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-network-infrastructure-images,SSEN Transmission Network Infrastructure - Tower Images,"<p>This dataset provides a range of Tower images, an essential part of SSEN Transmission's network infrastructure. </p>",,CC BY 4.0,domain,True,"Tower, Steel, Pylon, Photo, Image, Lattice, Overhead, High-Voltage, Transmission Lines, Circuit",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-network-infrastructure-images/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-network-infrastructure-images
ssentransmission.opendatasoft.com,SSEN,etys-22-b-2-1a-she-transmission-circuits-for-2022-23,ETYS 22 (2022/23) – SSEN Transmission – Circuits,"<p>This dataset contains data about transmission circuits for year 2022/23.</p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b></a>.</p>",,CC BY 4.0,domain,True,"Circuit, SHE",,https://ssentransmission.opendatasoft.com/explore/dataset/etys-22-b-2-1a-she-transmission-circuits-for-2022-23/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/etys-22-b-2-1a-she-transmission-circuits-for-2022-23
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-pole-grid,SSEN Transmission Pole Grid,"<p>Shapefile containing SSEN Transmission Grid Poles.</p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b></a>.</p>",,CC BY 4.0,domain,True,"132kV, Pole, Shapefile, Grid, Network Infrastructure",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-pole-grid/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-pole-grid
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-tower-supergrid,SSEN Transmission Tower Supergrid,"<p>Shapefile containing SSEN Transmission Supergrid Towers. </p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b>. </a></p>",,CC BY 4.0,domain,True,"275kV, 400kV, Tower, Shapefile, Supergrid, Network Infrastructure",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-tower-supergrid/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-tower-supergrid
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-interconnector-register,SSEN Transmission Interconnector Register,"<p><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial; font-size: 0.875rem;"">A list of SSEN Transmission interconnector projects that hold connection contracts with NESO. These include active interconnectors and future interconnector projects.</span></p><p><br style=""margin: 0px; color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;""/><strong style=""margin: 0px; color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;"">Note</strong><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;"">: The Mega Watt (MW) Total MW Import figures represent firm Transmission Entry Capacity (TEC).</span></p><p><span style=""color: rgb(82, 82, 82); font-family: poppins, sans-serif, arial;""><br></span></p><p>T<span style=""font-family: inherit; font-size: 0.875rem;"">o view or download this data, please </span><a href=""https://ssentransmission.opendatasoft.com/login/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank""><span style=""font-weight: bolder;"">register or login</span></a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;""><br></span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">For the full UK Interconnector Register, please see the bi-weekly publication from NESO <a href=""https://www.neso.energy/data-portal/interconnector-register"" target=""_blank"">here</a>.</span></p>",,CC BY 4.0,domain,True,"Connection, Interconnector, Register",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-interconnector-register/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-interconnector-register
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-substation-site-supergrid,SSEN Transmission Substation Site Supergrid,"<p>Shapefile containing SSEN Transmission Supergrid Substation Sites.</p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b></a>.</p>",,CC BY 4.0,domain,True,"275kV, 320kV, 400kV, Substation, Shapefile, Supergrid, Substation Site, Network Infrastructure, 220kV",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-substation-site-supergrid/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-substation-site-supergrid
ssentransmission.opendatasoft.com,SSEN,overhead-line-grid,SSEN Transmission Overhead Line Grid,"<p>Shapefile containing SSEN Transmission Grid Overhead Lines.</p><p>To view or download this data, please <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank""><b>register or login</b></a>.</p>",,CC BY 4.0,domain,True,"132kV, Shapefile, Overhead, Line, Grid",,https://ssentransmission.opendatasoft.com/explore/dataset/overhead-line-grid/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/overhead-line-grid
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-substation-site-grid,SSEN Transmission Substation Site Grid,"<p>Shapefile containing SSEN Transmission Substation Grid Sites.</p><p>To view or download this data, please<b> <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a></b></p>",,CC BY 4.0,domain,True,"132kV, Substation, Shapefile, Grid, Network Infrastructure",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-substation-site-grid/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-substation-site-grid
ssentransmission.opendatasoft.com,SSEN,ssen-transmission-eastern-green-link-2-linear-route,SSEN Transmission Eastern Green Link 2 - Linear Route (Preliminary),"<p>This dataset contains data on the subsea cable locations for the Eastern Green Link 2 (EGL2) route.</p><p><b><u>Please note: These are design routes and are therefore subject to potential change.</u></b></p><p>More information about the project can be found <a href=""https://www.ssen-transmission.co.uk/projects/project-map/eastern-green-link-2/"" target=""_blank"">here</a></p><p>To view or download this data, please<b> <a href=""https://ssentransmission.opendatasoft.com/login/"" target=""_blank"">register or login</a></b></p>",,CC BY 4.0,domain,True,"EGL2, Marine, Cable, Route, Location, Subsea, Linear",,https://ssentransmission.opendatasoft.com/explore/dataset/ssen-transmission-eastern-green-link-2-linear-route/,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-eastern-green-link-2-linear-route
