publishTime,gsp_id,import_export_mw,wind_generation_mw
2025-11-09 21:17:00+00:00,B13,-586.6,0.0
2025-11-09 21:17:00+00:00,B14,-2037.7,0.0
2025-11-09 21:17:00+00:00,B15,-826.0,0.0
2025-11-09 21:17:00+00:00,B16,-4038.2,0.0
2025-11-09 21:17:00+00:00,B17,-1269.3,0.0
2025-11-09 21:17:00+00:00,B2,-204.5,0.0
2025-11-09 21:17:00+00:00,B3,-117.4,0.0
2025-11-09 21:17:00+00:00,B4,-334.9,0.0
2025-11-09 21:17:00+00:00,B5,-598.3,0.0
2025-11-09 21:17:00+00:00,B6,-1560.8,0.0
2025-11-09 21:17:00+00:00,B7,-2132.2,0.0
2025-11-09 21:17:00+00:00,B8,-5426.5,0.0
2025-11-09 21:17:00+00:00,B9,-7516.1,0.0
2025-11-09 21:17:00+00:00,N,-18667.6,0.0
2025-11-09 20:47:00+00:00,B1,-92.1,0.0
2025-11-09 20:47:00+00:00,B10,-1401.5,0.0
2025-11-09 20:47:00+00:00,B11,-3219.8,0.0
2025-11-09 20:47:00+00:00,B12,-2929.6,0.0
2025-11-09 20:47:00+00:00,B13,-586.9,0.0
2025-11-09 20:47:00+00:00,B14,-2037.9,0.0
2025-11-09 20:47:00+00:00,B15,-830.5,0.0
2025-11-09 20:47:00+00:00,B16,-4043.6,0.0
2025-11-09 20:47:00+00:00,B17,-1269.1,0.0
2025-11-09 20:47:00+00:00,B2,-204.5,0.0
2025-11-09 20:47:00+00:00,B3,-117.2,0.0
2025-11-09 20:47:00+00:00,B4,-334.6,0.0
2025-11-09 20:47:00+00:00,B5,-598.5,0.0
2025-11-09 20:47:00+00:00,B6,-1563.5,0.0
2025-11-09 20:47:00+00:00,B7,-2134.7,0.0
2025-11-09 20:47:00+00:00,B8,-5431.9,0.0
2025-11-09 20:47:00+00:00,B9,-7524.6,0.0
2025-11-09 20:47:00+00:00,N,-18687.7,0.0
2025-11-09 20:17:00+00:00,B1,-91.9,0.0
2025-11-09 20:17:00+00:00,B10,-1402.9,0.0
2025-11-09 20:17:00+00:00,B11,-3223.2,0.0
2025-11-09 20:17:00+00:00,B12,-2930.7,0.0
2025-11-09 20:17:00+00:00,B13,-587.5,0.0
2025-11-09 20:17:00+00:00,B14,-2039.2,0.0
2025-11-09 20:17:00+00:00,B15,-836.0,0.0
2025-11-09 20:17:00+00:00,B16,-4049.7,0.0
2025-11-09 20:17:00+00:00,B17,-1269.7,0.0
2025-11-09 20:17:00+00:00,B2,-204.2,0.0
2025-11-09 20:17:00+00:00,B3,-117.1,0.0
2025-11-09 20:17:00+00:00,B4,-334.3,0.0
