DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,C,London,59,p/kWh,dno_data_enhanced/EMEB - Schedule of charges and other tables - 2019 V.0.2 SOLR.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.092,4.22,2.662954545454546,2.405,C,London,22,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables - 2019 V.0.2 SOLR.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.729,2.77,1.764736842105263,1.607,C,London,19,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables - 2019 V.0.2 SOLR.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.017,1.022,1.02,1.021,C,London,3,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables - 2019 V.0.2 SOLR.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,C,London,59,p/kWh,dno_data_enhanced/MIDE - Schedule of charges and other tables - 2019 V.0.2 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.37,2.974,2.878,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.91,2.082,1.954,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.461077844311377,1.0,K,South Wales,167,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.583,4.37,2.79078947368421,3.052,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.076,2.91,2.015,2.071,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.006,1.032,1.022777777777778,1.024,K,South Wales,9,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.11633541,3.26607369,1.24957782,1.05145836,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,K,South Wales,59,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,5.1,3.223333333333333,2.75,L,South Western,15,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.14,2.095333333333333,1.718,L,South Western,15,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.461077844311377,1.0,L,South Western,167,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.425,5.1,2.931052631578947,3.013,L,South Western,19,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.89,3.14,1.976842105263158,1.882,L,South Western,19,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.012,1.035,1.017222222222222,1.014,L,South Western,18,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.18373908,15.52259464,4.467112527999999,1.58283102,L,South Western,5,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,L,South Western,59,p/kWh,dno_data_enhanced/SWEB - Schedule of charges and other tables - 2019 V.0.1 SOLR.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.104,1.024178932178932,1.0,F,North East,24,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.3950857174007853,1.0,0.7187518538288068,0.6205457710000384,F,North East,14,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.001,1.0,0.1728333333333333,0.002,F,North East,12,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),1.0,1.104,1.018591046332894,1.0,F,North East,72,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.7991419750810055,0.9107383738442996,0.8527908723280531,0.8774660188169773,F,North East,5,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.2096585160501387,1.846570665259241,0.8324401044286117,1.0,F,North East,42,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.001,1.0,0.1758333333333333,0.002,F,North East,36,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2019-20 CDCM Model.xlsx
