DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.441,11.813,4.760130434782609,2.202,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.961,7.877,3.191521739130435,1.469,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.441,11.813,4.488421052631579,2.202,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.961,7.877,3.133421052631579,1.469,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.0653206373618923,9.47293166114612,3.029286051332289,1.711361775655766,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.441,15.692,5.764869565217392,2.081,L,South Western,23,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.893,9.722,3.595739130434783,1.289,L,South Western,23,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.441,15.692,5.477368421052632,2.081,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.893,9.722,3.553684210526316,1.289,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.3269372544973533,15.66322499414792,5.893159698829482,1.188062165852249,L,South Western,5,p/kWh,dno_data_enhanced/SWEB-Schedule of charges and other tables-2021 V.0.2.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.123478523085507,0.1935626446771114,0.1683791050180872,0.1880961472916431,P,North Scotland,4,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.05,0.533,0.3380416666666667,0.38,P,North Scotland,16,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0041617122473246,1.09,0.3988253888231074,0.33,P,North Scotland,55,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.006,1.014,0.2398560606060606,0.1134,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.004,0.008,0.005,0.004,P,North Scotland,20,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.006,1.014,0.2398560606060606,0.1134,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.004,0.008,0.005,0.004,P,North Scotland,20,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",1.0,1.0,1.0,1.0,P,North Scotland,6,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.3518253334897676,1.0,0.5586089272163146,0.4201154248905947,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.6976427338320053,1.0,0.9107122362648202,0.9399810476408084,P,North Scotland,24,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",1.0,1.0,1.0,1.0,P,North Scotland,6,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.3518253334897675,1.0,0.5596962896139434,0.4201154248905947,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.6976427338320053,1.0,0.9107122362648202,0.939981047640808,P,North Scotland,24,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0064338235294117,1.014,0.2407849100515421,0.1810606415830065,P,North Scotland,11,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.0041617122473246,0.0075667495405902,0.005012971570641,0.0041617122473246,P,North Scotland,20,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.892,1.266,1.007324022346369,1.003,P,North Scotland,537,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.3905286587326127,0.7803892767695262,0.5678732923295869,0.6657430567159845,P,North Scotland,8,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.05,0.533,0.3380416666666667,0.38,P,North Scotland,16,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0041617122473246,1.093,0.3976540042685264,0.33,P,North Scotland,55,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.004,1.027,0.2573166666666667,0.17,P,North Scotland,10,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.389,0.425,0.4174210526315789,0.425,P,North Scotland,19,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",4.105956923076922,4.105956923076922,4.105956923076922,4.105956923076922,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.004,1.027,0.2573166666666667,0.17,P,North Scotland,10,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.389,0.425,0.4174210526315789,0.425,P,North Scotland,19,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",4.105956923076922,4.105956923076922,4.105956923076922,4.105956923076922,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.0,1.0,1.0,P,North Scotland,5,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.125105580539402,1.0,0.474747758747374,0.2840354967171939,P,North Scotland,12,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.410802622835849,1.0,0.8082019566290807,0.9006461101704555,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.0,1.0,1.0,P,North Scotland,5,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.1223181277270699,1.0,0.4730161178487613,0.2840354967171939,P,North Scotland,12,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.410802622835849,1.0,0.8082019566290807,0.9006461101704555,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.0041617122473246,1.026,0.2560517565158836,0.19,P,North Scotland,10,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.388968842196157,0.42522380337704,0.4175911799705383,0.42522380337704,P,North Scotland,19,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",5.705747126436783,5.705747126436783,5.705747126436783,5.705747126436783,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",2.043,11.165,5.562565217391304,2.866,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",2.0,11.165,4.5185,2.866,P,North Scotland,12,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.441,7.874,3.96095652173913,2.021,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.901,1.347,1.008387337057728,1.003,P,North Scotland,537,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.273,30.03,8.061906976744185,5.14,P,North Scotland,43,p/kWh,dno_data_enhanced/shepd_schedule-of-charges-and-other-tables-april-2021_v1.4.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.17,10.155,4.284130434782608,2.03,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd--schedule-of-charges-and-other-tables-embedded-networks-april-2021_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.713,6.188,2.631304347826087,1.237,P,North Scotland,23,p/kWh,dno_data_enhanced/shepd--schedule-of-charges-and-other-tables-embedded-networks-april-2021_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",3.0,3.0,3.0,3.0,P,North Scotland,2,p/kWh,dno_data_enhanced/shepd--schedule-of-charges-and-other-tables-embedded-networks-april-2021_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.419042114105328,0.8668396000657262,0.6074323182999217,0.7183166235328212,P,North Scotland,8,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.09,0.537,0.3194166666666667,0.3412,P,North Scotland,16,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.004,1.093,0.3931063636363636,0.3329333333333333,P,North Scotland,55,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.061,1.0,0.3583809523809523,0.2948333333333333,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.093,1.093,1.093,1.093,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.006,0.012,0.0075,0.006,P,North Scotland,20,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd-arp_v7_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.061,1.0,0.3583809523809523,0.2948333333333333,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.093,1.093,1.093,1.093,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.006,0.012,0.0075,0.006,P,North Scotland,20,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd_cdcm_v8_20211122_2023_24_pre-release_lrsp-updates_v1.1.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.6819913658890814,0.6819913658890814,0.6819913658890814,0.6819913658890814,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.6819913658890814,0.6819913658890814,0.6819913658890814,0.6819913658890814,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.0108362566837464,1.0,0.3641256571685201,0.2868401109961562,P,North Scotland,29,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.0108362566837464,1.0,0.3982567116929105,0.2868401109961562,P,North Scotland,12,p/kWh,dno_data_enhanced/shepd_pcdm_v4_20211122_2023_24_pre-release.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.0,1.0,1.0,1.0,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.6568330942988236,0.6568330942988236,0.6568330942988236,0.6568330942988236,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.6568330942988236,0.6568330942988236,0.6568330942988236,0.6568330942988236,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.0108362566837464,1.0,0.364124523532685,0.2868401109961563,P,North Scotland,29,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.0108362566837464,1.0,0.3982567116929105,0.2868401109961563,P,North Scotland,12,p/kWh,dno_data_enhanced/shepd_pcdm_v4_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),0.049,1.0,0.3771515202261438,0.33,P,North Scotland,7,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
Scottish Hydro Electric Power Distribution (SHEPD),17,SSE-SHEPD,SHEPD,RED,16:00-19:00 (weekdays) (default),1.093,1.093,1.093,1.093,P,North Scotland,1,p/kWh,dno_data_enhanced/shepd_cdcm_v5_2021-22-pre-release_20191108_final.xlsx
