DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.941,1.092,1.001786585365854,1.0,G,North West,164,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,AMBER,"07:00-16:00, 19:00-23:00 (weekdays) (default)",0.39,20.08,3.297142857142857,1.63,G,North West,21,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.686,9.18,3.789652173913043,1.881,G,North West,23,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.44,5.889,2.442652173913044,1.206,G,North West,23,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.941,1.092,1.00159756097561,1.0,G,North West,164,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.39,14.3,4.430277777777778,3.74,G,North West,72,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.214,17.11,5.120425,3.26,G,North West,40,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.686,9.18,3.915666666666666,1.881,G,North West,15,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.44,5.889,2.511666666666667,1.206,G,North West,15,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.941,1.096,1.001908536585365,1.0,G,North West,164,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
Electricity North West,16,ENWL,ENWL,RED,16:00-19:00 (weekdays) (default),0.04,12.48,2.677777777777778,2.08,G,North West,54,p/kWh,dno_data_enhanced/enwl-schedule_of_charges-2021-final-v6-llfs.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.935,8.743,3.607521739130435,1.868,C,London,23,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.65,6.075,2.520130434782609,1.298,C,London,23,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.169,7.704,3.772695652173913,1.903,C,London,23,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.774,5.104,2.516956521739131,1.261,C,London,23,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.935,11.0,4.487727272727273,2.0,C,London,22,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.65,6.075,2.532368421052632,1.298,C,London,19,p/kWh,dno_data_enhanced/EMEB-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.169,34.0,7.449090909090909,2.0,C,London,22,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2021 V.0.2.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.774,5.104,2.299736842105263,1.261,C,London,19,p/kWh,dno_data_enhanced/MIDE-Schedule of charges and other tables-2021 V.0.2.xlsx
