DNO_Name,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),0.048,2.18,1.468421052631579,1.752,C,London,19,p/kWh,dno_data_enhanced/EMEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.01,1.06,1.022083333333334,1.011,C,London,12,p/kWh,dno_data_enhanced/EMEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – East Midlands (EMID),12,UKPN-LPN,LPN,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,C,London,59,p/kWh,dno_data_enhanced/EMEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.44,2.969333333333333,2.78,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,3.02,2.104333333333333,1.889,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.461077844311377,1.0,K,South Wales,167,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.201,4.44,2.527368421052632,3.363,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.137,3.02,1.853157894736842,2.285,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.022,1.083,1.042333333333333,1.026,K,South Wales,9,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.8570814014687933,2.860210265161331,1.772826730909281,1.866965294624207,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South Wales (SWALES),21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,K,South Wales,59,p/kWh,dno_data_enhanced/SWAE-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,4.66,3.163333333333334,3.098,L,South Western,15,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.93,2.088,1.948,L,South Western,15,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.461077844311377,1.0,L,South Western,167,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.155,4.66,2.667105263157895,3.72,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.097,2.93,1.833157894736842,2.339,L,South Western,19,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.017,1.035,1.023055555555556,1.021,L,South Western,18,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),0.1438790231853718,15.51457578857573,5.103095658110782,1.294744251878663,L,South Western,7,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
National Grid Electricity Distribution – South West (SWEST),22,NGED-SW,SWEST,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.474576271186441,1.0,L,South Western,59,p/kWh,dno_data_enhanced/SWEB-Schedule-of-charges-and-other-tables-v-1-0-2017.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,1.11,1.025669035071209,1.0,F,North East,24,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.3850186553062573,1.0,0.7221241061093419,0.6424157160764392,F,North East,14,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.001,1.0,0.1728333333333333,0.002,F,North East,12,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),1.0,1.11,1.019791406996117,1.0,F,North East,72,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.8515354601400353,0.9272068250733876,0.8934106793880886,0.9183878257934922,F,North East,5,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.2640485817443318,13.41726724508126,1.135761578653952,1.0,F,North East,43,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
Northern Powergrid (Yorkshire),15,NPg-NE,NE,RED,16:00-19:00 (weekdays) (default),0.001,1.0,0.1758333333333333,0.002,F,North East,36,p/kWh,dno_data_enhanced/Northern Powergrid (Yorkshire) - 2017-18 CDCM Model.xlsx
