Band,Min_Rate_Min,Min_Rate_Avg,Max_Rate_Max,Max_Rate_Avg,Avg_Mean_Rate,Avg_Median_Rate,Total_Count
AMBER,0.0003252766742631,1.68345239535618,47.63809861263129,4.816964693219944,2.625138895633301,2.189595069420555,11712
GREEN,1.60713650644582e-06,0.8560132246006105,47.26569217811213,7.950514053993204,3.551896296059219,1.997815394306445,31522
RED,0.001,0.6819485039345596,47.38413652681814,5.796317089806262,2.426506028188825,1.596993664298784,22927
