DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
1,2018-05-10,20410,1B,T,430,730,Om,2018-05-09T08:45:45
1,2018-05-10,31220,2F,P,800,900,DM,2018-05-09T08:45:45
1,2018-05-10,29990,2A,P,930,1030,NA,2018-05-09T08:45:45
1,2018-05-10,28500,2B,P,1100,1300,NA,2018-05-09T08:45:45
1,2018-05-10,26750,3B,T,1330,1630,Dm,2018-05-09T08:45:45
1,2018-05-10,32490,3C,P,1700,1930,NA,2018-05-09T08:45:45
1,2018-05-10,33060,4A,T,2000,2030,EM,2018-05-09T08:45:45
1,2018-05-10,33050,4B,P,2100,2200,NA,2018-05-09T08:45:45
1,2018-05-10,24490,4C,F,2400,2400,NA,2018-05-09T08:45:45
1,2018-05-11,23110,1F,F,30,30,NA,2018-05-10T08:44:29
1,2018-05-11,22110,1S,T,100,130,NA,2018-05-10T08:44:29
1,2018-05-11,22000,1A,P,200,230,NA,2018-05-10T08:44:29
1,2018-05-11,21130,04,F,400,400,NA,2018-05-10T08:44:29
1,2018-05-11,20700,1B,T,430,730,Om,2018-05-10T08:44:29
1,2018-05-11,30910,2F,P,800,900,DM,2018-05-10T08:44:29
1,2018-05-11,30050,2A,P,930,1030,NA,2018-05-10T08:44:29
1,2018-05-11,28830,2B,P,1100,1300,NA,2018-05-10T08:44:29
1,2018-05-11,27120,3B,T,1330,1630,Dm,2018-05-10T08:44:29
1,2018-05-11,31920,3C,P,1700,1930,EM,2018-05-10T08:44:29
1,2018-05-11,31590,4A,T,2000,2030,NA,2018-05-10T08:44:29
1,2018-05-11,31630,4B,P,2100,2200,NA,2018-05-10T08:44:29
1,2018-05-11,24050,4C,F,2400,2400,NA,2018-05-10T08:44:29
1,2018-04-19,21900,1F,F,30,30,NA,2018-05-10T13:01:38
1,2018-04-19,21380,1S,T,100,130,Om,2018-05-10T13:01:38
1,2018-04-19,21690,1A,P,200,230,NA,2018-05-10T13:01:38
1,2018-04-19,21450,4,F,400,400,NA,2018-05-10T13:01:38
1,2018-04-19,21400,1B,T,430,730,NA,2018-05-10T13:01:38
1,2018-04-19,32780,2F,P,800,900,DM,2018-05-10T13:01:38
1,2018-04-19,31560,2A,P,930,1030,NA,2018-05-10T13:01:38
1,2018-04-19,30040,2B,P,1100,1300,NA,2018-05-10T13:01:38
1,2018-04-19,26980,3B,T,1330,1630,Dm,2018-05-10T13:01:38
1,2018-04-19,32750,3C,P,1700,1830,NA,2018-05-10T13:01:38
1,2018-04-19,32910,4A,T,1900,1930,NA,2018-05-10T13:01:38
1,2018-04-19,34390,4B,P,2000,2130,EM,2018-05-10T13:01:38
1,2018-04-19,24810,4C,F,2400,2400,NA,2018-05-10T13:01:38
1,2018-05-12,22610,1F,F,30,30,NA,2018-05-11T08:45:00
1,2018-05-12,21610,1S,T,100,130,NA,2018-05-11T08:45:00
1,2018-05-12,21440,1A,P,200,230,NA,2018-05-11T08:45:00
1,2018-05-12,20350,04,F,400,400,NA,2018-05-11T08:45:00
1,2018-05-12,20220,1B,T,430,730,Om,2018-05-11T08:45:00
1,2018-05-12,26550,2F,P,800,900,NA,2018-05-11T08:45:00
1,2018-05-12,26600,2A,P,930,1030,DM,2018-05-11T08:45:00
1,2018-05-12,25710,2B,P,1100,1300,NA,2018-05-11T08:45:00
1,2018-05-12,24680,3B,T,1330,1630,Dm,2018-05-11T08:45:00
1,2018-05-12,29340,3C,P,1700,1930,EM,2018-05-11T08:45:00
1,2018-05-12,29210,4A,T,2000,2030,NA,2018-05-11T08:45:00
1,2018-05-12,29060,4B,P,2100,2200,NA,2018-05-11T08:45:00
1,2018-05-12,23720,4C,F,2400,2400,NA,2018-05-11T08:45:00
1,2018-05-13,22850,1F,F,30,30,NA,2018-05-12T08:41:44
1,2018-05-13,21810,1S,T,100,130,NA,2018-05-12T08:41:44
1,2018-05-13,22080,1A,P,200,230,NA,2018-05-12T08:41:44
1,2018-05-13,20530,04,F,400,400,NA,2018-05-12T08:41:44
1,2018-05-13,19710,1B,T,430,730,Om,2018-05-12T08:41:44
1,2018-05-13,24160,2F,P,800,900,NA,2018-05-12T08:41:44
1,2018-05-13,25880,2A,P,930,1030,DM,2018-05-12T08:41:44
1,2018-05-13,25690,2B,P,1100,1300,NA,2018-05-12T08:41:44
1,2018-05-13,24430,3B,T,1330,1630,Dm,2018-05-12T08:41:44
1,2018-05-13,29100,3C,P,1700,1930,NA,2018-05-12T08:41:44
1,2018-05-13,29480,4A,T,2000,2030,NA,2018-05-12T08:41:44
1,2018-05-13,29680,4B,P,2100,2200,EM,2018-05-12T08:41:44
1,2018-05-13,22980,4C,F,2400,2400,NA,2018-05-12T08:41:44
1,2018-05-14,21710,1F,F,30,30,NA,2018-05-13T08:36:28
1,2018-05-14,20840,1S,T,100,130,NA,2018-05-13T08:36:28
1,2018-05-14,20860,1A,P,200,230,NA,2018-05-13T08:36:28
1,2018-05-14,20260,04,F,400,400,NA,2018-05-13T08:36:28
1,2018-05-14,19850,1B,T,430,730,Om,2018-05-13T08:36:28
1,2018-05-14,30880,2F,P,800,900,DM,2018-05-13T08:36:28
1,2018-05-14,29920,2A,P,930,1030,NA,2018-05-13T08:36:28
1,2018-05-14,28880,2B,P,1100,1300,NA,2018-05-13T08:36:28
1,2018-05-14,27300,3B,T,1330,1630,Dm,2018-05-13T08:36:28
1,2018-05-14,33390,3C,P,1700,1930,EM,2018-05-13T08:36:28
1,2018-05-14,32520,4A,T,2000,2030,NA,2018-05-13T08:36:28
1,2018-05-14,32670,4B,P,2100,2200,NA,2018-05-13T08:36:28
1,2018-05-14,24370,4C,F,2400,2400,NA,2018-05-13T08:36:28
1,2018-05-15,23030,1F,F,30,30,NA,2018-05-14T08:46:01
1,2018-05-15,21860,1S,T,100,130,NA,2018-05-14T08:46:01
1,2018-05-15,22070,1A,P,200,230,NA,2018-05-14T08:46:01
1,2018-05-15,21360,04,F,400,400,Om,2018-05-14T08:46:01
1,2018-05-15,21390,1B,T,430,730,NA,2018-05-14T08:46:01
1,2018-05-15,32110,2F,P,800,900,DM,2018-05-14T08:46:01
1,2018-05-15,31040,2A,P,930,1030,NA,2018-05-14T08:46:01
1,2018-05-15,29160,2B,P,1100,1300,NA,2018-05-14T08:46:01
1,2018-05-15,27270,3B,T,1330,1630,Dm,2018-05-14T08:46:01
1,2018-05-15,32740,3C,P,1700,1930,EM,2018-05-14T08:46:01
1,2018-05-15,32390,4A,T,2000,2030,NA,2018-05-14T08:46:01
1,2018-05-15,31940,4B,P,2100,2200,NA,2018-05-14T08:46:01
1,2018-05-15,23410,4C,F,2400,2400,NA,2018-05-14T08:46:01
1,2018-05-16,22130,1F,F,30,30,NA,2018-05-15T08:47:37
1,2018-05-16,20760,1S,T,100,130,NA,2018-05-15T08:47:37
1,2018-05-16,20660,1A,P,200,230,NA,2018-05-15T08:47:37
1,2018-05-16,19780,04,F,400,400,NA,2018-05-15T08:47:37
1,2018-05-16,19730,1B,T,430,730,Om,2018-05-15T08:47:37
1,2018-05-16,32280,2F,P,800,900,NA,2018-05-15T08:47:37
1,2018-05-16,32310,2A,P,930,1030,DM,2018-05-15T08:47:37
1,2018-05-16,32170,2B,P,1100,1300,NA,2018-05-15T08:47:37
1,2018-05-16,30690,3B,T,1330,1630,Dm,2018-05-15T08:47:37
1,2018-05-16,33830,3C,P,1700,1930,EM,2018-05-15T08:47:37
1,2018-05-16,32930,4A,T,2000,2030,NA,2018-05-15T08:47:37
1,2018-05-16,32680,4B,P,2100,2200,NA,2018-05-15T08:47:37
1,2018-05-16,24130,4C,F,2400,2400,NA,2018-05-15T08:47:37
1,2018-05-17,22890,1F,F,30,30,NA,2018-05-16T08:47:07
1,2018-05-17,21840,1S,T,100,130,NA,2018-05-16T08:47:07
1,2018-05-17,21780,1A,P,200,230,NA,2018-05-16T08:47:07
1,2018-05-17,20820,04,F,400,400,NA,2018-05-16T08:47:07
1,2018-05-17,20780,1B,T,430,730,Om,2018-05-16T08:47:07
1,2018-05-17,30630,2F,P,800,900,DM,2018-05-16T08:47:07
1,2018-05-17,29420,2A,P,930,1030,NA,2018-05-16T08:47:07
1,2018-05-17,27820,2B,P,1100,1300,NA,2018-05-16T08:47:07
1,2018-05-17,26440,3B,T,1330,1630,Dm,2018-05-16T08:47:07
1,2018-05-17,32480,3C,P,1700,1930,EM,2018-05-16T08:47:07
1,2018-05-17,32260,4A,T,2000,2030,NA,2018-05-16T08:47:07
1,2018-05-17,32310,4B,P,2100,2200,NA,2018-05-16T08:47:07
1,2018-05-17,24840,4C,F,2400,2400,NA,2018-05-16T08:47:07
1,2018-05-18,23660,1F,F,30,30,NA,2018-05-17T08:41:47
1,2018-05-18,22520,1S,T,100,130,NA,2018-05-17T08:41:47
1,2018-05-18,22410,1A,P,200,230,NA,2018-05-17T08:41:47
1,2018-05-18,21670,04,F,400,400,Om,2018-05-17T08:41:47
1,2018-05-18,21810,1B,T,430,730,NA,2018-05-17T08:41:47
1,2018-05-18,32020,2F,P,800,900,DM,2018-05-17T08:41:47
1,2018-05-18,30410,2A,P,930,1030,NA,2018-05-17T08:41:47
1,2018-05-18,29130,2B,P,1100,1300,NA,2018-05-17T08:41:47
1,2018-05-18,27110,3B,T,1330,1630,Dm,2018-05-17T08:41:47
1,2018-05-18,32070,3C,P,1700,1930,EM,2018-05-17T08:41:47
1,2018-05-18,31490,4A,T,2000,2030,NA,2018-05-17T08:41:47
1,2018-05-18,31160,4B,P,2100,2200,NA,2018-05-17T08:41:47
1,2018-05-18,25100,4C,F,2400,2400,NA,2018-05-17T08:41:47
1,2018-05-19,23680,1F,F,30,30,NA,2018-05-18T08:51:49
1,2018-05-19,22350,1S,T,100,130,NA,2018-05-18T08:51:49
1,2018-05-19,22260,1A,P,200,230,NA,2018-05-18T08:51:49
1,2018-05-19,21230,04,F,400,400,NA,2018-05-18T08:51:49
1,2018-05-19,20470,1B,T,430,730,Om,2018-05-18T08:51:49
1,2018-05-19,25170,2F,P,800,900,NA,2018-05-18T08:51:49
1,2018-05-19,25300,2A,P,930,1030,DM,2018-05-18T08:51:49
1,2018-05-19,23650,2B,P,1100,1300,NA,2018-05-18T08:51:49
1,2018-05-19,20510,3B,T,1330,1630,Dm,2018-05-18T08:51:49
1,2018-05-19,26640,3C,P,1700,1930,NA,2018-05-18T08:51:49
1,2018-05-19,26860,4A,T,2000,2030,NA,2018-05-18T08:51:49
1,2018-05-19,27220,4B,P,2100,2200,EM,2018-05-18T08:51:49
1,2018-05-19,23090,4C,F,2400,2400,NA,2018-05-18T08:51:49
1,2018-05-20,21940,1F,F,30,30,NA,2018-05-19T08:41:21
1,2018-05-20,20580,1S,T,100,130,NA,2018-05-19T08:41:21
1,2018-05-20,19880,1A,P,200,230,NA,2018-05-19T08:41:21
1,2018-05-20,19050,04,F,400,400,NA,2018-05-19T08:41:21
1,2018-05-20,18200,1B,T,430,730,Om,2018-05-19T08:41:21
1,2018-05-20,21070,2F,P,800,900,NA,2018-05-19T08:41:21
1,2018-05-20,21840,2A,P,930,1030,NA,2018-05-19T08:41:21
1,2018-05-20,21950,2B,P,1100,1300,DM,2018-05-19T08:41:21
1,2018-05-20,20630,3B,T,1330,1630,Dm,2018-05-19T08:41:21
1,2018-05-20,27470,3C,P,1700,1930,NA,2018-05-19T08:41:21
1,2018-05-20,27410,4A,T,2000,2030,NA,2018-05-19T08:41:21
1,2018-05-20,28050,4B,P,2100,2200,EM,2018-05-19T08:41:21
1,2018-05-20,22550,4C,F,2400,2400,NA,2018-05-19T08:41:21
1,2018-05-21,21380,1F,F,30,30,NA,2018-05-20T08:35:37
1,2018-05-21,20490,1S,T,100,130,NA,2018-05-20T08:35:37
1,2018-05-21,20460,1A,P,200,230,NA,2018-05-20T08:35:37
1,2018-05-21,19650,04,F,400,400,NA,2018-05-20T08:35:37
1,2018-05-21,19640,1B,T,430,730,Om,2018-05-20T08:35:37
1,2018-05-21,29970,2F,P,800,900,DM,2018-05-20T08:35:37
1,2018-05-21,29060,2A,P,930,1030,NA,2018-05-20T08:35:37
1,2018-05-21,28150,2B,P,1100,1300,NA,2018-05-20T08:35:37
1,2018-05-21,27620,3B,T,1330,1630,Dm,2018-05-20T08:35:37
1,2018-05-21,33060,3C,P,1700,1930,EM,2018-05-20T08:35:37
1,2018-05-21,32120,4A,T,2000,2030,NA,2018-05-20T08:35:37
1,2018-05-21,31910,4B,P,2100,2200,NA,2018-05-20T08:35:37
1,2018-05-21,24270,4C,F,2400,2400,NA,2018-05-20T08:35:37
1,2018-05-22,22730,1F,F,30,30,NA,2018-05-21T08:34:59
1,2018-05-22,21580,1S,T,100,130,NA,2018-05-21T08:34:59
1,2018-05-22,21380,1A,P,200,230,NA,2018-05-21T08:34:59
1,2018-05-22,20520,4,F,400,400,NA,2018-05-21T08:34:59
1,2018-05-22,20400,1B,T,430,730,Om,2018-05-21T08:34:59
1,2018-05-22,30370,2F,P,800,900,DM,2018-05-21T08:34:59
1,2018-05-22,29560,2A,P,930,1030,NA,2018-05-21T08:34:59
1,2018-05-22,28590,2B,P,1100,1300,NA,2018-05-21T08:34:59
1,2018-05-22,26880,3B,T,1330,1630,Dm,2018-05-21T08:34:59
1,2018-05-22,32120,3C,P,1700,1930,EM,2018-05-21T08:34:59
1,2018-05-22,31820,4A,T,2000,2030,NA,2018-05-21T08:34:59
1,2018-05-22,31800,4B,P,2100,2200,NA,2018-05-21T08:34:59
1,2018-05-22,24010,4C,F,2400,2400,NA,2018-05-21T08:34:59
1,2018-05-23,22570,1F,F,30,30,NA,2018-05-22T08:38:55
1,2018-05-23,21300,1S,T,100,130,NA,2018-05-22T08:38:55
1,2018-05-23,21010,1A,P,200,230,NA,2018-05-22T08:38:55
1,2018-05-23,20250,04,F,400,400,NA,2018-05-22T08:38:55
1,2018-05-23,19970,1B,T,430,730,Om,2018-05-22T08:38:55
1,2018-05-23,29800,2F,P,800,900,DM,2018-05-22T08:38:55
1,2018-05-23,28990,2A,P,930,1030,NA,2018-05-22T08:38:55
1,2018-05-23,27860,2B,P,1100,1300,NA,2018-05-22T08:38:55
1,2018-05-23,25860,3B,T,1330,1630,Dm,2018-05-22T08:38:55
1,2018-05-23,31900,3C,P,1700,1930,EM,2018-05-22T08:38:55
1,2018-05-23,31450,4A,T,2000,2030,NA,2018-05-22T08:38:55
1,2018-05-23,31260,4B,P,2100,2200,NA,2018-05-22T08:38:55
1,2018-05-23,23750,4C,F,2400,2400,NA,2018-05-22T08:38:55
1,2018-05-24,22660,1F,F,30,30,NA,2018-05-23T08:47:17
1,2018-05-24,21450,1S,T,100,130,NA,2018-05-23T08:47:17
1,2018-05-24,20950,1A,P,200,230,NA,2018-05-23T08:47:17
1,2018-05-24,20050,04,F,400,400,NA,2018-05-23T08:47:17
1,2018-05-24,19800,1B,T,430,730,Om,2018-05-23T08:47:17
1,2018-05-24,31090,2F,P,800,900,DM,2018-05-23T08:47:17
1,2018-05-24,30770,2A,P,930,1030,NA,2018-05-23T08:47:17
1,2018-05-24,30080,2B,P,1100,1300,NA,2018-05-23T08:47:17
1,2018-05-24,28800,3B,T,1330,1630,Dm,2018-05-23T08:47:17
1,2018-05-24,33080,3C,P,1700,1930,EM,2018-05-23T08:47:17
1,2018-05-24,32180,4A,T,2000,2030,NA,2018-05-23T08:47:17
1,2018-05-24,31870,4B,P,2100,2200,NA,2018-05-23T08:47:17
1,2018-05-24,23840,4C,F,2400,2400,NA,2018-05-23T08:47:17
1,2018-05-25,23080,1F,F,30,30,NA,2018-05-24T09:10:44
1,2018-05-25,21780,1S,T,100,130,NA,2018-05-24T09:10:44
1,2018-05-25,21410,1A,P,200,230,NA,2018-05-24T09:10:44
1,2018-05-25,20340,04,F,400,400,Om,2018-05-24T09:10:44
1,2018-05-25,20400,1B,T,430,730,NA,2018-05-24T09:10:44
1,2018-05-25,32280,2F,P,800,900,NA,2018-05-24T09:10:44
1,2018-05-25,32740,2A,P,930,1030,DM,2018-05-24T09:10:44
1,2018-05-25,32190,2B,P,1100,1300,NA,2018-05-24T09:10:44
1,2018-05-25,29420,3B,T,1330,1630,Dm,2018-05-24T09:10:44
1,2018-05-25,32070,3C,P,1700,1930,EM,2018-05-24T09:10:44
1,2018-05-25,30460,4A,T,2000,2030,NA,2018-05-24T09:10:44
1,2018-05-25,29910,4B,P,2100,2200,NA,2018-05-24T09:10:44
1,2018-05-25,23940,4C,F,2400,2400,NA,2018-05-24T09:10:44
1,2018-05-26,22540,1F,F,30,30,NA,2018-05-25T08:58:37
1,2018-05-26,21020,1S,T,100,130,NA,2018-05-25T08:58:37
1,2018-05-26,20860,1A,P,200,230,NA,2018-05-25T08:58:37
1,2018-05-26,19320,04,F,400,400,NA,2018-05-25T08:58:37
1,2018-05-26,18470,1B,T,430,730,Om,2018-05-25T08:58:37
1,2018-05-26,25160,2F,P,800,900,NA,2018-05-25T08:58:37
1,2018-05-26,25680,2A,P,930,1030,DM,2018-05-25T08:58:37
1,2018-05-26,24480,2B,P,1100,1300,NA,2018-05-25T08:58:37
1,2018-05-26,20830,3B,T,1330,1630,Dm,2018-05-25T08:58:37
1,2018-05-26,26230,3C,P,1700,1930,EM,2018-05-25T08:58:37
1,2018-05-26,25720,4A,T,2000,2030,NA,2018-05-25T08:58:37
1,2018-05-26,25780,4B,P,2100,2200,NA,2018-05-25T08:58:37
1,2018-05-26,22040,4C,F,2400,2400,NA,2018-05-25T08:58:37
1,2018-05-27,20930,1F,F,30,30,NA,2018-05-26T08:28:42
1,2018-05-27,19300,1S,T,100,130,NA,2018-05-26T08:28:42
1,2018-05-27,19120,1A,P,200,230,NA,2018-05-26T08:28:42
1,2018-05-27,17470,04,F,400,400,NA,2018-05-26T08:28:42
1,2018-05-27,16280,1B,T,430,730,Om,2018-05-26T08:28:42
1,2018-05-27,20440,2F,P,800,900,NA,2018-05-26T08:28:42
1,2018-05-27,21700,2A,P,930,1030,NA,2018-05-26T08:28:42
1,2018-05-27,22090,2B,P,1100,1300,DM,2018-05-26T08:28:42
1,2018-05-27,20860,3B,T,1330,1630,Dm,2018-05-26T08:28:42
1,2018-05-27,26080,3C,P,1700,1930,NA,2018-05-26T08:28:42
1,2018-05-27,25980,4A,T,2000,2030,NA,2018-05-26T08:28:42
1,2018-05-27,26500,4B,P,2100,2200,EM,2018-05-26T08:28:42
1,2018-05-27,22160,4C,F,2400,2400,NA,2018-05-26T08:28:42
1,2018-05-28,21490,1F,F,30,30,NA,2018-05-27T08:40:14
1,2018-05-28,20550,1S,T,100,130,NA,2018-05-27T08:40:14
1,2018-05-28,20380,1A,P,200,230,NA,2018-05-27T08:40:14
1,2018-05-28,19440,04,F,400,400,NA,2018-05-27T08:40:14
1,2018-05-28,18910,1B,T,430,730,Om,2018-05-27T08:40:14
1,2018-05-28,24370,2F,P,800,900,NA,2018-05-27T08:40:14
1,2018-05-28,25130,2A,P,930,1030,DM,2018-05-27T08:40:14
1,2018-05-28,24590,2B,P,1100,1300,NA,2018-05-27T08:40:14
1,2018-05-28,22840,3B,T,1330,1630,Dm,2018-05-27T08:40:14
1,2018-05-28,28370,3C,P,1700,1930,EM,2018-05-27T08:40:14
1,2018-05-28,28240,4A,T,2000,2100,NA,2018-05-27T08:40:14
1,2018-05-28,28280,4B,P,2130,2230,NA,2018-05-27T08:40:14
1,2018-05-28,22660,4C,F,2400,2400,NA,2018-05-27T08:40:14
1,2018-05-29,21870,1F,F,30,30,NA,2018-05-28T08:41:44
1,2018-05-29,20810,1S,T,100,130,NA,2018-05-28T08:41:44
1,2018-05-29,20360,1A,P,200,230,NA,2018-05-28T08:41:44
1,2018-05-29,19370,04,F,400,400,NA,2018-05-28T08:41:44
1,2018-05-29,18830,1B,T,430,730,Om,2018-05-28T08:41:44
1,2018-05-29,29970,2F,P,800,900,DM,2018-05-28T08:41:44
1,2018-05-29,29770,2A,P,930,1030,NA,2018-05-28T08:41:44
1,2018-05-29,29090,2B,P,1100,1300,NA,2018-05-28T08:41:44
1,2018-05-29,27330,3B,T,1330,1630,Dm,2018-05-28T08:41:44
1,2018-05-29,31220,3C,P,1700,1930,EM,2018-05-28T08:41:44
1,2018-05-29,30210,4A,T,2000,2100,NA,2018-05-28T08:41:44
1,2018-05-29,30360,4B,P,2130,2230,NA,2018-05-28T08:41:44
1,2018-05-29,23740,4C,F,2400,2400,NA,2018-05-28T08:41:44
1,2018-05-30,22700,1F,F,30,30,NA,2018-05-29T08:44:35
1,2018-05-30,21560,1S,T,100,130,NA,2018-05-29T08:44:35
1,2018-05-30,21060,1A,P,200,230,NA,2018-05-29T08:44:35
1,2018-05-30,19990,04,F,400,400,NA,2018-05-29T08:44:35
1,2018-05-30,19620,1B,T,430,730,Om,2018-05-29T08:44:35
1,2018-05-30,31590,2F,P,800,900,DM,2018-05-29T08:44:35
1,2018-05-30,31320,2A,P,930,1030,NA,2018-05-29T08:44:35
1,2018-05-30,30910,2B,P,1100,1300,NA,2018-05-29T08:44:35
1,2018-05-30,29570,3B,T,1330,1630,Dm,2018-05-29T08:44:35
1,2018-05-30,32620,3C,P,1700,1930,EM,2018-05-29T08:44:35
1,2018-05-30,32030,4A,T,2000,2100,NA,2018-05-29T08:44:35
1,2018-05-30,31710,4B,P,2130,2230,NA,2018-05-29T08:44:35
1,2018-05-30,25040,4C,F,2400,2400,NA,2018-05-29T08:44:35
1,2018-05-31,23500,1F,F,30,30,NA,2018-05-30T08:43:31
1,2018-05-31,22160,1S,T,100,130,NA,2018-05-30T08:43:31
1,2018-05-31,21860,1A,P,200,230,NA,2018-05-30T08:43:31
1,2018-05-31,20690,04,F,400,400,NA,2018-05-30T08:43:31
1,2018-05-31,20450,1B,T,430,730,Om,2018-05-30T08:43:31
1,2018-05-31,32110,2F,P,800,900,NA,2018-05-30T08:43:31
1,2018-05-31,32330,2A,P,930,1030,DM,2018-05-30T08:43:31
1,2018-05-31,31530,2B,P,1100,1300,NA,2018-05-30T08:43:31
1,2018-05-31,30040,3B,T,1330,1630,Dm,2018-05-30T08:43:31
1,2018-05-31,32880,3C,P,1700,1930,EM,2018-05-30T08:43:31
1,2018-05-31,31720,4A,T,2000,2100,NA,2018-05-30T08:43:31
1,2018-05-31,31540,4B,P,2130,2230,NA,2018-05-30T08:43:31
1,2018-05-31,25160,4C,F,2400,2400,NA,2018-05-30T08:43:31
1,2018-06-01,23460,1F,F,30,30,NA,2018-05-31T08:23:08
1,2018-06-01,22050,1S,T,100,130,NA,2018-05-31T08:23:08
1,2018-06-01,21880,1A,P,200,230,NA,2018-05-31T08:23:08
1,2018-06-01,20570,04,F,400,400,NA,2018-05-31T08:23:08
1,2018-06-01,20310,1B,T,430,730,Om,2018-05-31T08:23:08
1,2018-06-01,31970,2F,P,800,900,NA,2018-05-31T08:23:08
1,2018-06-01,32440,2A,P,930,1030,DM,2018-05-31T08:23:08
1,2018-06-01,31950,2B,P,1100,1300,NA,2018-05-31T08:23:08
1,2018-06-01,29040,3B,T,1330,1630,Dm,2018-05-31T08:23:08
1,2018-06-01,31650,3C,P,1700,1930,EM,2018-05-31T08:23:08
1,2018-06-01,30280,4A,T,2000,2100,NA,2018-05-31T08:23:08
1,2018-06-01,29940,4B,P,2130,2230,NA,2018-05-31T08:23:08
1,2018-06-01,24760,4C,F,2400,2400,NA,2018-05-31T08:23:08
1,2018-06-02,23720,1F,F,30,30,NA,2018-06-01T08:35:33
1,2018-06-02,22030,1S,T,100,130,NA,2018-06-01T08:35:33
1,2018-06-02,21800,1A,P,200,230,NA,2018-06-01T08:35:33
1,2018-06-02,20170,04,F,400,400,NA,2018-06-01T08:35:33
1,2018-06-02,19370,1B,T,430,730,Om,2018-06-01T08:35:33
1,2018-06-02,26140,2F,P,800,900,NA,2018-06-01T08:35:33
1,2018-06-02,26950,2A,P,930,1030,DM,2018-06-01T08:35:33
1,2018-06-02,26630,2B,P,1100,1300,NA,2018-06-01T08:35:33
1,2018-06-02,23650,3B,T,1330,1630,Dm,2018-06-01T08:35:33
1,2018-06-02,27730,3C,P,1700,1930,EM,2018-06-01T08:35:33
1,2018-06-02,27110,4A,T,2000,2100,NA,2018-06-01T08:35:33
1,2018-06-02,27210,4B,P,2130,2230,NA,2018-06-01T08:35:33
1,2018-06-02,24080,4C,F,2400,2400,NA,2018-06-01T08:35:33
1,2018-06-03,22680,1F,F,30,30,NA,2018-06-02T08:32:18
1,2018-06-03,21150,1S,T,100,130,NA,2018-06-02T08:32:18
1,2018-06-03,20940,1A,P,200,230,NA,2018-06-02T08:32:18
1,2018-06-03,19450,04,F,400,400,NA,2018-06-02T08:32:18
1,2018-06-03,18220,1B,T,430,730,Om,2018-06-02T08:32:18
1,2018-06-03,21670,2F,P,800,900,NA,2018-06-02T08:32:18
1,2018-06-03,24030,2A,P,930,1030,NA,2018-06-02T08:32:18
1,2018-06-03,24210,2B,P,1100,1300,DM,2018-06-02T08:32:18
1,2018-06-03,22370,3B,T,1330,1630,Dm,2018-06-02T08:32:18
1,2018-06-03,29130,3C,P,1700,1930,EM,2018-06-02T08:32:18
1,2018-06-03,28280,4A,T,2000,2100,NA,2018-06-02T08:32:18
1,2018-06-03,28270,4B,P,2130,2230,NA,2018-06-02T08:32:18
1,2018-06-03,23150,4C,F,2400,2400,NA,2018-06-02T08:32:18
1,2018-06-04,21850,1F,F,30,30,NA,2018-06-03T08:40:21
1,2018-06-04,20840,1S,T,100,130,NA,2018-06-03T08:40:21
1,2018-06-04,20780,1A,P,200,230,NA,2018-06-03T08:40:21
1,2018-06-04,19710,04,F,400,400,NA,2018-06-03T08:40:21
1,2018-06-04,19250,1B,T,430,730,Om,2018-06-03T08:40:21
1,2018-06-04,30880,2F,P,800,900,NA,2018-06-03T08:40:21
1,2018-06-04,31260,2A,P,930,1030,DM,2018-06-03T08:40:21
1,2018-06-04,31000,2B,P,1100,1300,NA,2018-06-03T08:40:21
1,2018-06-04,29630,3B,T,1330,1630,Dm,2018-06-03T08:40:21
1,2018-06-04,33400,3C,P,1700,1930,EM,2018-06-03T08:40:21
1,2018-06-04,31680,4A,T,2000,2100,NA,2018-06-03T08:40:21
1,2018-06-04,31600,4B,P,2130,2230,NA,2018-06-03T08:40:21
1,2018-06-04,24360,4C,F,2400,2400,NA,2018-06-03T08:40:21
1,2018-06-05,22510,1F,F,30,30,NA,2018-06-04T08:43:32
1,2018-06-05,21550,1S,T,100,130,NA,2018-06-04T08:43:32
1,2018-06-05,21430,1A,P,200,230,NA,2018-06-04T08:43:32
1,2018-06-05,19900,04,F,400,400,NA,2018-06-04T08:43:32
1,2018-06-05,19630,1B,T,430,730,Om,2018-06-04T08:43:32
1,2018-06-05,31810,2F,P,800,900,NA,2018-06-04T08:43:32
1,2018-06-05,31830,2A,P,930,1030,DM,2018-06-04T08:43:32
1,2018-06-05,30870,2B,P,1100,1300,NA,2018-06-04T08:43:32
1,2018-06-05,29070,3B,T,1330,1630,Dm,2018-06-04T08:43:32
1,2018-06-05,33580,3C,P,1700,1930,EM,2018-06-04T08:43:32
1,2018-06-05,31790,4A,T,2000,2100,NA,2018-06-04T08:43:32
1,2018-06-05,31900,4B,P,2130,2230,NA,2018-06-04T08:43:32
1,2018-06-05,25080,4C,F,2400,2400,NA,2018-06-04T08:43:32
1,2018-06-06,22960,1F,F,30,30,NA,2018-06-05T08:40:43
1,2018-06-06,22000,1S,T,100,130,NA,2018-06-05T08:40:43
1,2018-06-06,21970,1A,P,200,230,NA,2018-06-05T08:40:43
1,2018-06-06,21010,04,F,400,400,NA,2018-06-05T08:40:43
1,2018-06-06,20630,1B,T,430,730,Om,2018-06-05T08:40:43
1,2018-06-06,31340,2F,P,800,900,DM,2018-06-05T08:40:43
