DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
2,2024-06-19,27135,4B,P,2030,2200,EM,2024-06-17T15:19:27
2,2024-06-19,22228,4C,F,2400,2400,NA,2024-06-17T15:19:27
2,2024-06-20,20977,1F,F,30,30,NA,2024-06-18T15:14:05
2,2024-06-20,19982,1A,F,200,200,NA,2024-06-18T15:14:05
2,2024-06-20,19005,4,F,400,400,NA,2024-06-18T15:14:05
2,2024-06-20,18567,1B,T,430,730,Om,2024-06-18T15:14:05
2,2024-06-20,25046,2F,F,800,800,NA,2024-06-18T15:14:05
2,2024-06-20,25800,2A,P,830,1200,DM,2024-06-18T15:14:05
2,2024-06-20,22844,2B,P,1230,1300,NA,2024-06-18T15:14:05
2,2024-06-20,21979,3B,T,1330,1630,Dm,2024-06-18T15:14:05
2,2024-06-20,27488,3C,P,1700,2000,EM,2024-06-18T15:14:05
2,2024-06-20,27193,4B,P,2030,2200,NA,2024-06-18T15:14:05
2,2024-06-20,22180,4C,F,2400,2400,NA,2024-06-18T15:14:05
2,2024-06-21,21358,1F,F,30,30,NA,2024-06-19T15:11:23
2,2024-06-21,20246,1A,F,200,200,NA,2024-06-19T15:11:23
2,2024-06-21,19166,4,F,400,400,NA,2024-06-19T15:11:23
2,2024-06-21,18691,1B,T,430,730,Om,2024-06-19T15:11:23
2,2024-06-21,24579,2F,F,800,800,NA,2024-06-19T15:11:23
2,2024-06-21,25167,2A,P,830,1200,DM,2024-06-19T15:11:23
2,2024-06-21,20955,2B,P,1230,1300,NA,2024-06-19T15:11:23
2,2024-06-21,19956,3B,T,1330,1630,Dm,2024-06-19T15:11:23
2,2024-06-21,26166,3C,P,1700,2000,EM,2024-06-19T15:11:23
2,2024-06-21,25873,4B,P,2030,2200,NA,2024-06-19T15:11:23
2,2024-06-21,21670,4C,F,2400,2400,NA,2024-06-19T15:11:23
2,2024-06-22,20299,1F,F,30,30,NA,2024-06-20T15:34:48
2,2024-06-22,19258,1A,F,200,200,NA,2024-06-20T15:34:48
2,2024-06-22,18116,4,F,400,400,NA,2024-06-20T15:34:48
2,2024-06-22,17295,1B,T,430,730,Om,2024-06-20T15:34:48
2,2024-06-22,19828,2F,F,800,800,NA,2024-06-20T15:34:48
2,2024-06-22,21293,2A,P,830,1200,DM,2024-06-20T15:34:48
2,2024-06-22,18381,2B,P,1230,1300,NA,2024-06-20T15:34:48
2,2024-06-22,16643,3B,T,1330,1630,Dm,2024-06-20T15:34:48
2,2024-06-22,23588,3C,P,1700,2000,NA,2024-06-20T15:34:48
2,2024-06-22,23751,4B,P,2030,2200,EM,2024-06-20T15:34:48
2,2024-06-22,20666,4C,F,2400,2400,NA,2024-06-20T15:34:48
2,2024-06-23,19498,1F,F,30,30,NA,2024-06-21T16:08:01
2,2024-06-23,18402,1A,F,200,200,NA,2024-06-21T16:08:01
2,2024-06-23,16945,4,F,400,400,NA,2024-06-21T16:08:01
2,2024-06-23,16054,1B,T,430,730,Om,2024-06-21T16:08:01
2,2024-06-23,17140,2F,F,800,800,NA,2024-06-21T16:08:01
2,2024-06-23,19112,2A,P,830,1200,NA,2024-06-21T16:08:01
2,2024-06-23,20931,2B,P,1230,1300,DM,2024-06-21T16:08:01
2,2024-06-23,19737,3B,T,1330,1630,Dm,2024-06-21T16:08:01
2,2024-06-23,25067,3C,P,1700,2000,EM,2024-06-21T16:08:01
2,2024-06-23,24923,4B,P,2030,2200,NA,2024-06-21T16:08:01
2,2024-06-23,21151,4C,F,2400,2400,NA,2024-06-21T16:08:01
2,2024-06-24,20564,1F,F,30,30,NA,2024-06-22T16:09:03
2,2024-06-24,19714,1A,F,200,200,NA,2024-06-22T16:09:03
2,2024-06-24,18548,4,F,400,400,NA,2024-06-22T16:09:03
2,2024-06-24,18077,1B,T,430,730,Om,2024-06-22T16:09:03
2,2024-06-24,24578,2F,F,800,800,NA,2024-06-22T16:09:03
2,2024-06-24,24961,2A,P,830,1200,DM,2024-06-22T16:09:03
2,2024-06-24,24067,2B,P,1230,1300,NA,2024-06-22T16:09:03
2,2024-06-24,23029,3B,T,1330,1630,Dm,2024-06-22T16:09:03
2,2024-06-24,27704,3C,P,1700,2000,EM,2024-06-22T16:09:03
2,2024-06-24,27373,4B,P,2030,2200,NA,2024-06-22T16:09:03
2,2024-06-24,22623,4C,F,2400,2400,NA,2024-06-22T16:09:03
2,2024-06-25,21905,1F,F,30,30,NA,2024-06-23T13:22:09
2,2024-06-25,20622,1A,F,200,200,NA,2024-06-23T13:22:09
2,2024-06-25,19684,4,F,400,400,NA,2024-06-23T13:22:09
2,2024-06-25,19455,1B,T,430,730,Om,2024-06-23T13:22:09
2,2024-06-25,25892,2F,F,800,800,NA,2024-06-23T13:22:09
2,2024-06-25,26612,2A,P,830,1200,DM,2024-06-23T13:22:09
2,2024-06-25,24264,2B,P,1230,1300,NA,2024-06-23T13:22:09
2,2024-06-25,23526,3B,T,1330,1630,Dm,2024-06-23T13:22:09
2,2024-06-25,27951,3C,P,1700,2000,EM,2024-06-23T13:22:09
2,2024-06-25,27496,4B,P,2030,2200,NA,2024-06-23T13:22:09
2,2024-06-25,22953,4C,F,2400,2400,NA,2024-06-23T13:22:09
2,2024-06-26,22268,1F,F,30,30,NA,2024-06-24T15:59:35
2,2024-06-26,20656,1A,F,200,200,NA,2024-06-24T15:59:35
2,2024-06-26,19648,4,F,400,400,NA,2024-06-24T15:59:35
2,2024-06-26,19484,1B,T,430,730,Om,2024-06-24T15:59:35
2,2024-06-26,25917,2F,F,800,800,NA,2024-06-24T15:59:35
2,2024-06-26,26588,2A,P,830,1200,DM,2024-06-24T15:59:35
2,2024-06-26,23751,2B,P,1230,1300,NA,2024-06-24T15:59:35
2,2024-06-26,23229,3B,T,1330,1630,Dm,2024-06-24T15:59:35
2,2024-06-26,27922,3C,P,1700,2000,EM,2024-06-24T15:59:35
2,2024-06-26,27330,4B,P,2030,2200,NA,2024-06-24T15:59:35
2,2024-06-26,22228,4C,F,2400,2400,NA,2024-06-24T15:59:35
2,2024-06-27,21702,1F,F,30,30,NA,2024-06-25T15:01:39
2,2024-06-27,20026,1A,F,200,200,NA,2024-06-25T15:01:39
2,2024-06-27,18816,4,F,400,400,NA,2024-06-25T15:01:39
2,2024-06-27,18259,1B,T,430,730,Om,2024-06-25T15:01:39
2,2024-06-27,23997,2F,F,800,800,NA,2024-06-25T15:01:39
2,2024-06-27,24381,2A,P,830,1200,DM,2024-06-25T15:01:39
2,2024-06-27,21431,2B,P,1230,1300,NA,2024-06-25T15:01:39
2,2024-06-27,19855,3B,T,1330,1630,Dm,2024-06-25T15:01:39
2,2024-06-27,25482,3C,P,1700,2000,NA,2024-06-25T15:01:39
2,2024-06-27,25508,4B,P,2030,2200,EM,2024-06-25T15:01:39
2,2024-06-27,20183,4C,F,2400,2400,NA,2024-06-25T15:01:39
2,2024-06-28,18736,1F,F,30,30,NA,2024-06-26T14:42:09
2,2024-06-28,17599,1A,F,200,200,NA,2024-06-26T14:42:09
2,2024-06-28,16052,4,F,400,400,NA,2024-06-26T14:42:09
2,2024-06-28,15639,1B,T,430,730,Om,2024-06-26T14:42:09
2,2024-06-28,22078,2F,F,800,800,NA,2024-06-26T14:42:09
2,2024-06-28,22711,2A,P,830,1200,DM,2024-06-26T14:42:09
2,2024-06-28,20739,2B,P,1230,1300,NA,2024-06-26T14:42:09
2,2024-06-28,19211,3B,T,1330,1630,Dm,2024-06-26T14:42:09
2,2024-06-28,24979,3C,P,1700,2000,NA,2024-06-26T14:42:09
2,2024-06-28,25341,4B,P,2030,2200,EM,2024-06-26T14:42:09
2,2024-06-28,21668,4C,F,2400,2400,NA,2024-06-26T14:42:09
2,2024-06-29,20346,1F,F,30,30,NA,2024-06-27T15:11:50
2,2024-06-29,19328,1A,F,200,200,NA,2024-06-27T15:11:50
2,2024-06-29,17772,4,F,400,400,NA,2024-06-27T15:11:50
2,2024-06-29,16656,1B,T,430,730,Om,2024-06-27T15:11:50
2,2024-06-29,19088,2F,F,800,800,NA,2024-06-27T15:11:50
2,2024-06-29,20475,2A,P,830,1200,DM,2024-06-27T15:11:50
2,2024-06-29,18683,2B,P,1230,1300,NA,2024-06-27T15:11:50
2,2024-06-29,17815,3B,T,1330,1630,Dm,2024-06-27T15:11:50
2,2024-06-29,24772,3C,P,1700,2000,EM,2024-06-27T15:11:50
2,2024-06-29,24424,4B,P,2030,2200,NA,2024-06-27T15:11:50
2,2024-06-29,21298,4C,F,2400,2400,NA,2024-06-27T15:11:50
2,2024-06-30,19929,1F,F,30,30,NA,2024-06-28T16:05:57
2,2024-06-30,18259,1A,F,200,200,NA,2024-06-28T16:05:57
2,2024-06-30,17100,4,F,400,400,NA,2024-06-28T16:05:57
2,2024-06-30,15933,1B,T,430,730,Om,2024-06-28T16:05:57
2,2024-06-30,17509,2F,F,800,800,NA,2024-06-28T16:05:57
2,2024-06-30,19611,2A,P,830,1200,DM,2024-06-28T16:05:57
2,2024-06-30,19337,2B,P,1230,1300,NA,2024-06-28T16:05:57
2,2024-06-30,19013,3B,T,1330,1630,Dm,2024-06-28T16:05:57
2,2024-06-30,25448,3C,P,1700,2000,EM,2024-06-28T16:05:57
2,2024-06-30,25181,4B,P,2030,2200,NA,2024-06-28T16:05:57
2,2024-06-30,20819,4C,F,2400,2400,NA,2024-06-28T16:05:57
2,2024-07-01,19971,1F,F,30,30,NA,2024-06-29T16:13:43
2,2024-07-01,19168,1A,F,200,200,NA,2024-06-29T16:13:43
2,2024-07-01,18064,4,F,400,400,NA,2024-06-29T16:13:43
2,2024-07-01,17586,1B,T,430,730,Om,2024-06-29T16:13:43
2,2024-07-01,25182,2F,F,800,800,NA,2024-06-29T16:13:43
2,2024-07-01,26303,2A,P,830,1200,DM,2024-06-29T16:13:43
2,2024-07-01,25002,2B,P,1230,1300,NA,2024-06-29T16:13:43
2,2024-07-01,24584,3B,T,1330,1630,Dm,2024-06-29T16:13:43
2,2024-07-01,28077,3C,P,1700,2000,EM,2024-06-29T16:13:43
2,2024-07-01,26807,4B,P,2030,2200,NA,2024-06-29T16:13:43
2,2024-07-01,20479,4C,F,2400,2400,NA,2024-06-29T16:13:43
2,2024-07-02,19573,1F,F,30,30,NA,2024-06-30T15:28:53
2,2024-07-02,18686,1A,F,200,200,NA,2024-06-30T15:28:53
2,2024-07-02,18041,4,F,400,400,NA,2024-06-30T15:28:53
2,2024-07-02,17454,1B,T,430,730,Om,2024-06-30T15:28:53
2,2024-07-02,25592,2F,F,800,800,NA,2024-06-30T15:28:53
2,2024-07-02,26784,2A,P,830,1200,DM,2024-06-30T15:28:53
2,2024-07-02,23719,2B,P,1230,1300,NA,2024-06-30T15:28:53
2,2024-07-02,23241,3B,T,1330,1630,Dm,2024-06-30T15:28:53
2,2024-07-02,27716,3C,P,1700,2000,EM,2024-06-30T15:28:53
2,2024-07-02,27353,4B,P,2030,2200,NA,2024-06-30T15:28:53
2,2024-07-02,21546,4C,F,2400,2400,NA,2024-06-30T15:28:53
2,2024-07-03,20725,1F,F,30,30,NA,2024-07-01T16:07:45
2,2024-07-03,19592,1A,F,200,200,NA,2024-07-01T16:07:45
2,2024-07-03,18387,4,F,400,400,NA,2024-07-01T16:07:45
2,2024-07-03,17914,1B,T,430,730,Om,2024-07-01T16:07:45
2,2024-07-03,26657,2F,F,800,800,NA,2024-07-01T16:07:45
2,2024-07-03,27758,2A,P,830,1200,DM,2024-07-01T16:07:45
2,2024-07-03,25639,2B,P,1230,1300,NA,2024-07-01T16:07:45
2,2024-07-03,24405,3B,T,1330,1630,Dm,2024-07-01T16:07:45
2,2024-07-03,27328,3C,P,1700,2000,EM,2024-07-01T16:07:45
2,2024-07-03,26293,4B,P,2030,2200,NA,2024-07-01T16:07:45
2,2024-07-03,19600,4C,F,2400,2400,NA,2024-07-01T16:07:45
2,2024-07-04,19288,1F,F,30,30,NA,2024-07-02T16:15:46
2,2024-07-04,18070,1A,F,200,200,NA,2024-07-02T16:15:46
2,2024-07-04,16906,4,F,400,400,NA,2024-07-02T16:15:46
2,2024-07-04,16370,1B,T,430,730,Om,2024-07-02T16:15:46
2,2024-07-04,22792,2F,F,800,800,DM,2024-07-02T16:15:46
2,2024-07-04,22769,2A,P,830,1200,NA,2024-07-02T16:15:46
2,2024-07-04,19273,2B,P,1230,1300,NA,2024-07-02T16:15:46
2,2024-07-04,18626,3B,T,1330,1630,Dm,2024-07-02T16:15:46
2,2024-07-04,25779,3C,P,1700,2000,EM,2024-07-02T16:15:46
2,2024-07-04,25653,4B,P,2030,2200,NA,2024-07-02T16:15:46
2,2024-07-04,20032,4C,F,2400,2400,NA,2024-07-02T16:15:46
2,2024-07-05,18688,1F,F,30,30,NA,2024-07-03T16:15:00
2,2024-07-05,18002,1A,F,200,200,NA,2024-07-03T16:15:00
2,2024-07-05,17249,4,F,400,400,NA,2024-07-03T16:15:00
2,2024-07-05,16939,1B,T,430,730,Om,2024-07-03T16:15:00
2,2024-07-05,25749,2F,F,800,800,NA,2024-07-03T16:15:00
2,2024-07-05,27495,2A,P,830,1200,DM,2024-07-03T16:15:00
2,2024-07-05,25613,2B,P,1230,1300,NA,2024-07-03T16:15:00
2,2024-07-05,23932,3B,T,1330,1630,Dm,2024-07-03T16:15:00
2,2024-07-05,27060,3C,P,1700,2000,EM,2024-07-03T16:15:00
2,2024-07-05,25986,4B,P,2030,2200,NA,2024-07-03T16:15:00
2,2024-07-05,20738,4C,F,2400,2400,NA,2024-07-03T16:15:00
2,2024-07-06,20652,1F,F,30,30,NA,2024-07-04T15:14:25
2,2024-07-06,19398,1A,F,200,200,NA,2024-07-04T15:14:25
2,2024-07-06,17770,4,F,400,400,NA,2024-07-04T15:14:25
2,2024-07-06,17035,1B,T,430,730,Om,2024-07-04T15:14:25
2,2024-07-06,19590,2F,F,800,800,NA,2024-07-04T15:14:25
2,2024-07-06,20369,2A,P,830,1200,DM,2024-07-04T15:14:25
2,2024-07-06,18503,2B,P,1230,1300,NA,2024-07-04T15:14:25
2,2024-07-06,16580,3B,T,1330,1630,Dm,2024-07-04T15:14:25
2,2024-07-06,22963,3C,P,1700,2000,NA,2024-07-04T15:14:25
2,2024-07-06,23772,4B,P,2030,2200,EM,2024-07-04T15:14:25
2,2024-07-06,20049,4C,F,2400,2400,NA,2024-07-04T15:14:25
2,2024-07-07,19320,1F,F,30,30,NA,2024-07-05T15:25:29
2,2024-07-07,18633,1A,F,200,200,NA,2024-07-05T15:25:29
2,2024-07-07,17289,4,F,400,400,NA,2024-07-05T15:25:29
2,2024-07-07,16218,1B,T,430,730,Om,2024-07-05T15:25:29
2,2024-07-07,17683,2F,F,800,800,NA,2024-07-05T15:25:29
2,2024-07-07,20835,2A,P,830,1200,DM,2024-07-05T15:25:29
2,2024-07-07,20688,2B,P,1230,1300,NA,2024-07-05T15:25:29
2,2024-07-07,20139,3B,T,1330,1630,Dm,2024-07-05T15:25:29
2,2024-07-07,24935,3C,P,1700,2000,NA,2024-07-05T15:25:29
2,2024-07-07,25156,4B,P,2030,2200,EM,2024-07-05T15:25:29
2,2024-07-07,21085,4C,F,2400,2400,NA,2024-07-05T15:25:29
2,2024-07-08,20062,1F,F,30,30,NA,2024-07-06T15:19:11
2,2024-07-08,19443,1A,F,200,200,NA,2024-07-06T15:19:11
2,2024-07-08,18540,4,F,400,400,NA,2024-07-06T15:19:11
2,2024-07-08,18228,1B,T,430,730,Om,2024-07-06T15:19:11
2,2024-07-08,24696,2F,F,800,800,NA,2024-07-06T15:19:11
2,2024-07-08,25785,2A,P,830,1200,DM,2024-07-06T15:19:11
2,2024-07-08,25405,2B,P,1230,1300,NA,2024-07-06T15:19:11
2,2024-07-08,24347,3B,T,1330,1630,Dm,2024-07-06T15:19:11
2,2024-07-08,28795,3C,P,1700,2000,EM,2024-07-06T15:19:11
2,2024-07-08,28249,4B,P,2030,2200,NA,2024-07-06T15:19:11
2,2024-07-08,21503,4C,F,2400,2400,NA,2024-07-06T15:19:11
2,2024-07-09,20786,1F,F,30,30,NA,2024-07-07T14:46:09
2,2024-07-09,19805,1A,F,200,200,NA,2024-07-07T14:46:09
2,2024-07-09,18924,4,F,400,400,NA,2024-07-07T14:46:09
2,2024-07-09,18393,1B,T,430,730,Om,2024-07-07T14:46:09
2,2024-07-09,25533,2F,F,800,800,NA,2024-07-07T14:46:09
2,2024-07-09,28175,2A,P,830,1200,DM,2024-07-07T14:46:09
2,2024-07-09,27433,2B,P,1230,1300,NA,2024-07-07T14:46:09
2,2024-07-09,25967,3B,T,1330,1630,Dm,2024-07-07T14:46:09
2,2024-07-09,27951,3C,P,1700,2000,EM,2024-07-07T14:46:09
2,2024-07-09,27355,4B,P,2030,2200,NA,2024-07-07T14:46:09
2,2024-07-09,21395,4C,F,2400,2400,NA,2024-07-07T14:46:09
2,2024-07-10,20500,1F,F,30,30,NA,2024-07-08T15:17:10
2,2024-07-10,19053,1A,F,200,200,NA,2024-07-08T15:17:10
2,2024-07-10,18668,4,F,400,400,NA,2024-07-08T15:17:10
2,2024-07-10,18391,1B,T,430,730,Om,2024-07-08T15:17:10
2,2024-07-10,25217,2F,F,800,800,NA,2024-07-08T15:17:10
2,2024-07-10,26196,2A,P,830,1200,DM,2024-07-08T15:17:10
2,2024-07-10,23437,2B,P,1230,1300,NA,2024-07-08T15:17:10
2,2024-07-10,21545,3B,T,1330,1630,Dm,2024-07-08T15:17:10
2,2024-07-10,27157,3C,P,1700,2000,EM,2024-07-08T15:17:10
2,2024-07-10,27120,4B,P,2030,2200,NA,2024-07-08T15:17:10
2,2024-07-10,21218,4C,F,2400,2400,NA,2024-07-08T15:17:10
2,2024-07-11,20488,1F,F,30,30,NA,2024-07-09T15:55:24
2,2024-07-11,19184,1A,F,200,200,NA,2024-07-09T15:55:24
2,2024-07-11,18425,4,F,400,400,NA,2024-07-09T15:55:24
2,2024-07-11,18272,1B,T,430,730,Om,2024-07-09T15:55:24
2,2024-07-11,24786,2F,F,800,800,NA,2024-07-09T15:55:24
2,2024-07-11,26704,2A,P,830,1200,DM,2024-07-09T15:55:24
2,2024-07-11,25486,2B,P,1230,1300,NA,2024-07-09T15:55:24
2,2024-07-11,24512,3B,T,1330,1630,Dm,2024-07-09T15:55:24
2,2024-07-11,27961,3C,P,1700,2000,EM,2024-07-09T15:55:24
2,2024-07-11,27779,4B,P,2030,2200,NA,2024-07-09T15:55:24
2,2024-07-11,21762,4C,F,2400,2400,NA,2024-07-09T15:55:24
2,2024-07-12,21312,1F,F,30,30,NA,2024-07-10T14:48:35
2,2024-07-12,19579,1A,F,200,200,NA,2024-07-10T14:48:35
2,2024-07-12,18708,4,F,400,400,NA,2024-07-10T14:48:35
2,2024-07-12,18462,1B,T,430,730,Om,2024-07-10T14:48:35
2,2024-07-12,25197,2F,F,800,800,NA,2024-07-10T14:48:35
2,2024-07-12,26776,2A,P,830,1200,DM,2024-07-10T14:48:35
2,2024-07-12,25935,2B,P,1230,1300,NA,2024-07-10T14:48:35
2,2024-07-12,23399,3B,T,1330,1630,Dm,2024-07-10T14:48:35
2,2024-07-12,26808,3C,P,1700,2000,NA,2024-07-10T14:48:35
2,2024-07-12,26827,4B,P,2030,2200,EM,2024-07-10T14:48:35
2,2024-07-12,22019,4C,F,2400,2400,NA,2024-07-10T14:48:35
2,2024-07-13,20627,1F,F,30,30,NA,2024-07-11T15:55:39
2,2024-07-13,18860,1A,F,200,200,NA,2024-07-11T15:55:39
2,2024-07-13,17915,4,F,400,400,NA,2024-07-11T15:55:39
2,2024-07-13,17655,1B,T,430,730,Om,2024-07-11T15:55:39
2,2024-07-13,21094,2F,F,800,800,NA,2024-07-11T15:55:39
2,2024-07-13,23212,2A,P,830,1200,DM,2024-07-11T15:55:39
2,2024-07-13,22364,2B,P,1230,1300,NA,2024-07-11T15:55:39
2,2024-07-13,20628,3B,T,1330,1630,Dm,2024-07-11T15:55:39
2,2024-07-13,24405,3C,P,1700,2000,NA,2024-07-11T15:55:39
2,2024-07-13,24522,4B,P,2030,2200,EM,2024-07-11T15:55:39
2,2024-07-13,21155,4C,F,2400,2400,NA,2024-07-11T15:55:39
2,2024-07-14,20302,1F,F,30,30,,2024-07-12T14:51:49
2,2024-07-14,19092,1A,F,200,200,,2024-07-12T14:51:49
2,2024-07-14,17719,4,F,400,400,,2024-07-12T14:51:49
2,2024-07-14,16686,1B,T,430,730,Om,2024-07-12T14:51:49
2,2024-07-14,17142,2F,F,800,800,,2024-07-12T14:51:49
2,2024-07-14,18926,2A,P,830,1200,,2024-07-12T14:51:49
2,2024-07-14,19993,2B,P,1230,1300,DM,2024-07-12T14:51:49
2,2024-07-14,19581,3B,T,1330,1630,Dm,2024-07-12T14:51:49
2,2024-07-14,24822,3C,P,1700,2000,,2024-07-12T14:51:49
2,2024-07-14,24970,4B,P,2030,2200,EM,2024-07-12T14:51:49
2,2024-07-14,20292,4C,F,2400,2400,,2024-07-12T14:51:49
2,2024-07-15,20081,1F,F,30,30,,2024-07-13T14:42:44
2,2024-07-15,19155,1A,F,200,200,,2024-07-13T14:42:44
2,2024-07-15,18370,4,F,400,400,,2024-07-13T14:42:44
2,2024-07-15,18116,1B,T,430,730,Om,2024-07-13T14:42:44
2,2024-07-15,25598,2F,F,800,800,,2024-07-13T14:42:44
2,2024-07-15,26617,2A,P,830,1200,DM,2024-07-13T14:42:44
2,2024-07-15,25924,2B,P,1230,1300,,2024-07-13T14:42:44
2,2024-07-15,25075,3B,T,1330,1630,Dm,2024-07-13T14:42:44
2,2024-07-15,28670,3C,P,1700,1930,EM,2024-07-13T14:42:44
2,2024-07-15,28127,4B,P,2000,2130,,2024-07-13T14:42:44
2,2024-07-16,18857,1B,T,430,730,Om,2024-07-14T14:59:29
2,2024-07-16,26406,2F,F,800,800,,2024-07-14T14:59:29
2,2024-07-16,27749,2A,P,830,1200,DM,2024-07-14T14:59:29
2,2024-07-16,26221,2B,P,1230,1300,,2024-07-14T14:59:29
2,2024-07-16,23849,3B,T,1330,1630,Dm,2024-07-14T14:59:29
2,2024-07-16,27574,3C,P,1700,1930,,2024-07-14T14:59:29
2,2024-07-16,27693,4B,P,2000,2130,EM,2024-07-14T14:59:29
2,2024-07-16,21551,4C,F,2400,2400,,2024-07-14T14:59:29
2,2024-07-17,21139,1F,F,30,30,,2024-07-15T15:30:08
2,2024-07-17,19799,1A,F,200,200,,2024-07-15T15:30:08
2,2024-07-17,19127,4,F,400,400,,2024-07-15T15:30:08
2,2024-07-17,18910,1B,T,430,730,Om,2024-07-15T15:30:08
2,2024-07-17,24495,2F,F,800,800,,2024-07-15T15:30:08
2,2024-07-17,25119,2A,P,830,1200,DM,2024-07-15T15:30:08
2,2024-07-17,22829,2B,P,1230,1300,,2024-07-15T15:30:08
2,2024-07-17,22070,3B,T,1330,1630,Dm,2024-07-15T15:30:08
2,2024-07-17,26861,3C,P,1700,1930,,2024-07-15T15:30:08
2,2024-07-17,27099,4B,P,2000,2130,EM,2024-07-15T15:30:08
2,2024-07-17,21526,4C,F,2400,2400,,2024-07-15T15:30:08
2,2024-07-18,21280,1F,F,30,30,,2024-07-16T15:13:28
2,2024-07-18,19923,1A,F,200,200,,2024-07-16T15:13:28
2,2024-07-18,18974,4,F,400,400,,2024-07-16T15:13:28
2,2024-07-18,18779,1B,T,430,730,Om,2024-07-16T15:13:28
2,2024-07-18,25671,2F,F,800,800,,2024-07-16T15:13:28
2,2024-07-18,26532,2A,P,830,1200,DM,2024-07-16T15:13:28
2,2024-07-18,24040,2B,P,1230,1300,,2024-07-16T15:13:28
2,2024-07-18,22058,3B,T,1330,1630,Dm,2024-07-16T15:13:28
2,2024-07-18,27208,3C,P,1700,1930,EM,2024-07-16T15:13:28
2,2024-07-18,27147,4B,P,2000,2130,,2024-07-16T15:13:28
2,2024-07-18,22078,4C,F,2400,2400,,2024-07-16T15:13:28
2,2024-07-19,21827,1F,F,30,30,,2024-07-17T15:08:21
2,2024-07-19,20386,1A,F,200,200,,2024-07-17T15:08:21
2,2024-07-19,19680,4,F,400,400,,2024-07-17T15:08:21
2,2024-07-19,19444,1B,T,430,730,Om,2024-07-17T15:08:21
2,2024-07-19,25531,2A,P,830,1200,DM,2024-07-17T15:08:21
2,2024-07-19,22120,2B,P,1230,1300,,2024-07-17T15:08:21
2,2024-07-19,20376,3B,T,1330,1630,Dm,2024-07-17T15:08:21
2,2024-07-19,25283,3C,P,1700,1930,,2024-07-17T15:08:21
2,2024-07-19,26175,4B,P,2000,2130,EM,2024-07-17T15:08:21
2,2024-07-19,22023,4C,F,2400,2400,,2024-07-17T15:08:21
2,2024-07-20,20876,1F,F,30,30,,2024-07-18T14:11:05
2,2024-07-20,19284,1A,F,200,200,,2024-07-18T14:11:05
2,2024-07-20,18302,4,F,400,400,,2024-07-18T14:11:05
2,2024-07-20,17739,1B,T,430,730,Om,2024-07-18T14:11:05
2,2024-07-20,20683,2F,F,800,800,,2024-07-18T14:11:05
2,2024-07-20,22697,2A,P,830,1200,DM,2024-07-18T14:11:05
2,2024-07-20,22098,2B,P,1230,1300,,2024-07-18T14:11:05
2,2024-07-20,21227,3B,T,1330,1630,Dm,2024-07-18T14:11:05
2,2024-07-20,25228,3C,P,1700,1930,EM,2024-07-18T14:11:05
2,2024-07-20,25110,4B,P,2000,2130,,2024-07-18T14:11:05
2,2024-07-20,20864,4C,F,2400,2400,,2024-07-18T14:11:05
2,2024-07-21,20663,1F,F,30,30,,2024-07-19T14:54:58
2,2024-07-21,18996,1A,F,200,200,,2024-07-19T14:54:58
2,2024-07-21,17464,4,F,400,400,,2024-07-19T14:54:58
2,2024-07-21,16761,1B,T,430,730,Om,2024-07-19T14:54:58
2,2024-07-21,17775,2F,F,800,800,,2024-07-19T14:54:58
2,2024-07-21,19678,2A,P,830,1200,,2024-07-19T14:54:58
2,2024-07-21,19690,2B,P,1230,1300,DM,2024-07-19T14:54:58
2,2024-07-21,19263,3B,T,1330,1630,Dm,2024-07-19T14:54:58
2,2024-07-21,24936,3C,P,1700,1930,,2024-07-19T14:54:58
2,2024-07-21,25202,4B,P,2000,2130,EM,2024-07-19T14:54:58
2,2024-07-21,20682,4C,F,2400,2400,,2024-07-19T14:54:58
2,2024-07-22,19947,1F,F,30,30,,2024-07-20T15:05:02
2,2024-07-22,19028,1A,F,200,200,,2024-07-20T15:05:02
2,2024-07-22,17828,4,F,400,400,,2024-07-20T15:05:02
2,2024-07-22,17715,1B,T,430,730,Om,2024-07-20T15:05:02
2,2024-07-22,24081,2F,F,800,800,,2024-07-20T15:05:02
2,2024-07-22,26224,2A,P,830,1200,DM,2024-07-20T15:05:02
2,2024-07-22,24315,2B,P,1230,1300,,2024-07-20T15:05:02
2,2024-07-22,22926,3B,T,1330,1630,Dm,2024-07-20T15:05:02
2,2024-07-22,27736,3C,P,1700,1930,,2024-07-20T15:05:02
2,2024-07-22,27986,4B,P,2000,2130,EM,2024-07-20T15:05:02
2,2024-07-22,21885,4C,F,2400,2400,,2024-07-20T15:05:02
2,2024-07-23,21394,1F,F,30,30,,2024-07-21T15:42:23
2,2024-07-23,20378,1A,F,200,200,,2024-07-21T15:42:23
2,2024-07-23,19357,4,F,400,400,,2024-07-21T15:42:23
2,2024-07-23,19058,1B,T,430,730,Om,2024-07-21T15:42:23
2,2024-07-23,25787,2F,F,800,800,,2024-07-21T15:42:23
2,2024-07-23,27754,2A,P,830,1200,DM,2024-07-21T15:42:23
2,2024-07-23,24606,2B,P,1230,1300,,2024-07-21T15:42:23
2,2024-07-23,23415,3B,T,1330,1630,Dm,2024-07-21T15:42:23
2,2024-07-23,28562,3C,P,1700,1930,,2024-07-21T15:42:23
