DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
2,2023-04-03,22135,1F,F,30,30,NA,2023-04-01T15:37:36
2,2023-04-03,21609,1S,T,100,130,NA,2023-04-01T15:37:36
2,2023-04-03,22187,1A,P,200,300,NA,2023-04-01T15:37:36
2,2023-04-03,21494,4,F,400,400,NA,2023-04-01T15:37:36
2,2023-04-03,21377,1B,T,430,730,Om,2023-04-01T15:37:36
2,2023-04-03,31510,2F,P,800,900,DM,2023-04-01T15:37:36
2,2023-04-03,31097,2A,P,930,1030,NA,2023-04-01T15:37:36
2,2023-04-03,28478,2B,P,1100,1300,NA,2023-04-01T15:37:36
2,2023-04-03,24986,3B,T,1330,1630,Dm,2023-04-01T15:37:36
2,2023-04-03,33206,3C,P,1700,1900,NA,2023-04-01T15:37:36
2,2023-04-03,34045,4B,P,1930,2100,EM,2023-04-01T15:37:36
2,2023-04-03,24382,4C,F,2400,2400,NA,2023-04-01T15:37:36
2,2023-04-04,22863,1F,F,30,30,NA,2023-04-02T16:09:58
2,2023-04-04,22377,1S,T,100,130,NA,2023-04-02T16:09:58
2,2023-04-04,22961,1A,P,200,300,NA,2023-04-02T16:09:58
2,2023-04-04,22246,4,F,400,400,Om,2023-04-02T16:09:58
2,2023-04-04,22328,1B,T,430,730,NA,2023-04-02T16:09:58
2,2023-04-04,30815,2F,P,800,900,DM,2023-04-02T16:09:58
2,2023-04-04,29933,2A,P,930,1030,NA,2023-04-02T16:09:58
2,2023-04-04,28082,2B,P,1100,1300,NA,2023-04-02T16:09:58
2,2023-04-04,25172,3B,T,1330,1630,Dm,2023-04-02T16:09:58
2,2023-04-04,32622,3C,P,1700,1900,NA,2023-04-02T16:09:58
2,2023-04-04,33767,4B,P,1930,2100,EM,2023-04-02T16:09:58
2,2023-04-04,24005,4C,F,2400,2400,NA,2023-04-02T16:09:58
2,2023-04-05,23444,1F,F,30,30,NA,2023-04-03T15:33:10
2,2023-04-05,22886,1S,T,100,130,NA,2023-04-03T15:33:10
2,2023-04-05,23626,1A,P,200,300,NA,2023-04-03T15:33:10
2,2023-04-05,22753,4,F,400,400,NA,2023-04-03T15:33:10
2,2023-04-05,22466,1B,T,430,730,Om,2023-04-03T15:33:10
2,2023-04-05,32321,2F,P,800,900,DM,2023-04-03T15:33:10
2,2023-04-05,32304,2A,P,930,1030,NA,2023-04-03T15:33:10
2,2023-04-05,30902,2B,P,1100,1300,NA,2023-04-03T15:33:10
2,2023-04-05,29176,3B,T,1330,1630,Dm,2023-04-03T15:33:10
2,2023-04-05,33497,3C,P,1700,1900,NA,2023-04-03T15:33:10
2,2023-04-05,33568,4B,P,1930,2100,EM,2023-04-03T15:33:10
2,2023-04-05,24010,4C,F,2400,2400,NA,2023-04-03T15:33:10
2,2023-04-06,23283,1F,F,30,30,NA,2023-04-04T16:14:15
2,2023-04-06,23162,1S,T,100,130,NA,2023-04-04T16:14:15
2,2023-04-06,23727,1A,P,200,300,NA,2023-04-04T16:14:15
2,2023-04-06,22454,4,F,400,400,NA,2023-04-04T16:14:15
2,2023-04-06,21946,1B,T,430,730,Om,2023-04-04T16:14:15
2,2023-04-06,30935,2F,P,800,900,NA,2023-04-04T16:14:15
2,2023-04-06,31386,2A,P,930,1030,DM,2023-04-04T16:14:15
2,2023-04-06,29385,2B,P,1100,1300,NA,2023-04-04T16:14:15
2,2023-04-06,25558,3B,T,1330,1630,Dm,2023-04-04T16:14:15
2,2023-04-06,30933,3C,P,1700,1900,NA,2023-04-04T16:14:15
2,2023-04-06,31882,4B,P,1930,2100,EM,2023-04-04T16:14:15
2,2023-04-06,24206,4C,F,2400,2400,NA,2023-04-04T16:14:15
2,2023-04-07,23018,1F,F,30,30,NA,2023-04-05T15:54:51
2,2023-04-07,22719,1S,T,100,130,NA,2023-04-05T15:54:51
2,2023-04-07,23230,1A,P,200,300,NA,2023-04-05T15:54:51
2,2023-04-07,21904,4,F,400,400,NA,2023-04-05T15:54:51
2,2023-04-07,21860,1B,T,430,730,Om,2023-04-05T15:54:51
2,2023-04-07,26505,2F,P,800,900,DM,2023-04-05T15:54:51
2,2023-04-07,26209,2A,P,930,1030,NA,2023-04-05T15:54:51
2,2023-04-07,25439,2B,P,1100,1300,NA,2023-04-05T15:54:51
2,2023-04-07,23652,3B,T,1330,1630,Dm,2023-04-05T15:54:51
2,2023-04-07,30244,3C,P,1700,1900,NA,2023-04-05T15:54:51
2,2023-04-07,30440,4B,P,1930,2100,EM,2023-04-05T15:54:51
2,2023-04-07,23260,4C,F,2400,2400,NA,2023-04-05T15:54:51
2,2023-04-08,22579,1F,F,30,30,NA,2023-04-06T15:39:33
2,2023-04-08,21996,1S,T,100,130,NA,2023-04-06T15:39:33
2,2023-04-08,22176,1A,P,200,300,NA,2023-04-06T15:39:33
2,2023-04-08,20964,4,F,400,400,NA,2023-04-06T15:39:33
2,2023-04-08,20486,1B,T,430,730,Om,2023-04-06T15:39:33
2,2023-04-08,25018,2F,P,800,900,NA,2023-04-06T15:39:33
2,2023-04-08,25025,2A,P,930,1030,DM,2023-04-06T15:39:33
2,2023-04-08,23420,2B,P,1100,1300,NA,2023-04-06T15:39:33
2,2023-04-08,20324,3B,T,1330,1630,Dm,2023-04-06T15:39:33
2,2023-04-08,27276,3C,P,1700,1900,NA,2023-04-06T15:39:33
2,2023-04-08,28506,4B,P,1930,2100,EM,2023-04-06T15:39:33
2,2023-04-08,21641,4C,F,2400,2400,NA,2023-04-06T15:39:33
2,2023-04-09,19981,1F,F,30,30,NA,2023-04-07T15:03:35
2,2023-04-09,19187,1S,T,100,130,NA,2023-04-07T15:03:35
2,2023-04-09,19437,1A,P,200,300,NA,2023-04-07T15:03:35
2,2023-04-09,17933,4,F,400,400,NA,2023-04-07T15:03:35
2,2023-04-09,17779,1B,T,430,730,Om,2023-04-07T15:03:35
2,2023-04-09,19771,2F,P,800,900,NA,2023-04-07T15:03:35
2,2023-04-09,19922,2A,P,930,1030,DM,2023-04-07T15:03:35
2,2023-04-09,18728,2B,P,1100,1300,NA,2023-04-07T15:03:35
2,2023-04-09,15199,3B,T,1330,1630,Dm,2023-04-07T15:03:35
2,2023-04-09,23035,3C,P,1700,1900,NA,2023-04-07T15:03:35
2,2023-04-09,24734,4B,P,1930,2100,EM,2023-04-07T15:03:35
2,2023-04-09,19025,4C,F,2400,2400,NA,2023-04-07T15:03:35
2,2023-04-10,17579,1F,F,30,30,NA,2023-04-08T15:16:18
2,2023-04-10,17265,1S,T,100,130,NA,2023-04-08T15:16:18
2,2023-04-10,17624,1A,P,200,300,NA,2023-04-08T15:16:18
2,2023-04-10,17003,4,F,400,400,NA,2023-04-08T15:16:18
2,2023-04-10,16904,1B,T,430,730,Om,2023-04-08T15:16:18
2,2023-04-10,21858,2F,P,800,900,NA,2023-04-08T15:16:18
2,2023-04-10,22333,2A,P,930,1030,DM,2023-04-08T15:16:18
2,2023-04-10,21820,2B,P,1100,1300,NA,2023-04-08T15:16:18
2,2023-04-10,19910,3B,T,1330,1630,Dm,2023-04-08T15:16:18
2,2023-04-10,27235,3C,P,1700,1930,NA,2023-04-08T15:16:18
2,2023-04-10,27549,4B,P,2000,2130,EM,2023-04-08T15:16:18
2,2023-04-10,19781,4C,F,2400,2400,NA,2023-04-08T15:16:18
2,2023-04-11,18956,1F,F,30,30,NA,2023-04-09T15:21:12
2,2023-04-11,18650,1S,T,100,130,NA,2023-04-09T15:21:12
2,2023-04-11,18979,1A,P,200,300,NA,2023-04-09T15:21:12
2,2023-04-11,18221,4,F,400,400,Om,2023-04-09T15:21:12
2,2023-04-11,18282,1B,T,430,730,NA,2023-04-09T15:21:12
2,2023-04-11,27384,2F,P,800,900,DM,2023-04-09T15:21:12
2,2023-04-11,26861,2A,P,930,1030,NA,2023-04-09T15:21:12
2,2023-04-11,26443,2B,P,1100,1300,NA,2023-04-09T15:21:12
2,2023-04-11,26068,3B,T,1330,1630,Dm,2023-04-09T15:21:12
2,2023-04-11,30446,3C,P,1700,1930,EM,2023-04-09T15:21:12
2,2023-04-11,29658,4B,P,2000,2130,NA,2023-04-09T15:21:12
2,2023-04-11,20295,4C,F,2400,2400,NA,2023-04-09T15:21:12
2,2023-04-12,18836,1F,F,30,30,NA,2023-04-10T15:08:10
2,2023-04-12,18716,1S,T,100,130,NA,2023-04-10T15:08:10
2,2023-04-12,19515,1A,P,200,300,NA,2023-04-10T15:08:10
2,2023-04-12,18501,4,F,400,400,NA,2023-04-10T15:08:10
2,2023-04-12,18452,1B,T,430,730,Om,2023-04-10T15:08:10
2,2023-04-12,28169,2F,P,800,900,DM,2023-04-10T15:08:10
2,2023-04-12,27710,2A,P,930,1030,NA,2023-04-10T15:08:10
2,2023-04-12,26276,2B,P,1100,1300,NA,2023-04-10T15:08:10
2,2023-04-12,24767,3B,T,1330,1630,Dm,2023-04-10T15:08:10
2,2023-04-12,31653,3C,P,1700,1930,EM,2023-04-10T15:08:10
2,2023-04-12,31329,4B,P,2000,2130,NA,2023-04-10T15:08:10
2,2023-04-12,22485,4C,F,2400,2400,NA,2023-04-10T15:08:10
2,2023-04-13,20337,1F,F,30,30,NA,2023-04-11T16:08:04
2,2023-04-13,19676,1S,T,100,130,NA,2023-04-11T16:08:04
2,2023-04-13,20018,1A,P,200,300,NA,2023-04-11T16:08:04
2,2023-04-13,19483,4,F,400,400,Om,2023-04-11T16:08:04
2,2023-04-13,19528,1B,T,430,730,NA,2023-04-11T16:08:04
2,2023-04-13,28754,2F,P,800,900,DM,2023-04-11T16:08:04
2,2023-04-13,27730,2A,P,930,1030,NA,2023-04-11T16:08:04
2,2023-04-13,26066,2B,P,1100,1300,NA,2023-04-11T16:08:04
2,2023-04-13,23521,3B,T,1330,1630,Dm,2023-04-11T16:08:04
2,2023-04-13,31868,3C,P,1700,1930,NA,2023-04-11T16:08:04
2,2023-04-13,32137,4B,P,2000,2130,EM,2023-04-11T16:08:04
2,2023-04-13,24179,4C,F,2400,2400,NA,2023-04-11T16:08:04
2,2023-04-14,23268,1F,F,30,30,NA,2023-04-12T15:14:51
2,2023-04-14,22496,1S,T,100,130,Om,2023-04-12T15:14:51
2,2023-04-14,23399,1A,P,200,300,NA,2023-04-12T15:14:51
2,2023-04-14,23054,4,F,400,400,NA,2023-04-12T15:14:51
2,2023-04-14,22874,1B,T,430,730,NA,2023-04-12T15:14:51
2,2023-04-14,31294,2F,P,800,900,DM,2023-04-12T15:14:51
2,2023-04-14,31290,2A,P,930,1030,NA,2023-04-12T15:14:51
2,2023-04-14,31094,2B,P,1100,1300,NA,2023-04-12T15:14:51
2,2023-04-14,29345,3B,T,1330,1630,Dm,2023-04-12T15:14:51
2,2023-04-14,32419,3C,P,1700,1930,EM,2023-04-12T15:14:51
2,2023-04-14,31980,4B,P,2000,2130,NA,2023-04-12T15:14:51
2,2023-04-14,24660,4C,F,2400,2400,NA,2023-04-12T15:14:51
2,2023-04-15,23672,1F,F,30,30,NA,2023-04-13T15:52:52
2,2023-04-15,22720,1S,T,100,130,NA,2023-04-13T15:52:52
2,2023-04-15,22790,1A,P,200,300,NA,2023-04-13T15:52:52
2,2023-04-15,21807,4,F,400,400,NA,2023-04-13T15:52:52
2,2023-04-15,21578,1B,T,430,730,Om,2023-04-13T15:52:52
2,2023-04-15,25188,2F,P,800,900,DM,2023-04-13T15:52:52
2,2023-04-15,24885,2A,P,930,1030,NA,2023-04-13T15:52:52
2,2023-04-15,24424,2B,P,1100,1300,NA,2023-04-13T15:52:52
2,2023-04-15,21725,3B,T,1330,1630,Dm,2023-04-13T15:52:52
2,2023-04-15,28890,3C,P,1700,1930,NA,2023-04-13T15:52:52
2,2023-04-15,29809,4B,P,2000,2130,EM,2023-04-13T15:52:52
2,2023-04-15,22890,4C,F,2400,2400,NA,2023-04-13T15:52:52
2,2023-04-16,21230,1F,F,30,30,NA,2023-04-14T15:42:40
2,2023-04-16,20420,1S,T,100,130,NA,2023-04-14T15:42:40
2,2023-04-16,20675,1A,P,200,300,NA,2023-04-14T15:42:40
2,2023-04-16,19613,4,F,400,400,NA,2023-04-14T15:42:40
2,2023-04-16,18831,1B,T,430,730,Om,2023-04-14T15:42:40
2,2023-04-16,23423,2F,P,800,900,NA,2023-04-14T15:42:40
2,2023-04-16,24741,2A,P,930,1030,DM,2023-04-14T15:42:40
2,2023-04-16,24561,2B,P,1100,1300,NA,2023-04-14T15:42:40
2,2023-04-16,21654,3B,T,1330,1630,Dm,2023-04-14T15:42:40
2,2023-04-16,28259,3C,P,1700,1930,NA,2023-04-14T15:42:40
2,2023-04-16,28759,4B,P,2000,2130,EM,2023-04-14T15:42:40
2,2023-04-16,21351,4C,F,2400,2400,NA,2023-04-14T15:42:40
2,2023-04-17,20735,1F,F,30,30,NA,2023-04-15T14:10:11
2,2023-04-17,20109,1S,T,100,130,NA,2023-04-15T14:10:11
2,2023-04-17,20357,1A,P,200,300,NA,2023-04-15T14:10:11
2,2023-04-17,19744,4,F,400,400,NA,2023-04-15T14:10:11
2,2023-04-17,19671,1B,T,430,730,Om,2023-04-15T14:10:11
2,2023-04-17,29633,2F,P,800,900,DM,2023-04-15T14:10:11
2,2023-04-17,29544,2A,P,930,1030,NA,2023-04-15T14:10:11
2,2023-04-17,27410,2B,P,1100,1300,NA,2023-04-15T14:10:11
2,2023-04-17,25009,3B,T,1330,1630,Dm,2023-04-15T14:10:11
2,2023-04-17,31561,3C,P,1700,1930,EM,2023-04-15T14:10:11
2,2023-04-17,31543,4B,P,2000,2130,NA,2023-04-15T14:10:11
2,2023-04-17,22345,4C,F,2400,2400,NA,2023-04-15T14:10:11
2,2023-04-18,21554,1F,F,30,30,NA,2023-04-16T14:11:02
2,2023-04-18,20843,1S,T,100,130,NA,2023-04-16T14:11:02
2,2023-04-18,21053,1A,P,200,300,NA,2023-04-16T14:11:02
2,2023-04-18,20154,4,F,400,400,NA,2023-04-16T14:11:02
2,2023-04-18,20144,1B,T,430,730,Om,2023-04-16T14:11:02
2,2023-04-18,28983,2F,P,800,900,DM,2023-04-16T14:11:02
2,2023-04-18,27424,2A,P,930,1030,NA,2023-04-16T14:11:02
2,2023-04-18,25317,2B,P,1100,1300,NA,2023-04-16T14:11:02
2,2023-04-18,23003,3B,T,1330,1630,Dm,2023-04-16T14:11:02
2,2023-04-18,31242,3C,P,1700,1930,EM,2023-04-16T14:11:02
2,2023-04-18,30987,4B,P,2000,2130,NA,2023-04-16T14:11:02
2,2023-04-18,21879,4C,F,2400,2400,NA,2023-04-16T14:11:02
2,2023-04-19,21420,1F,F,30,30,NA,2023-04-17T14:34:56
2,2023-04-19,20541,1S,T,100,130,NA,2023-04-17T14:34:56
2,2023-04-19,20967,1A,P,200,300,NA,2023-04-17T14:34:56
2,2023-04-19,20306,4,F,400,400,NA,2023-04-17T14:34:56
2,2023-04-19,20141,1B,T,430,730,Om,2023-04-17T14:34:56
2,2023-04-19,29127,2F,P,800,900,DM,2023-04-17T14:34:56
2,2023-04-19,28464,2A,P,930,1030,NA,2023-04-17T14:34:56
2,2023-04-19,25938,2B,P,1100,1300,NA,2023-04-17T14:34:56
2,2023-04-19,23390,3B,T,1330,1630,Dm,2023-04-17T14:34:56
2,2023-04-19,30364,3C,P,1700,1930,NA,2023-04-17T14:34:56
2,2023-04-19,30442,4B,P,2000,2130,EM,2023-04-17T14:34:56
2,2023-04-19,21843,4C,F,2400,2400,NA,2023-04-17T14:34:56
2,2023-04-20,21195,1F,F,30,30,NA,2023-04-18T14:20:57
2,2023-04-20,20551,1S,T,100,130,NA,2023-04-18T14:20:57
2,2023-04-20,20741,1A,P,200,300,NA,2023-04-18T14:20:57
2,2023-04-20,20080,4,F,400,400,NA,2023-04-18T14:20:57
2,2023-04-20,20017,1B,T,430,730,Om,2023-04-18T14:20:57
2,2023-04-20,27512,2F,P,800,900,DM,2023-04-18T14:20:57
2,2023-04-20,26356,2A,P,930,1030,NA,2023-04-18T14:20:57
2,2023-04-20,24634,2B,P,1100,1300,NA,2023-04-18T14:20:57
2,2023-04-20,22648,3B,T,1330,1630,Dm,2023-04-18T14:20:57
2,2023-04-20,30591,3C,P,1700,1930,NA,2023-04-18T14:20:57
2,2023-04-20,30843,4B,P,2000,2130,EM,2023-04-18T14:20:57
2,2023-04-20,22371,4C,F,2400,2400,NA,2023-04-18T14:20:57
2,2023-04-21,21622,1F,F,30,30,NA,2023-04-19T15:35:52
2,2023-04-21,21172,1S,T,100,130,NA,2023-04-19T15:35:52
2,2023-04-21,21554,1A,P,200,300,NA,2023-04-19T15:35:52
2,2023-04-21,20472,4,F,400,400,NA,2023-04-19T15:35:52
2,2023-04-21,20334,1B,T,430,730,Om,2023-04-19T15:35:52
2,2023-04-21,30610,2F,P,800,900,NA,2023-04-19T15:35:52
2,2023-04-21,30626,2A,P,930,1030,DM,2023-04-19T15:35:52
2,2023-04-21,29165,2B,P,1100,1300,NA,2023-04-19T15:35:52
2,2023-04-21,25688,3B,T,1330,1630,Dm,2023-04-19T15:35:52
2,2023-04-21,30755,3C,P,1700,1930,EM,2023-04-19T15:35:52
2,2023-04-21,30594,4B,P,2000,2130,NA,2023-04-19T15:35:52
2,2023-04-21,23005,4C,F,2400,2400,NA,2023-04-19T15:35:52
2,2023-04-22,21685,1F,F,30,30,NA,2023-04-20T14:56:02
2,2023-04-22,20901,1S,T,100,130,NA,2023-04-20T14:56:02
2,2023-04-22,21011,1A,P,200,300,NA,2023-04-20T14:56:02
2,2023-04-22,19978,4,F,400,400,NA,2023-04-20T14:56:02
2,2023-04-22,19335,1B,T,430,730,Om,2023-04-20T14:56:02
2,2023-04-22,24778,2F,P,800,900,NA,2023-04-20T14:56:02
2,2023-04-22,25018,2A,P,930,1030,DM,2023-04-20T14:56:02
2,2023-04-22,24981,2B,P,1100,1300,NA,2023-04-20T14:56:02
2,2023-04-22,21864,3B,T,1330,1630,Dm,2023-04-20T14:56:02
2,2023-04-22,28011,3C,P,1700,1930,NA,2023-04-20T14:56:02
2,2023-04-22,28382,4B,P,2000,2130,EM,2023-04-20T14:56:02
2,2023-04-22,22111,4C,F,2400,2400,NA,2023-04-20T14:56:02
2,2023-04-23,21464,1F,F,30,30,NA,2023-04-21T15:40:21
2,2023-04-23,20927,1S,T,100,130,NA,2023-04-21T15:40:21
2,2023-04-23,21007,1A,P,200,300,NA,2023-04-21T15:40:21
2,2023-04-23,19531,4,F,400,400,NA,2023-04-21T15:40:21
2,2023-04-23,18983,1B,T,430,730,Om,2023-04-21T15:40:21
2,2023-04-23,23158,2F,P,800,900,NA,2023-04-21T15:40:21
2,2023-04-23,24399,2A,P,930,1030,DM,2023-04-21T15:40:21
2,2023-04-23,24230,2B,P,1100,1300,NA,2023-04-21T15:40:21
2,2023-04-23,22084,3B,T,1330,1630,Dm,2023-04-21T15:40:21
2,2023-04-23,27690,3C,P,1700,1930,NA,2023-04-21T15:40:21
2,2023-04-23,28472,4B,P,2000,2130,EM,2023-04-21T15:40:21
2,2023-04-23,20880,4C,F,2400,2400,NA,2023-04-21T15:40:21
2,2023-04-24,20201,1F,F,30,30,NA,2023-04-22T16:11:52
2,2023-04-24,20054,1S,T,100,130,NA,2023-04-22T16:11:52
2,2023-04-24,20386,1A,P,200,300,NA,2023-04-22T16:11:52
2,2023-04-24,19587,4,F,400,400,NA,2023-04-22T16:11:52
2,2023-04-24,19385,1B,T,430,730,Om,2023-04-22T16:11:52
2,2023-04-24,30096,2F,P,800,900,NA,2023-04-22T16:11:52
2,2023-04-24,30116,2A,P,930,1030,NA,2023-04-22T16:11:52
2,2023-04-24,30149,2B,P,1100,1300,DM,2023-04-22T16:11:52
2,2023-04-24,28318,3B,T,1330,1630,Dm,2023-04-22T16:11:52
2,2023-04-24,32937,3C,P,1700,1930,EM,2023-04-22T16:11:52
2,2023-04-24,32447,4B,P,2000,2130,NA,2023-04-22T16:11:52
2,2023-04-24,23936,4C,F,2400,2400,NA,2023-04-22T16:11:52
2,2023-04-25,23211,1F,F,30,30,NA,2023-04-23T15:52:40
2,2023-04-25,22845,1S,T,100,130,NA,2023-04-23T15:52:40
2,2023-04-25,23392,1A,P,200,300,NA,2023-04-23T15:52:40
2,2023-04-25,22300,4,F,400,400,NA,2023-04-23T15:52:40
2,2023-04-25,21947,1B,T,430,730,Om,2023-04-23T15:52:40
2,2023-04-25,30904,2F,P,800,900,DM,2023-04-23T15:52:40
2,2023-04-25,29524,2A,P,930,1030,NA,2023-04-23T15:52:40
2,2023-04-25,27451,2B,P,1100,1300,NA,2023-04-23T15:52:40
2,2023-04-25,26680,3B,T,1330,1630,Dm,2023-04-23T15:52:40
2,2023-04-25,33450,3C,P,1700,1930,EM,2023-04-23T15:52:40
2,2023-04-25,33325,4B,P,2000,2130,NA,2023-04-23T15:52:40
2,2023-04-25,24746,4C,F,2400,2400,NA,2023-04-23T15:52:40
2,2023-04-26,24322,1F,F,30,30,NA,2023-04-24T15:50:59
2,2023-04-26,23690,1S,T,100,130,NA,2023-04-24T15:50:59
2,2023-04-26,24183,1A,P,200,300,NA,2023-04-24T15:50:59
2,2023-04-26,23218,4,F,400,400,NA,2023-04-24T15:50:59
2,2023-04-26,22893,1B,T,430,730,Om,2023-04-24T15:50:59
2,2023-04-26,33618,2F,P,800,900,NA,2023-04-24T15:50:59
2,2023-04-26,33654,2A,P,930,1030,DM,2023-04-24T15:50:59
2,2023-04-26,32701,2B,P,1100,1300,NA,2023-04-24T15:50:59
2,2023-04-26,30939,3B,T,1330,1630,Dm,2023-04-24T15:50:59
2,2023-04-26,34443,3C,P,1700,1930,EM,2023-04-24T15:50:59
2,2023-04-26,33929,4B,P,2000,2130,NA,2023-04-24T15:50:59
2,2023-04-26,24725,4C,F,2400,2400,NA,2023-04-24T15:50:59
2,2023-04-27,23441,1F,F,30,30,NA,2023-04-25T15:54:25
2,2023-04-27,22738,1S,T,100,130,NA,2023-04-25T15:54:25
2,2023-04-27,23043,1A,P,200,300,NA,2023-04-25T15:54:25
2,2023-04-27,21958,4,F,400,400,NA,2023-04-25T15:54:25
2,2023-04-27,21777,1B,T,430,730,Om,2023-04-25T15:54:25
2,2023-04-27,31831,2F,P,800,900,DM,2023-04-25T15:54:25
2,2023-04-27,31269,2A,P,930,1030,NA,2023-04-25T15:54:25
2,2023-04-27,30151,2B,P,1100,1300,NA,2023-04-25T15:54:25
2,2023-04-27,29712,3B,T,1330,1630,Dm,2023-04-25T15:54:25
2,2023-04-27,32486,3C,P,1700,1930,EM,2023-04-25T15:54:25
2,2023-04-27,31915,4B,P,2000,2130,NA,2023-04-25T15:54:25
2,2023-04-27,23168,4C,F,2400,2400,NA,2023-04-25T15:54:25
2,2023-04-28,21684,1F,F,30,30,NA,2023-04-26T15:04:18
2,2023-04-28,20955,1S,T,100,130,NA,2023-04-26T15:04:18
2,2023-04-28,21176,1A,P,200,300,NA,2023-04-26T15:04:18
2,2023-04-28,20226,4,F,400,400,NA,2023-04-26T15:04:18
2,2023-04-28,20194,1B,T,430,730,Om,2023-04-26T15:04:18
2,2023-04-28,30634,2F,P,800,900,DM,2023-04-26T15:04:18
2,2023-04-28,30402,2A,P,930,1030,NA,2023-04-26T15:04:18
2,2023-04-28,28144,2B,P,1100,1300,NA,2023-04-26T15:04:18
2,2023-04-28,24279,3B,T,1330,1630,Dm,2023-04-26T15:04:18
2,2023-04-28,29880,3C,P,1700,1930,NA,2023-04-26T15:04:18
2,2023-04-28,29976,4B,P,2000,2130,EM,2023-04-26T15:04:18
2,2023-04-28,22926,4C,F,2400,2400,NA,2023-04-26T15:04:18
2,2023-04-29,22150,1F,F,30,30,NA,2023-04-27T15:30:48
2,2023-04-29,21206,1S,T,100,130,NA,2023-04-27T15:30:48
2,2023-04-29,21161,1A,P,200,300,NA,2023-04-27T15:30:48
2,2023-04-29,20122,4,F,400,400,NA,2023-04-27T15:30:48
2,2023-04-29,19892,1B,T,430,730,Om,2023-04-27T15:30:48
2,2023-04-29,25141,2F,P,800,900,NA,2023-04-27T15:30:48
2,2023-04-29,25539,2A,P,930,1030,DM,2023-04-27T15:30:48
2,2023-04-29,24641,2B,P,1100,1300,NA,2023-04-27T15:30:48
2,2023-04-29,21115,3B,T,1330,1630,Dm,2023-04-27T15:30:48
2,2023-04-29,26880,3C,P,1700,1930,NA,2023-04-27T15:30:48
2,2023-04-29,27504,4B,P,2000,2130,EM,2023-04-27T15:30:48
2,2023-04-29,21783,4C,F,2400,2400,NA,2023-04-27T15:30:48
2,2023-04-30,21866,1F,F,30,30,NA,2023-04-28T16:14:57
2,2023-04-30,21061,1S,T,100,130,NA,2023-04-28T16:14:57
2,2023-04-30,20995,1A,P,200,300,NA,2023-04-28T16:14:57
2,2023-04-30,18806,4,F,400,400,NA,2023-04-28T16:14:57
2,2023-04-30,17971,1B,T,430,730,Om,2023-04-28T16:14:57
2,2023-04-30,21906,2F,P,800,900,NA,2023-04-28T16:14:57
2,2023-04-30,22991,2A,P,930,1030,DM,2023-04-28T16:14:57
2,2023-04-30,22717,2B,P,1100,1300,NA,2023-04-28T16:14:57
2,2023-04-30,20918,3B,T,1330,1630,Dm,2023-04-28T16:14:57
2,2023-04-30,26174,3C,P,1700,1930,NA,2023-04-28T16:14:57
2,2023-04-30,26984,4B,P,2000,2130,EM,2023-04-28T16:14:57
2,2023-04-30,20983,4C,F,2400,2400,NA,2023-04-28T16:14:57
2,2023-05-01,21112,1F,F,30,30,NA,2023-04-29T16:05:43
2,2023-05-01,20315,1S,T,100,130,NA,2023-04-29T16:05:43
2,2023-05-01,20341,1A,P,200,300,NA,2023-04-29T16:05:43
2,2023-07-09,18884,3B,T,1330,1630,Dm,2023-07-07T15:18:26
2,2023-05-01,18662,4,F,400,400,NA,2023-04-29T16:05:43
2,2023-05-01,17996,1B,T,430,730,Om,2023-04-29T16:05:43
2,2023-05-01,22639,2F,P,800,900,NA,2023-04-29T16:05:43
2,2023-05-01,22713,2A,P,930,1030,DM,2023-04-29T16:05:43
2,2023-05-01,21938,2B,P,1100,1300,NA,2023-04-29T16:05:43
2,2023-05-01,19568,3B,T,1330,1630,Dm,2023-04-29T16:05:43
2,2023-05-01,27508,3C,P,1700,1930,NA,2023-04-29T16:05:43
2,2023-05-01,27946,4B,P,2000,2130,EM,2023-04-29T16:05:43
2,2023-05-01,20901,4C,F,2400,2400,NA,2023-04-29T16:05:43
2,2023-05-02,21087,1F,F,30,30,NA,2023-04-30T15:49:15
2,2023-05-02,20717,1S,T,100,130,NA,2023-04-30T15:49:15
2,2023-05-02,21013,1A,P,200,300,NA,2023-04-30T15:49:15
2,2023-05-02,19466,4,F,400,400,NA,2023-04-30T15:49:15
2,2023-05-02,19322,1B,T,430,730,Om,2023-04-30T15:49:15
2,2023-05-02,29258,2F,P,800,900,DM,2023-04-30T15:49:15
2,2023-05-02,29249,2A,P,930,1030,NA,2023-04-30T15:49:15
2,2023-05-02,27597,2B,P,1100,1300,NA,2023-04-30T15:49:15
2,2023-05-02,26068,3B,T,1330,1630,Dm,2023-04-30T15:49:15
2,2023-05-02,31268,3C,P,1700,1930,EM,2023-04-30T15:49:15
2,2023-05-02,31053,4B,P,2000,2130,NA,2023-04-30T15:49:15
2,2023-05-02,22997,4C,F,2400,2400,NA,2023-04-30T15:49:15
2,2023-05-03,21544,1F,F,30,30,NA,2023-05-01T16:05:53
2,2023-05-03,20669,1S,T,100,130,NA,2023-05-01T16:05:53
2,2023-05-03,20846,1A,P,200,300,NA,2023-05-01T16:05:53
2,2023-05-03,19975,4,F,400,400,NA,2023-05-01T16:05:53
2,2023-05-03,19678,1B,T,430,730,Om,2023-05-01T16:05:53
2,2023-05-03,29404,2F,P,800,900,DM,2023-05-01T16:05:53
