Date,SP,BSUoS £/MWh,Half hourly cost £,Half hourly volume MWh
2021-04-06,48,13.19,296495,22471
2021-04-07,1,12.98,296495,22849
2021-04-07,2,13.02,296495,22769
2021-04-07,3,13.05,296495,22716
2021-04-07,4,12.78,296495,23195
2021-04-07,5,12.68,296495,23384
2021-04-07,6,12.81,296495,23144
2021-04-07,7,12.85,296495,23076
2021-04-07,8,12.9,296495,22988
2021-04-07,9,7.89,180598,22876
2021-04-07,10,9.53,219646,23049
2021-04-07,11,7.81,182905,23412
2021-04-07,12,8.7,210533,24196
2021-04-07,13,8.23,222424,27019
2021-04-07,14,7.37,214902,29166
2021-04-07,15,4.13,124044,30022
2021-04-07,16,4.64,143909,31031
2021-04-07,17,4.55,142531,31302
2021-04-07,18,5.56,175272,31545
2021-04-07,19,4.13,130374,31605
2021-04-07,20,4.69,148225,31610
2021-04-07,21,5.02,157603,31379
2021-04-07,22,3.4,106785,31419
2021-04-07,23,3.15,99049,31460
2021-04-07,24,3.13,99049,31598
2021-04-07,25,3.12,99049,31794
2021-04-07,26,3.12,99049,31698
2021-04-07,27,3.12,99049,31753
2021-04-07,28,3.29,99049,30144
2021-04-07,29,3.28,99049,30226
2021-04-07,30,3.27,99049,30251
2021-04-07,31,3.66,110772,30240
2021-04-07,32,3.25,99049,30451
2021-04-07,33,4.43,137416,31032
2021-04-07,34,6.48,208478,32158
2021-04-07,35,6.8,223264,32814
2021-04-07,36,7.6,252599,33258
2021-04-07,37,6.2,207223,33428
2021-04-07,38,7.2,244567,33970
2021-04-07,39,6.16,208975,33951
2021-04-07,40,6.5,219431,33733
2021-04-07,41,8.76,296495,33862
2021-04-07,42,8.95,296495,33143
2021-04-07,43,9.21,296156,32167
2021-04-07,44,7.25,223222,30784
2021-04-07,45,8.25,231551,28074
2021-04-07,46,10.1,267302,26468
2021-04-07,47,10.54,258685,24541
2021-04-07,48,12.59,296495,23544
2021-04-08,1,4.32,99049,22907
2021-04-08,2,4.36,99049,22709
2021-04-08,3,4.34,99049,22803
2021-04-08,4,4.27,99049,23172
2021-04-08,5,4.3,99049,23027
2021-04-08,6,4.33,99049,22853
2021-04-08,7,4.41,99049,22456
2021-04-08,8,4.44,99049,22300
2021-04-08,9,4.57,99049,21661
2021-04-08,10,4.57,99049,21662
2021-04-08,11,4.47,99049,22137
2021-04-08,12,5.57,128136,23001
2021-04-08,13,5.07,126530,24959
2021-04-08,14,6.5,174597,26843
2021-04-08,15,5.67,164912,29103
2021-04-08,16,4.72,141550,29972
2021-04-08,17,4.94,150220,30415
2021-04-08,18,4.82,143520,29764
2021-04-08,19,3.21,99049,30889
2021-04-08,20,3.26,99288,30495
2021-04-08,21,3.3,99049,30047
2021-04-08,22,3.34,99049,29652
2021-04-08,23,3.4,99049,29097
2021-04-08,24,3.47,99049,28537
2021-04-08,25,3.53,99049,28047
2021-04-08,26,3.62,99049,27390
2021-04-08,27,3.7,99049,26743
2021-04-08,28,3.78,99049,26207
2021-04-08,29,3.86,100451,26043
2021-04-08,30,4.03,104051,25795
2021-04-08,31,3.9,100660,25820
2021-04-08,32,3.77,99049,26273
2021-04-08,33,6.26,168635,26927
2021-04-08,34,10.63,296495,27881
2021-04-08,35,5.84,168635,28892
2021-04-08,36,6.8,202098,29719
2021-04-08,37,6.09,185547,30463
2021-04-08,38,5.13,155679,30353
2021-04-08,39,5.06,153370,30325
2021-04-08,40,5.14,155274,30237
2021-04-08,41,3.27,99049,30283
2021-04-08,42,3.55,106810,30106
2021-04-08,43,4.5,125325,27847
2021-04-08,44,4.98,132632,26624
2021-04-08,45,4.38,110184,25128
2021-04-08,46,4.18,99049,23707
2021-04-08,47,13.02,296495,22773
2021-04-08,48,13.71,296495,21630
2021-04-09,1,15.44,296495,19204
2021-04-09,2,15.79,296495,18775
2021-04-09,3,15.66,296495,18939
2021-04-09,4,15.14,296495,19577
2021-04-09,5,15.03,296495,19723
2021-04-09,6,15.2,296495,19506
2021-04-09,7,15.5,296495,19132
2021-04-09,8,15.65,296495,18945
2021-04-09,9,15.62,296495,18977
2021-04-09,10,15.82,296495,18743
2021-04-09,11,15.27,296495,19420
2021-04-09,12,14.66,296495,20220
2021-04-09,13,13.6,296495,21806
2021-04-09,14,12.9,296495,22988
2021-04-09,15,9.49,236221,24879
2021-04-09,16,8.83,233809,26475
2021-04-09,17,7.59,215551,28385
2021-04-09,18,8.29,242737,29297
2021-04-09,19,6.43,198154,30810
2021-04-09,20,6.06,184290,30423
2021-04-09,21,5.55,166385,29982
2021-04-09,22,3.85,114183,29691
2021-04-09,23,3.36,99049,29488
2021-04-09,24,4.29,126414,29460
2021-04-09,25,3.81,112900,29659
2021-04-09,26,3.33,99049,29755
2021-04-09,27,3.4,99049,29110
2021-04-09,28,3.54,99049,27999
2021-04-09,29,3.66,99049,27029
2021-04-09,30,3.73,99049,26550
2021-04-09,31,3.76,99049,26347
2021-04-09,32,3.78,99049,26192
2021-04-09,33,3.72,99049,26616
2021-04-09,34,3.58,99049,27692
2021-04-09,35,3.4,99049,29110
2021-04-09,36,3.3,99049,30014
2021-04-09,37,3.25,99049,30487
2021-04-09,38,3.25,99049,30445
2021-04-09,39,3.25,99049,30518
2021-04-09,40,3.26,99049,30421
2021-04-09,41,3.23,99049,30679
2021-04-09,42,3.6,107888,29990
2021-04-09,43,3.54,99475,28067
2021-04-09,44,3.68,99049,26940
2021-04-09,45,3.84,99049,25824
2021-04-09,46,4.01,99049,24702
2021-04-09,47,4.15,100009,24081
2021-04-09,48,7.02,162266,23114
2021-04-10,1,15.44,296495,19204
2021-04-10,2,15.79,296495,18775
2021-04-10,3,15.66,296495,18939
2021-04-10,4,15.14,296495,19577
2021-04-10,5,15.03,296495,19723
2021-04-10,6,15.2,296495,19506
2021-04-10,7,15.5,296495,19132
2021-04-10,8,15.65,296495,18945
2021-04-10,9,15.62,296495,18977
2021-04-10,10,15.82,296495,18743
2021-04-10,11,15.27,296495,19420
2021-04-10,12,14.66,296495,20220
2021-04-10,13,13.6,296495,21806
2021-04-10,14,12.9,296495,22988
2021-04-10,15,9.49,236221,24879
2021-04-10,16,8.83,233809,26475
2021-04-10,17,7.59,215551,28385
2021-04-10,18,8.29,242737,29297
2021-04-10,19,6.43,198154,30810
2021-04-10,20,6.06,184290,30423
2021-04-10,21,5.55,166385,29982
2021-04-10,22,3.85,114183,29691
2021-04-10,23,3.36,99049,29488
2021-04-10,24,4.29,126414,29460
2021-04-10,25,3.81,112900,29659
2021-04-10,26,3.33,99049,29755
2021-04-10,27,3.4,99049,29110
2021-04-10,28,3.54,99049,27999
2021-04-10,29,3.66,99049,27029
2021-04-10,30,3.73,99049,26550
2021-04-10,31,3.76,99049,26347
2021-04-10,32,3.78,99049,26192
2021-04-10,33,3.72,99049,26616
2021-04-10,34,3.58,99049,27692
2021-04-10,35,3.4,99049,29110
2021-04-10,36,3.3,99049,30014
2021-04-10,37,3.25,99049,30487
2021-04-10,38,3.25,99049,30445
2021-04-10,39,3.25,99049,30518
2021-04-10,40,3.26,99049,30421
2021-04-10,41,3.23,99049,30679
2021-04-10,42,3.6,107888,29990
2021-04-10,43,3.54,99475,28067
2021-04-10,44,3.68,99049,26940
2021-04-10,45,3.84,99049,25824
2021-04-10,46,4.01,99049,24702
2021-04-10,47,4.15,100009,24081
2021-04-10,48,7.02,162266,23114
2021-04-11,1,4.57,101204,22142
2021-04-11,2,4.56,99049,21701
2021-04-11,3,4.55,99049,21777
2021-04-11,4,5.28,116699,22086
2021-04-11,5,4.52,99049,21931
2021-04-11,6,6.14,133275,21692
2021-04-11,7,4.64,99049,21366
2021-04-11,8,4.67,99049,21219
2021-04-11,9,5.84,122791,21019
2021-04-11,10,5.16,107451,20809
2021-04-11,11,5.79,121433,20955
2021-04-11,12,5.12,108437,21165
2021-04-11,13,5.87,128426,21892
2021-04-11,14,5.52,123409,22344
2021-04-11,15,4.93,116042,23558
2021-04-11,16,5.8,142725,24613
2021-04-11,17,5.11,135096,26423
2021-04-11,18,5.03,138420,27499
2021-04-11,19,3.5,99049,28331
2021-04-11,20,3.44,99049,28772
2021-04-11,21,3.4,99049,29140
2021-04-11,22,3.38,99049,29267
2021-04-11,23,3.37,99049,29384
2021-04-11,24,3.41,99049,29023
2021-04-11,25,3.45,99049,28684
2021-04-11,26,3.5,99049,28329
2021-04-11,27,3.53,99049,28064
2021-04-11,28,3.6,99049,27503
2021-04-11,29,3.63,99049,27299
2021-04-11,30,4.24,113474,26766
2021-04-11,31,3.65,99049,27123
2021-04-11,32,3.65,100277,27455
2021-04-11,33,4.16,115878,27845
2021-04-11,34,6.06,173893,28672
2021-04-11,35,3.36,99049,29508
2021-04-11,36,4.05,121719,30020
2021-04-11,37,4.07,123953,30428
2021-04-11,38,4.85,150077,30915
2021-04-11,39,3.85,120189,31195
2021-04-11,40,4.24,133197,31446
2021-04-11,41,4.7,150027,31919
2021-04-11,42,3.97,124539,31375
2021-04-11,43,5.33,162766,30543
2021-04-11,44,3.53,103822,29380
2021-04-11,45,3.5,99049,28287
2021-04-11,46,3.71,99049,26682
2021-04-11,47,3.95,99049,25070
2021-04-11,48,4.11,99049,24103
2021-04-12,1,4.45,99049,22240
2021-04-12,2,4.5,99049,22012
2021-04-12,3,4.28,99049,23120
2021-04-12,4,4.38,103902,23719
2021-04-12,5,4.3,99049,23018
2021-04-12,6,5.08,116432,22899
2021-04-12,7,4.42,99049,22393
2021-04-12,8,4.4,99049,22500
2021-04-12,9,4.4,99049,22522
2021-04-12,10,4.41,99049,22437
2021-04-12,11,4.38,100510,22957
2021-04-12,12,4.44,106260,23924
2021-04-12,13,4.49,116020,25866
2021-04-12,14,4.17,115153,27611
2021-04-12,15,3.32,99049,29879
2021-04-12,16,3.98,123134,30942
2021-04-12,17,4.02,132163,32909
2021-04-12,18,4.21,140043,33235
2021-04-12,19,2.95,99049,33579
2021-04-12,20,2.98,99049,33184
2021-04-12,21,3.03,99049,32665
2021-04-12,22,3.07,99049,32215
2021-04-12,23,3.18,99049,31127
2021-04-12,24,3.27,99049,30304
2021-04-12,25,3.31,99049,29956
2021-04-12,26,3.38,99049,29323
2021-04-12,27,3.44,99049,28798
2021-04-12,28,3.52,99049,28117
2021-04-12,29,3.52,99049,28110
2021-04-12,30,4.26,120338,28243
2021-04-12,31,3.48,99049,28470
2021-04-12,32,4.03,117089,29035
2021-04-12,33,4.76,141193,29675
2021-04-12,34,6.91,209459,30298
2021-04-12,35,5.19,161799,31187
2021-04-12,36,6.56,208733,31800
2021-04-12,37,6.38,204336,32050
2021-04-12,38,6.78,218307,32214
2021-04-12,39,5.42,176123,32500
2021-04-12,40,5.24,170936,32625
2021-04-12,41,5.91,194399,32892
2021-04-12,42,5.51,181838,33018
2021-04-12,43,7.34,235675,32099
2021-04-12,44,5.54,168803,30463
2021-04-12,45,5.06,140708,27823
2021-04-12,46,3.79,99049,26108
2021-04-12,47,5.05,126751,25088
2021-04-12,48,4.99,119005,23828
2021-04-13,1,5.5,125270,22756
2021-04-13,2,4.45,99049,22273
2021-04-13,3,5.53,124193,22461
2021-04-13,4,6.0,138804,23119
2021-04-13,5,4.87,110374,22649
2021-04-13,6,5.9,133520,22643
2021-04-13,7,5.25,118268,22547
2021-04-13,8,5.22,117539,22522
2021-04-13,9,5.89,127937,21730
2021-04-13,10,5.52,120522,21836
2021-04-13,11,5.47,121408,22198
2021-04-13,12,4.51,103666,22993
2021-04-13,13,4.47,111514,24941
2021-04-13,14,4.1,109656,26718
2021-04-13,15,3.45,99049,28733
2021-04-13,16,4.19,124714,29788
2021-04-13,17,4.14,132726,32042
2021-04-13,18,4.38,140139,32030
2021-04-13,19,3.13,99049,31663
2021-04-13,20,3.2,99049,30967
2021-04-13,21,3.28,99049,30244
2021-04-13,22,3.31,99049,29883
2021-04-13,23,3.35,99049,29538
2021-04-13,24,3.4,99049,29174
2021-04-13,25,3.43,99049,28854
2021-04-13,26,3.51,99049,28201
2021-04-13,27,3.56,99049,27829
2021-04-13,28,3.61,99049,27450
2021-04-13,29,3.66,99049,27027
2021-04-13,30,4.38,119634,27305
2021-04-13,31,3.57,99049,27724
2021-04-13,32,4.12,117049,28386
2021-04-13,33,4.76,138621,29098
2021-04-13,34,6.78,201941,29783
2021-04-13,35,4.64,142954,30818
2021-04-13,36,5.98,187920,31402
2021-04-13,37,6.15,196934,32011
2021-04-13,38,6.8,220624,32442
2021-04-13,39,5.31,172701,32503
2021-04-13,40,5.18,169340,32684
2021-04-13,41,5.48,178500,32562
2021-04-13,42,4.95,160410,32427
2021-04-13,43,6.5,204485,31444
2021-04-13,44,4.1,122372,29828
2021-04-13,45,3.58,99049,27704
2021-04-13,46,3.82,99049,25901
2021-04-13,47,4.08,99049,24276
2021-04-13,48,4.3,99049,23016
2021-04-14,1,4.29,99049,23090
2021-04-14,2,4.34,99049,22829
2021-04-14,3,4.27,99049,23181
2021-04-14,4,4.18,99049,23724
2021-04-14,5,4.14,99049,23949
2021-04-14,6,4.14,99049,23931
2021-04-14,7,4.16,99049,23806
2021-04-14,8,4.18,99049,23722
2021-04-14,9,4.31,99049,22969
2021-04-14,10,4.32,99049,22908
2021-04-14,11,4.29,99049,23111
2021-04-14,12,4.13,99049,23968
2021-04-14,13,3.83,99049,25887
2021-04-14,14,3.56,99049,27834
2021-04-14,15,3.31,99049,29934
2021-04-14,16,4.04,124382,30790
2021-04-14,17,3.97,125655,31659
2021-04-14,18,3.22,99049,30779
2021-04-14,19,3.17,99049,31247
2021-04-14,20,3.23,99049,30647
2021-04-14,21,3.3,99049,30000
2021-04-14,22,3.35,99049,29532
2021-04-14,23,3.4,99049,29116
2021-04-14,24,3.44,99049,28803
2021-04-14,25,3.47,99049,28553
2021-04-14,26,3.52,99049,28125
2021-04-14,27,3.58,99049,27692
2021-04-14,28,3.62,99049,27365
2021-04-14,29,3.61,99049,27424
2021-04-14,30,4.02,110032,27388
2021-04-14,31,4.9,134578,27443
2021-04-14,32,6.58,183880,27966
2021-04-14,33,8.13,233516,28708
2021-04-14,34,9.96,296495,29782
2021-04-14,35,8.88,274460,30918
2021-04-14,36,9.31,296495,31857
2021-04-14,37,9.07,296495,32703
2021-04-14,38,8.9,296495,33304
2021-04-14,39,8.97,296495,33051
2021-04-14,40,8.98,296495,33000
2021-04-14,41,7.7,253595,32948
2021-04-14,42,7.03,230214,32734
2021-04-14,43,7.87,248969,31644
2021-04-14,44,5.5,166083,30196
2021-04-14,45,3.6,99049,27543
2021-04-14,46,3.82,99049,25898
2021-04-14,47,3.97,99049,24974
2021-04-14,48,4.19,99049,23647
2021-04-15,1,4.48,99049,22128
2021-04-15,2,4.55,99049,21765
2021-04-15,3,4.37,99049,22678
2021-04-15,4,4.28,99049,23159
2021-04-15,5,4.25,99049,23310
2021-04-15,6,4.2,99049,23610
2021-04-15,7,4.17,99049,23732
2021-04-15,8,4.15,99049,23866
2021-04-15,9,4.35,99049,22749
2021-04-15,10,4.33,99049,22850
2021-04-15,11,4.29,99049,23071
2021-04-15,12,4.18,99049,23711
2021-04-15,13,3.92,99049,25269
2021-04-15,14,3.66,99049,27030
2021-04-15,15,4.01,116761,29092
2021-04-15,16,5.59,168615,30172
2021-04-15,17,5.27,168509,32002
2021-04-15,18,3.98,127305,31987
2021-04-15,19,3.47,108493,31310
2021-04-15,20,3.22,99049,30740
2021-04-15,21,3.29,99049,30136
2021-04-15,22,3.43,102399,29894
2021-04-15,23,3.33,99049,29744
2021-04-15,24,3.35,99049,29573
2021-04-15,25,3.36,99049,29446
2021-04-15,26,3.42,99049,28978
2021-04-15,27,3.43,99049,28915
2021-04-15,28,3.44,99049,28825
2021-04-15,29,3.84,110403,28746
2021-04-15,30,4.68,136275,29135
2021-04-15,31,4.78,141338,29584
2021-04-15,32,6.15,184908,30042
2021-04-15,33,8.38,255398,30493
2021-04-15,34,9.58,296495,30956
2021-04-15,35,9.28,296495,31953
2021-04-15,36,9.12,296495,32504
2021-04-15,37,8.97,296495,33068
2021-04-15,38,8.86,296495,33453
2021-04-15,39,8.95,296495,33116
2021-04-15,40,8.92,296495,33245
2021-04-15,41,8.97,296495,33063
2021-04-15,42,9.0,296495,32953
2021-04-15,43,9.27,296495,31975
2021-04-15,44,9.77,296495,30348
2021-04-15,45,4.05,113383,27993
2021-04-15,46,3.78,99049,26175
2021-04-15,47,3.89,99049,25446
2021-04-15,48,4.1,99049,24182
2021-04-16,1,4.48,99049,22123
2021-04-16,2,4.55,99049,21753
2021-04-16,3,4.35,99049,22792
2021-04-16,4,4.31,99049,23004
2021-04-16,5,5.42,126099,23277
2021-04-16,6,4.24,99049,23350
2021-04-16,7,4.26,99049,23255
2021-04-16,8,4.27,99049,23220
2021-04-16,9,4.5,99049,21995
2021-04-16,10,4.52,99049,21905
2021-04-16,11,4.46,99049,22217
2021-04-16,12,4.3,99049,23018
2021-04-16,13,4.02,99049,24662
2021-04-16,14,3.79,99049,26141
2021-04-16,15,3.77,105643,28014
2021-04-16,16,4.95,140801,28437
2021-04-16,17,6.82,204040,29922
2021-04-16,18,6.06,180906,29834
2021-04-16,19,5.15,151078,29322
2021-04-16,20,5.11,146499,28672
2021-04-16,21,4.63,130333,28167
2021-04-16,22,3.54,99049,28006
2021-04-16,23,3.57,99049,27728
2021-04-16,24,3.57,99049,27714
2021-04-16,25,3.57,99049,27718
2021-04-16,26,3.62,99049,27333
2021-04-16,27,3.68,99049,26944
2021-04-16,28,3.73,99049,26539
2021-04-16,29,4.63,122743,26528
2021-04-16,30,5.41,142885,26410
2021-04-16,31,6.32,168422,26650
2021-04-16,32,9.71,262732,27063
2021-04-16,33,10.71,296495,27697
2021-04-16,34,10.33,296495,28696
2021-04-16,35,10.04,296495,29541
2021-04-16,36,9.83,296495,30166
2021-04-16,37,9.68,296495,30642
2021-04-16,38,9.7,296495,30559
2021-04-16,39,9.69,296495,30588
2021-04-16,40,9.67,296495,30672
2021-04-16,41,9.63,296495,30797
2021-04-16,42,9.64,296495,30744
2021-04-16,43,9.98,296495,29719
2021-04-16,44,7.92,227515,28718
2021-04-16,45,3.83,102434,26717
2021-04-16,46,3.87,99049,25584
2021-04-16,47,4.54,110480,24328
2021-04-16,48,4.28,99049,23163
2021-04-17,1,4.62,100730,21812
2021-04-17,2,4.66,99049,21233
2021-04-17,3,4.64,99049,21355
2021-04-17,4,4.56,99049,21733
2021-04-17,5,4.42,99049,22423
2021-04-17,6,4.61,103380,22417
2021-04-17,7,4.45,99049,22246
2021-04-17,8,4.44,99049,22285
2021-04-17,9,4.68,99049,21182
2021-04-17,10,4.68,99049,21178
2021-04-17,11,5.52,116033,21002
2021-04-17,12,6.66,140332,21082
2021-04-17,13,8.3,176782,21305
2021-04-17,14,5.39,118738,22047
2021-04-17,15,6.34,147930,23350
2021-04-17,16,7.89,186055,23585
2021-04-17,17,7.68,194078,25273
2021-04-17,18,6.76,170779,25258
2021-04-17,19,5.12,125792,24572
2021-04-17,20,4.64,111219,23972
2021-04-17,21,4.2,99049,23570
2021-04-17,22,4.27,99049,23205
2021-04-17,23,4.32,99049,22942
2021-04-17,24,4.37,99049,22685
2021-04-17,25,4.42,99049,22430
2021-04-17,26,4.49,99049,22058
2021-04-17,27,4.54,99049,21812
2021-04-17,28,4.65,99049,21315
2021-04-17,29,5.42,114256,21074
2021-04-17,30,6.03,126119,20930
2021-04-17,31,4.77,99049,20750
2021-04-17,32,5.76,122117,21200
2021-04-17,33,5.87,128692,21929
2021-04-17,34,7.04,162227,23032
2021-04-17,35,4.14,101200,24470
2021-04-17,36,3.85,99049,25705
2021-04-17,37,4.07,107929,26519
2021-04-17,38,5.06,137687,27202
2021-04-17,39,4.82,133613,27702
2021-04-17,40,5.66,158904,28094
2021-04-17,41,6.96,200159,28741
2021-04-17,42,3.47,99049,28563
2021-04-17,43,3.53,99049,28088
2021-04-17,44,3.62,99049,27349
2021-04-17,45,3.91,99049,25309
2021-04-17,46,4.1,99049,24167
2021-04-17,47,4.16,99049,23835
2021-04-17,48,4.34,99049,22833
2021-04-18,1,6.14,126151,20541
2021-04-18,2,5.22,104984,20126
2021-04-18,3,5.6,109666,19600
2021-04-18,4,5.36,106342,19851
2021-04-18,5,4.82,99049,20563
2021-04-18,6,6.73,138246,20547
2021-04-18,7,6.39,132669,20753
2021-04-18,8,5.64,117184,20770
2021-04-18,9,6.76,133587,19770
2021-04-18,10,5.74,112750,19655
2021-04-18,11,8.4,162189,19313
2021-04-18,12,10.53,202806,19255
2021-04-18,13,10.18,199394,19582
2021-04-18,14,7.42,145969,19672
2021-04-18,15,8.21,166135,20240
2021-04-18,16,9.11,187398,20579
2021-04-18,17,8.69,192555,22165
2021-04-18,18,7.48,169767,22688
2021-04-18,19,6.27,146424,23356
2021-04-18,20,5.39,126032,23361
2021-04-18,21,4.25,99049,23307
2021-04-18,22,4.24,99049,23335
2021-04-18,23,4.25,99049,23319
2021-04-18,24,4.29,99049,23107
2021-04-18,25,4.32,99049,22915
2021-04-18,26,4.36,99049,22692
2021-04-18,27,4.52,99049,21914
2021-04-18,28,4.6,99049,21536
2021-04-18,29,5.0,106193,21257
2021-04-18,30,5.58,116475,20892
2021-04-18,31,4.62,99049,21429
2021-04-18,32,4.86,107038,22019
2021-04-18,33,5.33,124143,23282
2021-04-18,34,6.32,154264,24411
2021-04-18,35,3.87,99049,25565
2021-04-18,36,3.76,99049,26322
2021-04-18,37,3.67,99049,26993
2021-04-18,38,3.64,100273,27519
2021-04-18,39,3.57,99049,27753
2021-04-18,40,4.09,113806,27835
2021-04-18,41,5.26,147929,28107
2021-04-18,42,3.54,99049,27964
2021-04-18,43,3.6,99049,27541
2021-04-18,44,3.7,99049,26791
2021-04-18,45,3.93,99049,25174
2021-04-18,46,4.12,99049,24058
2021-04-18,47,4.25,100378,23616
2021-04-18,48,4.35,99049,22773
2021-04-19,1,4.91,108142,22033
2021-04-19,2,4.55,99049,21777
2021-04-19,3,4.51,99049,21973
2021-04-19,4,4.43,99049,22377
2021-04-19,5,4.43,99049,22383
2021-04-19,6,4.98,111466,22386
2021-04-19,7,4.58,101745,22231
2021-04-19,8,4.45,99049,22241
2021-04-19,9,4.43,99049,22344
2021-04-19,10,4.46,99049,22223
2021-04-19,11,4.81,107374,22318
2021-04-19,12,4.9,112919,23028
