Date,SP,BSUoS £/MWh,Half hourly cost £,Half hourly volume MWh
2020-04-02T00:00:00,31,1.14,28905,25465
2020-04-02T00:00:00,32,0.71,18599,26083
2020-04-02T00:00:00,33,1.03,26582,25864
2020-04-02T00:00:00,34,1.7,45104,26559
2020-04-02T00:00:00,35,1.26,34741,27541
2020-04-02T00:00:00,36,1.49,41779,28120
2020-04-02T00:00:00,37,1.37,39503,28760
2020-04-02T00:00:00,38,1.49,43361,29113
2020-04-02T00:00:00,39,1.1,32722,29729
2020-04-02T00:00:00,40,0.76,22628,29735
2020-04-02T00:00:00,41,1.04,30551,29463
2020-04-02T00:00:00,42,0.7,20211,28917
2020-04-02T00:00:00,43,0.47,12784,27352
2020-04-02T00:00:00,44,0.86,22432,25992
2020-04-02T00:00:00,45,1.02,24522,23958
2020-04-02T00:00:00,46,1.62,36480,22450
2020-04-02T00:00:00,47,4.92,107640,21876
2020-04-02T00:00:00,48,5.06,105255,20816
2020-04-03T00:00:00,1,6.7,132215,19748
2020-04-03T00:00:00,2,6.94,133259,19212
2020-04-03T00:00:00,3,6.06,119314,19681
2020-04-03T00:00:00,4,6.41,129967,20284
2020-04-03T00:00:00,5,6.57,133630,20351
2020-04-03T00:00:00,6,6.94,139937,20174
2020-04-03T00:00:00,7,7.57,150698,19902
2020-04-03T00:00:00,8,7.28,143918,19763
2020-04-03T00:00:00,9,5.33,103000,19339
2020-04-03T00:00:00,10,5.3,102091,19268
2020-04-03T00:00:00,11,3.78,71687,18963
2020-04-03T00:00:00,12,3.28,64539,19648
2020-04-03T00:00:00,13,2.68,59115,22097
2020-04-03T00:00:00,14,2.38,56869,23845
2020-04-03T00:00:00,15,0.34,8836,25792
2020-04-03T00:00:00,16,0.14,3739,26640
2020-04-03T00:00:00,17,0.3,8385,27690
2020-04-03T00:00:00,18,0.24,6540,26982
2020-04-03T00:00:00,19,0.48,12651,26627
2020-04-03T00:00:00,20,0.46,12288,26722
2020-04-03T00:00:00,21,0.12,3283,26446
2020-04-03T00:00:00,22,0.08,1996,26353
2020-04-03T00:00:00,23,0.21,5622,26353
2020-04-03T00:00:00,24,0.07,1776,26356
2020-04-03T00:00:00,25,0.15,3968,26445
2020-04-03T00:00:00,26,0.16,4234,26353
2020-04-03T00:00:00,27,0.51,13202,25840
2020-04-03T00:00:00,28,0.56,14578,26006
2020-04-03T00:00:00,29,0.0,0,26033
2020-04-03T00:00:00,30,0.19,4974,26125
2020-04-03T00:00:00,31,0.25,6545,26300
2020-04-03T00:00:00,32,0.21,5476,26634
2020-04-03T00:00:00,33,0.28,7577,26813
2020-04-03T00:00:00,34,0.37,10286,27664
2020-04-03T00:00:00,35,0.4,11186,28235
2020-04-03T00:00:00,36,0.68,19623,28893
2020-04-03T00:00:00,37,0.69,20046,29030
2020-04-03T00:00:00,38,0.76,22024,29162
2020-04-03T00:00:00,39,0.74,21863,29680
2020-04-03T00:00:00,40,0.44,13339,30055
2020-04-03T00:00:00,41,0.85,25485,29930
2020-04-03T00:00:00,42,0.37,11136,29748
2020-04-03T00:00:00,43,0.87,25383,29111
2020-04-03T00:00:00,44,0.87,24000,27651
2020-04-03T00:00:00,45,0.95,24485,25870
2020-04-03T00:00:00,46,1.25,30687,24566
2020-04-03T00:00:00,47,1.79,43226,24169
2020-04-03T00:00:00,48,1.79,41145,23012
2020-04-04T00:00:00,1,2.75,60717,22110
2020-04-04T00:00:00,2,3.8,80002,21064
2020-04-04T00:00:00,3,2.86,60099,21020
2020-04-04T00:00:00,4,2.5,52685,21037
2020-04-04T00:00:00,5,2.46,51521,20921
2020-04-04T00:00:00,6,2.43,49817,20463
2020-04-04T00:00:00,7,2.95,58868,19972
2020-04-04T00:00:00,8,3.07,60346,19644
2020-04-04T00:00:00,9,2.64,50968,19310
2020-04-04T00:00:00,10,2.79,53325,19118
2020-04-04T00:00:00,11,3.11,58820,18921
2020-04-04T00:00:00,12,2.68,51300,19136
2020-04-04T00:00:00,13,2.39,47975,20080
2020-04-04T00:00:00,14,2.32,47282,20417
2020-04-04T00:00:00,15,0.38,8088,21479
2020-04-04T00:00:00,16,0.11,2527,22228
2020-04-04T00:00:00,17,0.45,10249,22874
2020-04-04T00:00:00,18,0.51,11911,23200
2020-04-04T00:00:00,19,0.79,18524,23380
2020-04-04T00:00:00,20,0.82,19100,23355
2020-04-04T00:00:00,21,0.49,11413,23201
2020-04-04T00:00:00,22,0.55,12709,22982
2020-04-04T00:00:00,23,0.35,8117,22905
2020-04-04T00:00:00,24,0.32,7326,22600
2020-04-04T00:00:00,25,0.61,13676,22352
2020-04-04T00:00:00,26,0.72,15940,22096
2020-04-04T00:00:00,27,1.0,21861,21785
2020-04-04T00:00:00,28,1.08,23175,21454
2020-04-04T00:00:00,29,0.33,6953,21273
2020-04-04T00:00:00,30,0.6,12958,21584
2020-04-04T00:00:00,31,0.46,10010,21660
2020-04-04T00:00:00,32,0.21,4692,22078
2020-04-04T00:00:00,33,0.48,11035,22890
2020-04-04T00:00:00,34,0.63,14857,23620
2020-04-04T00:00:00,35,0.91,21947,24042
2020-04-04T00:00:00,36,0.9,22256,24777
2020-04-04T00:00:00,37,1.21,31157,25649
2020-04-04T00:00:00,38,1.47,38276,26125
2020-04-04T00:00:00,39,1.02,26722,26189
2020-04-04T00:00:00,40,0.61,16136,26616
2020-04-04T00:00:00,41,0.72,19475,27199
2020-04-04T00:00:00,42,0.52,13794,26759
2020-04-04T00:00:00,43,0.26,6869,26070
2020-04-04T00:00:00,44,0.6,15131,25375
2020-04-04T00:00:00,45,0.94,23194,24771
2020-04-04T00:00:00,46,1.55,36810,23762
2020-04-04T00:00:00,47,2.89,64374,22280
2020-04-04T00:00:00,48,2.95,62905,21353
2020-04-05T00:00:00,1,12.25,238675,19484
2020-04-05T00:00:00,2,12.88,245776,19076
2020-04-05T00:00:00,3,12.16,235961,19411
2020-04-05T00:00:00,4,12.46,245766,19727
2020-04-05T00:00:00,5,12.7,248734,19587
2020-04-05T00:00:00,6,13.07,251739,19266
2020-04-05T00:00:00,7,14.94,281876,18872
2020-04-05T00:00:00,8,14.97,278997,18632
2020-04-05T00:00:00,9,15.63,284304,18195
2020-04-05T00:00:00,10,15.56,278705,17907
2020-04-05T00:00:00,11,15.69,273878,17459
2020-04-05T00:00:00,12,15.37,264530,17216
2020-04-05T00:00:00,13,14.34,253626,17687
2020-04-05T00:00:00,14,13.64,239903,17590
2020-04-05T00:00:00,15,5.22,92311,17700
2020-04-05T00:00:00,16,4.46,78856,17680
2020-04-05T00:00:00,17,4.4,78696,17866
2020-04-05T00:00:00,18,4.9,87055,17763
2020-04-05T00:00:00,19,4.98,87540,17570
2020-04-05T00:00:00,20,2.93,51578,17600
2020-04-05T00:00:00,21,4.86,84422,17357
2020-04-05T00:00:00,22,4.81,86896,18075
2020-04-05T00:00:00,23,1.91,35867,18795
2020-04-05T00:00:00,24,4.06,76189,18773
2020-04-05T00:00:00,25,4.85,91047,18768
2020-04-05T00:00:00,26,3.04,57050,18736
2020-04-05T00:00:00,27,3.19,59017,18521
2020-04-05T00:00:00,28,5.45,100019,18361
2020-04-05T00:00:00,29,2.77,50846,18381
2020-04-05T00:00:00,30,4.65,84780,18227
2020-04-05T00:00:00,31,3.24,61528,18973
2020-04-05T00:00:00,32,3.56,70353,19764
2020-04-05T00:00:00,33,4.11,85254,20745
2020-04-05T00:00:00,34,4.17,91903,22025
2020-04-05T00:00:00,35,4.14,94814,22899
2020-04-05T00:00:00,36,3.85,92035,23877
2020-04-05T00:00:00,37,3.81,96081,25240
2020-04-05T00:00:00,38,3.79,96784,25553
2020-04-05T00:00:00,39,4.5,115358,25622
2020-04-05T00:00:00,40,2.93,75247,25668
2020-04-05T00:00:00,41,3.43,88805,25862
2020-04-05T00:00:00,42,3.02,76660,25366
2020-04-05T00:00:00,43,4.24,102568,24210
2020-04-05T00:00:00,44,4.36,101208,23228
2020-04-05T00:00:00,45,3.57,81171,22735
2020-04-05T00:00:00,46,4.05,87106,21494
2020-04-06T00:00:00,1,18.4,331225,17999
2020-04-06T00:00:00,2,18.96,333205,17578
2020-04-06T00:00:00,3,18.42,326574,17728
2020-04-06T00:00:00,4,18.02,324688,18022
2020-04-06T00:00:00,5,18.05,330148,18289
2020-04-06T00:00:00,6,16.87,304553,18058
2020-04-06T00:00:00,7,19.86,350765,17660
2020-04-06T00:00:00,8,19.97,348009,17427
2020-04-06T00:00:00,9,21.38,352741,16498
2020-04-06T00:00:00,10,19.53,321893,16482
2020-04-06T00:00:00,11,19.8,330273,16677
2020-04-06T00:00:00,12,18.26,318246,17430
2020-04-06T00:00:00,13,9.61,194643,20250
2020-04-06T00:00:00,14,6.74,146653,21749
2020-04-06T00:00:00,15,2.67,61778,23180
2020-04-06T00:00:00,16,2.25,54161,24074
2020-04-06T00:00:00,17,2.51,62948,25071
2020-04-06T00:00:00,18,2.65,66645,25176
2020-04-06T00:00:00,19,2.95,73963,25072
2020-04-06T00:00:00,20,2.86,71597,24990
2020-04-06T00:00:00,21,2.82,69609,24701
2020-04-06T00:00:00,22,3.06,75341,24614
2020-04-06T00:00:00,23,2.46,60525,24554
2020-04-06T00:00:00,24,2.69,64869,24151
2020-04-06T00:00:00,25,3.15,74868,23758
2020-04-06T00:00:00,26,3.37,78838,23396
2020-04-06T00:00:00,27,3.33,76740,23047
2020-04-06T00:00:00,28,3.42,77248,22608
2020-04-06T00:00:00,29,2.76,62134,22532
2020-04-06T00:00:00,30,3.1,69248,22365
2020-04-06T00:00:00,31,2.62,58399,22279
2020-04-06T00:00:00,32,1.55,35365,22815
2020-04-06T00:00:00,33,1.27,29381,23116
2020-04-06T00:00:00,34,1.36,32803,24135
2020-04-06T00:00:00,35,1.31,32789,25098
2020-04-06T00:00:00,36,1.12,28942,25896
2020-04-06T00:00:00,37,1.42,37812,26628
2020-04-06T00:00:00,38,1.65,44996,27193
2020-04-06T00:00:00,39,2.24,61442,27436
2020-04-06T00:00:00,40,0.88,24215,27557
2020-04-06T00:00:00,41,0.66,18191,27610
2020-04-06T00:00:00,42,0.51,13956,27334
2020-04-06T00:00:00,43,0.36,9362,26165
2020-04-06T00:00:00,44,0.71,17543,24837
2020-04-06T00:00:00,45,1.19,27551,23115
2020-04-06T00:00:00,46,1.78,38542,21710
2020-04-06T00:00:00,47,5.6,116353,20792
2020-04-06T00:00:00,48,5.9,116020,19660
2020-04-07T00:00:00,1,6.77,132444,19570
2020-04-07T00:00:00,2,7.03,134445,19129
2020-04-07T00:00:00,3,6.46,125433,19415
2020-04-07T00:00:00,4,6.33,124170,19625
2020-04-07T00:00:00,5,6.57,130027,19799
2020-04-07T00:00:00,6,8.2,159980,19501
2020-04-07T00:00:00,7,7.7,146141,18970
2020-04-07T00:00:00,8,7.88,148043,18794
2020-04-07T00:00:00,9,6.35,113936,17932
2020-04-07T00:00:00,10,5.82,103386,17763
2020-04-07T00:00:00,11,4.49,79726,17763
2020-04-07T00:00:00,12,3.08,56493,18326
2020-04-07T00:00:00,13,2.91,60656,20831
2020-04-07T00:00:00,14,2.12,46827,22038
2020-04-07T00:00:00,15,0.51,11800,23211
2020-04-07T00:00:00,16,0.16,3927,23881
2020-04-07T00:00:00,17,0.38,9360,24796
2020-04-07T00:00:00,18,0.43,10297,24204
2020-04-07T00:00:00,19,0.67,15866,23687
2020-04-07T00:00:00,20,0.69,16208,23357
2020-04-07T00:00:00,21,0.5,11474,23067
2020-04-07T00:00:00,22,0.55,12544,22745
2020-04-07T00:00:00,23,0.38,8587,22512
2020-04-07T00:00:00,24,0.38,8439,22333
2020-04-07T00:00:00,25,0.65,14415,22266
2020-04-07T00:00:00,26,0.79,17365,22027
2020-04-07T00:00:00,27,0.97,21244,21797
2020-04-07T00:00:00,28,0.99,21438,21652
2020-04-07T00:00:00,29,0.34,7299,21557
2020-04-07T00:00:00,30,0.76,16264,21449
2020-04-07T00:00:00,31,0.62,13776,22110
2020-04-07T00:00:00,32,0.26,5957,22899
2020-04-07T00:00:00,33,0.57,13237,23213
2020-04-07T00:00:00,34,0.76,18457,24303
2020-04-07T00:00:00,35,0.75,19073,25386
2020-04-07T00:00:00,36,0.75,19724,26313
2020-04-07T00:00:00,37,1.07,28852,27026
2020-04-07T00:00:00,38,1.15,31888,27721
2020-04-07T00:00:00,39,0.84,23627,27979
2020-04-07T00:00:00,40,0.36,10099,28260
2020-04-07T00:00:00,41,0.72,20518,28403
2020-04-07T00:00:00,42,0.49,13845,28041
2020-04-07T00:00:00,43,0.81,21738,26691
2020-04-07T00:00:00,44,0.92,23058,25119
2020-04-07T00:00:00,45,1.05,24649,23374
2020-04-07T00:00:00,46,1.67,36577,21945
2020-04-07T00:00:00,47,2.75,58846,21382
2020-04-07T00:00:00,48,2.82,56965,20224
2020-04-08T00:00:00,1,22.05,440886,19996
2020-04-08T00:00:00,2,13.27,259460,19547
2020-04-08T00:00:00,3,21.07,415388,19718
2020-04-08T00:00:00,4,10.0,201368,20127
2020-04-08T00:00:00,5,3.54,71337,20160
2020-04-08T00:00:00,6,10.5,209275,19929
2020-04-08T00:00:00,7,3.59,71158,19810
2020-04-08T00:00:00,8,7.07,139591,19740
2020-04-08T00:00:00,9,4.21,83022,19705
2020-04-08T00:00:00,10,8.76,171162,19548
2020-04-08T00:00:00,11,5.68,111277,19602
2020-04-08T00:00:00,12,2.57,51728,20137
2020-04-08T00:00:00,13,2.55,55073,21614
2020-04-08T00:00:00,14,1.83,41608,22765
2020-04-08T00:00:00,15,0.39,9531,24254
2020-04-08T00:00:00,16,0.25,6055,24640
2020-04-08T00:00:00,17,0.4,9871,24526
2020-04-08T00:00:00,18,0.35,8501,24206
2020-04-08T00:00:00,19,0.63,15233,24104
2020-04-08T00:00:00,20,0.6,14375,23863
2020-04-08T00:00:00,21,0.34,8073,23863
2020-04-08T00:00:00,22,0.3,7076,23939
2020-04-08T00:00:00,23,0.4,9456,23845
2020-04-08T00:00:00,24,0.28,6571,23792
2020-04-08T00:00:00,25,0.39,9266,23837
2020-04-08T00:00:00,26,0.35,8348,23592
2020-04-08T00:00:00,27,0.7,16397,23361
2020-04-08T00:00:00,28,0.79,18202,23030
2020-04-08T00:00:00,29,0.01,141,22995
2020-04-08T00:00:00,30,0.46,10581,22946
2020-04-08T00:00:00,31,0.49,11308,23181
2020-04-08T00:00:00,32,0.32,7562,23624
2020-04-08T00:00:00,33,0.37,9050,24431
2020-04-08T00:00:00,34,0.48,12203,25419
2020-04-08T00:00:00,35,0.46,12040,26409
2020-04-08T00:00:00,36,0.25,6743,26938
2020-04-08T00:00:00,37,0.67,18382,27339
2020-04-08T00:00:00,38,0.76,21038,27838
2020-04-08T00:00:00,39,0.84,23437,27795
2020-04-08T00:00:00,40,0.44,12305,27881
2020-04-08T00:00:00,41,0.93,26341,28251
2020-04-08T00:00:00,42,0.4,11184,27832
2020-04-08T00:00:00,43,0.44,11735,26956
2020-04-08T00:00:00,44,0.89,22964,25763
2020-04-08T00:00:00,45,1.03,25328,24542
2020-04-08T00:00:00,46,1.33,30608,23094
2020-04-08T00:00:00,47,2.27,49219,21651
2020-04-08T00:00:00,48,2.06,42405,20581
2020-04-09T00:00:00,1,2.16,43640,20168
2020-04-09T00:00:00,2,3.46,68326,19772
2020-04-09T00:00:00,3,2.62,53899,20576
2020-04-09T00:00:00,4,1.79,37645,21016
2020-04-09T00:00:00,5,1.34,28175,21018
2020-04-09T00:00:00,6,1.08,22517,20795
2020-04-09T00:00:00,7,2.08,42593,20516
2020-04-09T00:00:00,8,1.72,34850,20250
2020-04-09T00:00:00,9,1.69,33561,19876
2020-04-09T00:00:00,10,2.29,45051,19710
2020-04-09T00:00:00,11,1.93,37930,19656
2020-04-09T00:00:00,12,1.51,30213,20029
2020-04-09T00:00:00,13,1.21,25745,21239
2020-04-09T00:00:00,14,1.14,24924,21817
2020-04-09T00:00:00,15,0.42,9579,22993
2020-04-09T00:00:00,16,0.08,1829,23868
2020-04-09T00:00:00,17,0.39,9605,24759
2020-04-09T00:00:00,18,0.25,6119,24857
2020-04-09T00:00:00,19,0.58,14198,24321
2020-04-09T00:00:00,20,0.57,13594,23933
2020-04-09T00:00:00,21,0.12,2774,23698
2020-04-09T00:00:00,22,0.06,1463,23341
2020-04-09T00:00:00,23,0.18,4144,23314
2020-04-09T00:00:00,24,0.03,704,23830
2020-04-09T00:00:00,25,0.13,3254,24427
2020-04-09T00:00:00,26,0.13,3136,24675
2020-04-09T00:00:00,27,0.39,9552,24630
2020-04-09T00:00:00,28,0.46,11072,24046
2020-04-09T00:00:00,29,0.0,0,23626
2020-04-09T00:00:00,30,0.1,2418,23277
2020-04-09T00:00:00,31,0.13,2925,23067
2020-04-09T00:00:00,32,0.03,789,23199
2020-04-09T00:00:00,33,0.09,2117,23478
2020-04-09T00:00:00,34,0.16,3873,24467
2020-04-09T00:00:00,35,0.22,5639,25984
2020-04-09T00:00:00,36,0.14,3841,27031
2020-04-09T00:00:00,37,0.58,16188,27996
2020-04-09T00:00:00,38,0.67,18764,27984
2020-04-09T00:00:00,39,0.68,19097,28040
2020-04-09T00:00:00,40,0.32,8979,28088
2020-04-09T00:00:00,41,0.8,22743,28483
2020-04-09T00:00:00,42,0.33,9127,27816
2020-04-09T00:00:00,43,0.31,8327,26477
2020-04-09T00:00:00,44,0.45,11452,25303
2020-04-09T00:00:00,45,0.63,15539,24678
2020-04-09T00:00:00,46,0.95,22286,23525
2020-04-09T00:00:00,47,1.46,32071,21996
2020-04-09T00:00:00,48,1.27,26531,20966
2020-04-10T00:00:00,1,2.07,39859,19294
2020-04-10T00:00:00,2,2.4,47508,19770
2020-04-10T00:00:00,3,2.11,40757,19327
2020-04-10T00:00:00,4,1.86,36092,19395
2020-04-10T00:00:00,5,1.44,28857,19992
2020-04-10T00:00:00,6,1.52,30894,20387
2020-04-10T00:00:00,7,2.1,42617,20292
2020-04-10T00:00:00,8,1.78,35553,20027
2020-04-10T00:00:00,9,2.07,39716,19221
2020-04-10T00:00:00,10,2.2,41699,18963
2020-04-10T00:00:00,11,2.43,44587,18373
2020-04-10T00:00:00,12,1.94,34855,17965
2020-04-10T00:00:00,13,1.54,28740,18718
2020-04-10T00:00:00,14,1.46,28031,19262
2020-04-10T00:00:00,15,0.48,9963,20563
2020-04-10T00:00:00,16,0.0,0,21411
2020-04-10T00:00:00,17,0.29,6654,22848
2020-04-10T00:00:00,18,0.32,7616,24015
2020-04-10T00:00:00,19,0.67,16523,24526
2020-04-10T00:00:00,20,0.6,14791,24562
2020-04-10T00:00:00,21,0.26,6365,24315
2020-04-10T00:00:00,22,0.37,9025,24087
2020-04-10T00:00:00,23,0.22,5250,23905
2020-04-10T00:00:00,24,0.1,2337,23837
2020-04-10T00:00:00,25,0.24,5828,23838
2020-04-10T00:00:00,26,0.27,6457,23978
2020-04-10T00:00:00,27,0.52,12607,24303
2020-04-10T00:00:00,28,0.56,13671,24549
2020-04-10T00:00:00,29,0.0,0,24193
2020-04-10T00:00:00,30,0.25,5966,23447
2020-04-10T00:00:00,31,0.25,5591,22806
2020-04-10T00:00:00,32,0.03,579,22566
2020-04-10T00:00:00,33,0.17,3920,22554
2020-04-10T00:00:00,34,0.29,6587,22594
2020-04-10T00:00:00,35,0.37,8422,23049
2020-04-10T00:00:00,36,0.12,2919,24173
2020-04-10T00:00:00,37,0.84,21578,25710
2020-04-10T00:00:00,38,0.88,23440,26723
2020-04-10T00:00:00,39,0.8,21613,27074
2020-04-10T00:00:00,40,0.32,8576,27016
2020-04-10T00:00:00,41,0.82,22081,27086
2020-04-10T00:00:00,42,0.36,9711,27005
2020-04-10T00:00:00,43,0.36,9767,27146
2020-04-10T00:00:00,44,0.47,12269,25967
2020-04-10T00:00:00,45,0.69,17141,25021
2020-04-10T00:00:00,46,1.07,25134,23548
2020-04-10T00:00:00,47,1.47,32560,22132
2020-04-10T00:00:00,48,1.32,27337,20765
2020-04-11T00:00:00,1,3.23,62501,19336
2020-04-11T00:00:00,2,3.64,67646,18574
2020-04-11T00:00:00,3,2.68,50359,18794
2020-04-11T00:00:00,4,2.46,46924,19105
2020-04-11T00:00:00,5,3.2,60811,18987
2020-04-11T00:00:00,6,2.74,51024,18606
2020-04-11T00:00:00,7,2.7,49127,18201
2020-04-11T00:00:00,8,2.33,41805,17915
2020-04-11T00:00:00,9,2.34,41518,17718
2020-04-11T00:00:00,10,2.84,49637,17462
2020-04-11T00:00:00,11,2.97,52253,17567
2020-04-11T00:00:00,12,2.63,47129,17928
2020-04-11T00:00:00,13,1.69,31768,18844
2020-04-11T00:00:00,14,1.72,32840,19141
2020-04-11T00:00:00,15,0.73,14286,19625
2020-04-11T00:00:00,16,0.29,5876,20173
2020-04-11T00:00:00,17,0.35,7219,20632
2020-04-11T00:00:00,18,0.31,6511,20879
2020-04-11T00:00:00,19,0.66,13865,21108
2020-04-11T00:00:00,20,0.67,14140,21133
2020-04-11T00:00:00,21,0.41,8665,21215
2020-04-11T00:00:00,22,0.27,5744,21371
2020-04-11T00:00:00,23,0.25,5324,20935
2020-04-11T00:00:00,24,0.39,8050,20747
2020-04-11T00:00:00,25,2.09,43280,20757
2020-04-11T00:00:00,26,1.95,40050,20520
2020-04-11T00:00:00,27,0.87,17480,20018
2020-04-11T00:00:00,28,0.92,17960,19551
2020-04-11T00:00:00,29,1.19,23083,19417
2020-04-11T00:00:00,30,0.28,5355,19247
2020-04-11T00:00:00,31,0.17,3178,19054
2020-04-11T00:00:00,32,0.28,5353,19154
2020-04-11T00:00:00,33,0.76,15125,19824
2020-04-11T00:00:00,34,0.26,5502,20947
2020-04-11T00:00:00,35,0.0,0,22147
2020-04-11T00:00:00,36,0.06,1328,23130
2020-04-11T00:00:00,37,1.1,26230,23926
2020-04-11T00:00:00,38,0.97,23362,24082
2020-04-11T00:00:00,39,0.71,17189,24321
2020-04-11T00:00:00,40,0.6,14533,24261
2020-04-11T00:00:00,41,0.54,13678,25100
2020-04-11T00:00:00,42,0.48,11991,24944
2020-04-11T00:00:00,43,0.47,11355,24229
2020-04-11T00:00:00,44,0.59,13827,23423
2020-04-11T00:00:00,45,0.66,14886,22622
2020-04-11T00:00:00,46,0.91,20012,21903
2020-04-11T00:00:00,47,2.05,43022,21007
2020-04-11T00:00:00,48,2.0,40744,20399
2020-04-12T00:00:00,1,3.74,72013,19252
2020-04-12T00:00:00,2,4.26,79087,18586
2020-04-12T00:00:00,3,3.26,60885,18702
2020-04-12T00:00:00,4,2.93,54833,18686
2020-04-12T00:00:00,5,3.12,58287,18670
2020-04-12T00:00:00,6,2.62,48790,18596
2020-04-12T00:00:00,7,2.77,50606,18246
2020-04-12T00:00:00,8,2.19,39761,18133
2020-04-12T00:00:00,9,2.23,39732,17855
2020-04-12T00:00:00,10,2.91,51525,17681
2020-04-12T00:00:00,11,2.74,47792,17454
2020-04-12T00:00:00,12,2.4,42227,17608
2020-04-12T00:00:00,13,1.79,32177,18020
2020-04-12T00:00:00,14,1.79,32482,18108
2020-04-12T00:00:00,15,0.43,7866,18467
2020-04-12T00:00:00,16,0.11,1971,18384
2020-04-12T00:00:00,17,0.33,6110,18408
2020-04-12T00:00:00,18,0.26,4817,18589
2020-04-12T00:00:00,19,0.62,11787,18998
2020-04-12T00:00:00,20,0.75,14249,19037
2020-04-12T00:00:00,21,0.37,7022,19123
2020-04-12T00:00:00,22,0.15,2916,19105
2020-04-12T00:00:00,23,0.23,4405,19110
2020-04-12T00:00:00,24,0.39,7557,19555
2020-04-12T00:00:00,25,2.13,42874,20153
2020-04-12T00:00:00,26,1.91,39080,20481
2020-04-12T00:00:00,27,0.87,17601,20123
2020-04-12T00:00:00,28,0.95,18495,19472
2020-04-12T00:00:00,29,1.19,23113,19407
2020-04-12T00:00:00,30,0.27,5276,19255
2020-04-12T00:00:00,31,0.17,3310,19392
