Date,SP,BSUoS £/MWh,Half hourly cost £,Half hourly volume MWh
2022-04-01,1,4.47,99049.0,22143.0
2022-04-01,2,4.59,99049.0,21594.0
2022-04-01,3,4.56,99049.0,21736.0
2022-04-01,4,4.35,99049.0,22773.0
2022-04-01,5,4.34,99049.0,22808.0
2022-04-01,6,4.4,99049.0,22489.0
2022-04-01,7,4.47,99049.0,22144.0
2022-04-01,8,4.52,99049.0,21926.0
2022-04-01,9,4.59,99049.0,21590.0
2022-04-01,10,4.6,99049.0,21538.0
2022-04-01,11,4.51,99049.0,21940.0
2022-04-01,12,4.33,99049.0,22892.0
2022-04-01,13,3.94,99049.0,25138.0
2022-04-01,14,3.62,99049.0,27389.0
2022-04-01,15,3.3,99049.0,30022.0
2022-04-01,16,3.17,99049.0,31255.0
2022-04-01,17,3.11,99049.0,31804.0
2022-04-01,18,3.19,99049.0,31038.0
2022-04-01,19,3.23,99049.0,30697.0
2022-04-01,20,3.23,99049.0,30625.0
2022-04-01,21,3.3,99049.0,30021.0
2022-04-01,22,3.34,99049.0,29650.0
2022-04-01,23,3.35,99049.0,29558.0
2022-04-01,24,3.36,99049.0,29473.0
2022-04-01,25,3.36,99049.0,29488.0
2022-04-01,26,3.39,99049.0,29255.0
2022-04-01,27,3.47,99049.0,28532.0
2022-04-01,28,3.46,99049.0,28598.0
2022-04-01,29,3.47,99049.0,28517.0
2022-04-01,30,3.47,99049.0,28558.0
2022-04-01,31,3.45,99049.0,28681.0
2022-04-01,32,3.43,99049.0,28893.0
2022-04-01,33,3.32,99049.0,29824.0
2022-04-01,34,3.23,99049.0,30646.0
2022-04-01,35,3.16,99049.0,31338.0
2022-04-01,36,3.1,99049.0,31925.0
2022-04-01,37,3.1,99049.0,31931.0
2022-04-01,38,3.09,99049.0,32103.0
2022-04-01,39,3.06,99049.0,32372.0
2022-04-01,40,3.02,99049.0,32835.0
2022-04-01,41,2.99,99049.0,33117.0
2022-04-01,42,3.01,99049.0,32944.0
2022-04-01,43,3.06,99049.0,32382.0
2022-04-01,44,3.22,99049.0,30760.0
2022-04-01,45,3.4,99049.0,29096.0
2022-04-01,46,3.58,99049.0,27650.0
