DATE_GMT,TIME_GMT,SETTLEMENT_DATE,SETTLEMENT_PERIOD,EMBEDDED_WIND_FORECAST,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_FORECAST,EMBEDDED_SOLAR_CAPACITY,Forecast_Datetime
2025-02-05T00:00:00,19:00:00,2025-02-05T00:00:00,38,2606,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,19:30:00,2025-02-05T00:00:00,39,2606,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,20:00:00,2025-02-05T00:00:00,40,2728,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,20:30:00,2025-02-05T00:00:00,41,2728,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,21:00:00,2025-02-05T00:00:00,42,2847,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,21:30:00,2025-02-05T00:00:00,43,2847,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,22:00:00,2025-02-05T00:00:00,44,2959,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,22:30:00,2025-02-05T00:00:00,45,2959,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,23:00:00,2025-02-05T00:00:00,46,3066,6606,0,18733,2025-01-28T14:12:00
2025-02-05T00:00:00,23:30:00,2025-02-05T00:00:00,47,3066,6606,0,18733,2025-01-28T14:12:00
2025-02-06T00:00:00,00:00:00,2025-02-05T00:00:00,48,3167,6606,0,18733,2025-01-28T14:12:00
2025-02-06T00:00:00,00:30:00,2025-02-06T00:00:00,1,3167,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,01:00:00,2025-02-06T00:00:00,2,3234,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,01:30:00,2025-02-06T00:00:00,3,3234,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,02:00:00,2025-02-06T00:00:00,4,3297,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,02:30:00,2025-02-06T00:00:00,5,3297,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,03:00:00,2025-02-06T00:00:00,6,3355,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,03:30:00,2025-02-06T00:00:00,7,3355,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,04:00:00,2025-02-06T00:00:00,8,3407,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,04:30:00,2025-02-06T00:00:00,9,3407,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,05:00:00,2025-02-06T00:00:00,10,3453,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,05:30:00,2025-02-06T00:00:00,11,3453,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,06:00:00,2025-02-06T00:00:00,12,3494,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,06:30:00,2025-02-06T00:00:00,13,3494,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,07:00:00,2025-02-06T00:00:00,14,3509,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,07:30:00,2025-02-06T00:00:00,15,3509,6606,0,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,08:00:00,2025-02-06T00:00:00,16,3519,6606,132,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,08:30:00,2025-02-06T00:00:00,17,3519,6606,599,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,09:00:00,2025-02-06T00:00:00,18,3524,6606,1241,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,09:30:00,2025-02-06T00:00:00,19,3524,6606,1875,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,10:00:00,2025-02-06T00:00:00,20,3523,6606,2454,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,10:30:00,2025-02-06T00:00:00,21,3523,6606,2970,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,11:00:00,2025-02-06T00:00:00,22,3514,6606,3435,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,11:30:00,2025-02-06T00:00:00,23,3514,6606,3850,18735,2025-01-28T14:12:00
2025-02-06T00:00:00,12:00:00,2025-02-06T00:00:00,24,3498,6606,4142,18735,2025-01-28T14:12:00
