DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point
1,20251030,23472,1F,F,30,30,
1,20251030,23582,1A,P,100,230,
1,20251030,21446,4,F,400,400,
1,20251030,21375,1B,T,430,730,Om
1,20251030,31375,2F,F,800,800,
1,20251030,32517,2A,P,830,1200,DM
1,20251030,32132,2B,P,1230,1300,
1,20251030,32359,3B,T,1330,1630,Dm
1,20251030,36009,DP,P,1700,1800,EM
1,20251030,29789,4B,F,2100,2100,
1,20251030,20746,4C,F,2400,2400,
