DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
2,2020-09-24,21110,1F,F,30,30,,2020-09-22T16:39:33Z
2,2020-09-24,19961,1S,T,100,130,,2020-09-22T16:39:33Z
2,2020-09-24,19728,1A,P,200,230,,2020-09-22T16:39:33Z
2,2020-09-24,18763,L04,F,400,400,Om,2020-09-22T16:39:33Z
2,2020-09-24,18770,1B,T,430,730,,2020-09-22T16:39:33Z
2,2020-09-24,29199,2F,P,800,900,DM,2020-09-22T16:39:33Z
2,2020-09-24,28795,2A,P,930,1030,,2020-09-22T16:39:33Z
2,2020-09-24,28510,2B,P,1100,1300,,2020-09-22T16:39:33Z
2,2020-09-24,26536,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
2,2020-09-24,32610,3C,P,1700,1800,,2020-09-22T16:39:33Z
2,2020-09-24,33024,4A,T,1830,1900,,2020-09-22T16:39:33Z
2,2020-09-24,34170,4B,P,1930,2000,EM,2020-09-22T16:39:33Z
2,2020-09-24,22136,4C,F,2400,2400,,2020-09-22T16:39:33Z
3,2020-09-25,21493,1F,F,30,30,,2020-09-22T16:39:33Z
3,2020-09-25,20552,1S,T,100,130,,2020-09-22T16:39:33Z
3,2020-09-25,20495,1A,P,200,230,,2020-09-22T16:39:33Z
3,2020-09-25,19207,L04,F,400,400,Om,2020-09-22T16:39:33Z
3,2020-09-25,19270,1B,T,430,730,,2020-09-22T16:39:33Z
3,2020-09-25,29742,2F,P,800,900,DM,2020-09-22T16:39:33Z
3,2020-09-25,28925,2A,P,930,1030,,2020-09-22T16:39:33Z
3,2020-09-25,27053,2B,P,1100,1300,,2020-09-22T16:39:33Z
3,2020-09-25,25184,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
3,2020-09-25,30600,3C,P,1700,1800,,2020-09-22T16:39:33Z
3,2020-09-25,31325,4A,T,1830,1900,,2020-09-22T16:39:33Z
3,2020-09-25,32768,4B,P,1930,2000,EM,2020-09-22T16:39:33Z
3,2020-09-25,21659,4C,F,2400,2400,,2020-09-22T16:39:33Z
4,2020-09-26,20484,1F,F,30,30,,2020-09-22T16:39:33Z
4,2020-09-26,19590,1S,T,100,130,,2020-09-22T16:39:33Z
4,2020-09-26,19588,1A,P,200,230,,2020-09-22T16:39:33Z
4,2020-09-26,18101,L04,F,400,400,,2020-09-22T16:39:33Z
4,2020-09-26,18020,1B,T,430,730,Om,2020-09-22T16:39:33Z
4,2020-09-26,24038,2F,P,800,900,,2020-09-22T16:39:33Z
4,2020-09-26,24551,2A,P,930,1030,DM,2020-09-22T16:39:33Z
4,2020-09-26,23499,2B,P,1100,1300,,2020-09-22T16:39:33Z
4,2020-09-26,21839,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
4,2020-09-26,29081,3C,P,1700,1800,,2020-09-22T16:39:33Z
4,2020-09-26,30281,4A,T,1830,1900,,2020-09-22T16:39:33Z
4,2020-09-26,31623,4B,P,1930,2000,EM,2020-09-22T16:39:33Z
4,2020-09-26,21673,4C,F,2400,2400,,2020-09-22T16:39:33Z
5,2020-09-27,20883,1F,F,30,30,,2020-09-22T16:39:33Z
5,2020-09-27,20135,1S,T,100,130,,2020-09-22T16:39:33Z
5,2020-09-27,20093,1A,P,200,230,,2020-09-22T16:39:33Z
5,2020-09-27,18714,L04,F,400,400,,2020-09-22T16:39:33Z
5,2020-09-27,18515,1B,T,430,730,Om,2020-09-22T16:39:33Z
5,2020-09-27,23631,2F,P,800,900,,2020-09-22T16:39:33Z
5,2020-09-27,24737,2A,P,930,1030,,2020-09-22T16:39:33Z
5,2020-09-27,25107,2B,P,1100,1300,DM,2020-09-22T16:39:33Z
5,2020-09-27,23552,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
5,2020-09-27,30877,3C,P,1700,1800,,2020-09-22T16:39:33Z
5,2020-09-27,31720,4A,T,1830,1900,,2020-09-22T16:39:33Z
5,2020-09-27,33095,4B,P,1930,2000,EM,2020-09-22T16:39:33Z
5,2020-09-27,21888,4C,F,2400,2400,,2020-09-22T16:39:33Z
6,2020-09-28,20582,1F,F,30,30,,2020-09-22T16:39:33Z
6,2020-09-28,20055,1S,T,100,130,,2020-09-22T16:39:33Z
6,2020-09-28,20106,1A,P,200,230,,2020-09-22T16:39:33Z
6,2020-09-28,19125,L04,F,400,400,Om,2020-09-22T16:39:33Z
6,2020-09-28,19176,1B,T,430,730,,2020-09-22T16:39:33Z
6,2020-09-28,31180,2F,P,800,900,DM,2020-09-22T16:39:33Z
6,2020-09-28,31062,2A,P,930,1030,,2020-09-22T16:39:33Z
6,2020-09-28,30098,2B,P,1100,1300,,2020-09-22T16:39:33Z
6,2020-09-28,28135,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
6,2020-09-28,33696,3C,P,1700,1800,,2020-09-22T16:39:33Z
6,2020-09-28,34497,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
6,2020-09-28,22266,4C,F,2400,2400,,2020-09-22T16:39:33Z
7,2020-09-29,21301,1F,F,30,30,,2020-09-22T16:39:33Z
7,2020-09-29,20217,1S,T,100,130,,2020-09-22T16:39:33Z
7,2020-09-29,20340,1A,P,200,230,,2020-09-22T16:39:33Z
7,2020-09-29,19464,L04,F,400,400,Om,2020-09-22T16:39:33Z
7,2020-09-29,19563,1B,T,430,730,,2020-09-22T16:39:33Z
7,2020-09-29,30507,2F,P,800,900,,2020-09-22T16:39:33Z
7,2020-09-29,30543,2A,P,930,1030,DM,2020-09-22T16:39:33Z
7,2020-09-29,29390,2B,P,1100,1300,,2020-09-22T16:39:33Z
7,2020-09-29,27819,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
7,2020-09-29,33372,3C,P,1700,1800,,2020-09-22T16:39:33Z
7,2020-09-29,34138,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
7,2020-09-29,21889,4C,F,2400,2400,,2020-09-22T16:39:33Z
8,2020-09-30,20927,1F,F,30,30,,2020-09-22T16:39:33Z
8,2020-09-30,20122,1S,T,100,130,,2020-09-22T16:39:33Z
8,2020-09-30,20205,1A,P,200,230,,2020-09-22T16:39:33Z
8,2020-09-30,19128,L04,F,400,400,Om,2020-09-22T16:39:33Z
8,2020-09-30,19159,1B,T,430,730,,2020-09-22T16:39:33Z
8,2020-09-30,31122,2F,P,800,900,DM,2020-09-22T16:39:33Z
8,2020-09-30,30434,2A,P,930,1030,,2020-09-22T16:39:33Z
8,2020-09-30,30048,2B,P,1100,1300,,2020-09-22T16:39:33Z
8,2020-09-30,27912,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
8,2020-09-30,33416,3C,P,1700,1800,,2020-09-22T16:39:33Z
8,2020-09-30,34832,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
8,2020-09-30,21965,4C,F,2400,2400,,2020-09-22T16:39:33Z
9,2020-10-01,21006,1F,F,30,30,,2020-09-22T16:39:33Z
9,2020-10-01,20244,1S,T,100,130,,2020-09-22T16:39:33Z
9,2020-10-01,20279,1A,P,200,230,,2020-09-22T16:39:33Z
9,2020-10-01,19370,L04,F,400,400,,2020-09-22T16:39:33Z
9,2020-10-01,19290,1B,T,430,730,Om,2020-09-22T16:39:33Z
9,2020-10-01,31325,2F,P,800,900,DM,2020-09-22T16:39:33Z
9,2020-10-01,31062,2A,P,930,1030,,2020-09-22T16:39:33Z
9,2020-10-01,29671,2B,P,1100,1300,,2020-09-22T16:39:33Z
9,2020-10-01,28555,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
9,2020-10-01,34033,3C,P,1700,1800,,2020-09-22T16:39:33Z
9,2020-10-01,35429,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
9,2020-10-01,22657,4C,F,2400,2400,,2020-09-22T16:39:33Z
10,2020-10-02,21688,1F,F,30,30,,2020-09-22T16:39:33Z
10,2020-10-02,20525,1S,T,100,130,,2020-09-22T16:39:33Z
10,2020-10-02,20701,1A,P,200,230,,2020-09-22T16:39:33Z
10,2020-10-02,19992,L04,F,400,400,,2020-09-22T16:39:33Z
10,2020-10-02,19775,1B,T,430,730,Om,2020-09-22T16:39:33Z
10,2020-10-02,31440,2F,P,800,900,DM,2020-09-22T16:39:33Z
10,2020-10-02,31281,2A,P,930,1030,,2020-09-22T16:39:33Z
10,2020-10-02,29834,2B,P,1100,1300,,2020-09-22T16:39:33Z
10,2020-10-02,28117,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
10,2020-10-02,33139,3C,P,1700,1800,,2020-09-22T16:39:33Z
10,2020-10-02,35050,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
10,2020-10-02,22677,4C,F,2400,2400,,2020-09-22T16:39:33Z
11,2020-10-03,21083,1F,F,30,30,,2020-09-22T16:39:33Z
11,2020-10-03,20063,1S,T,100,130,,2020-09-22T16:39:33Z
11,2020-10-03,20016,1A,P,200,230,,2020-09-22T16:39:33Z
11,2020-10-03,18519,L04,F,400,400,,2020-09-22T16:39:33Z
11,2020-10-03,18322,1B,T,430,730,Om,2020-09-22T16:39:33Z
11,2020-10-03,26126,2F,P,800,900,,2020-09-22T16:39:33Z
11,2020-10-03,26510,2A,P,930,1030,DM,2020-09-22T16:39:33Z
11,2020-10-03,26163,2B,P,1100,1300,,2020-09-22T16:39:33Z
11,2020-10-03,23888,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
11,2020-10-03,30079,3C,P,1700,1800,,2020-09-22T16:39:33Z
11,2020-10-03,32083,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
11,2020-10-03,21002,4C,F,2400,2400,,2020-09-22T16:39:33Z
12,2020-10-04,20206,1F,F,30,30,,2020-09-22T16:39:33Z
12,2020-10-04,19202,1S,T,100,130,,2020-09-22T16:39:33Z
12,2020-10-04,19223,1A,P,200,230,,2020-09-22T16:39:33Z
12,2020-10-04,17816,L04,F,400,400,,2020-09-22T16:39:33Z
12,2020-10-04,17504,1B,T,430,730,Om,2020-09-22T16:39:33Z
12,2020-10-04,23882,2F,P,800,900,,2020-09-22T16:39:33Z
12,2020-10-04,25189,2A,P,930,1030,,2020-09-22T16:39:33Z
12,2020-10-04,25498,2B,P,1100,1300,DM,2020-09-22T16:39:33Z
12,2020-10-04,23729,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
12,2020-10-04,30398,3C,P,1700,1800,,2020-09-22T16:39:33Z
12,2020-10-04,32884,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
12,2020-10-04,20931,4C,F,2400,2400,,2020-09-22T16:39:33Z
13,2020-10-05,19640,1F,F,30,30,,2020-09-22T16:39:33Z
13,2020-10-05,19100,1S,T,100,130,,2020-09-22T16:39:33Z
13,2020-10-05,19247,1A,P,200,230,,2020-09-22T16:39:33Z
13,2020-10-05,18479,L04,F,400,400,,2020-09-22T16:39:33Z
13,2020-10-05,18376,1B,T,430,730,Om,2020-09-22T16:39:33Z
13,2020-10-05,30884,2F,P,800,900,DM,2020-09-22T16:39:33Z
13,2020-10-05,30519,2A,P,930,1030,,2020-09-22T16:39:33Z
13,2020-10-05,29616,2B,P,1100,1300,,2020-09-22T16:39:33Z
13,2020-10-05,28250,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
13,2020-10-05,33936,3C,P,1700,1800,,2020-09-22T16:39:33Z
13,2020-10-05,35332,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
13,2020-10-05,22028,4C,F,2400,2400,,2020-09-22T16:39:33Z
14,2020-10-06,20900,1F,F,30,30,,2020-09-22T16:39:33Z
14,2020-10-06,19949,1S,T,100,130,,2020-09-22T16:39:33Z
14,2020-10-06,20088,1A,P,200,230,,2020-09-22T16:39:33Z
14,2020-10-06,19249,L04,F,400,400,Om,2020-09-22T16:39:33Z
14,2020-10-06,19297,1B,T,430,730,,2020-09-22T16:39:33Z
14,2020-10-06,31574,2F,P,800,900,DM,2020-09-22T16:39:33Z
14,2020-10-06,31042,2A,P,930,1030,,2020-09-22T16:39:33Z
14,2020-10-06,29792,2B,P,1100,1300,,2020-09-22T16:39:33Z
14,2020-10-06,28400,3B,T,1330,1630,Dm,2020-09-22T16:39:33Z
14,2020-10-06,34060,3C,P,1700,1800,,2020-09-22T16:39:33Z
14,2020-10-06,35208,4B,P,1830,2000,EM,2020-09-22T16:39:33Z
14,2020-10-06,22201,4C,F,2400,2400,,2020-09-22T16:39:33Z
2,2020-09-25,21120,1F,F,30,30,,2020-09-23T14:58:07Z
2,2020-09-25,19918,1S,T,100,130,,2020-09-23T14:58:07Z
2,2020-09-25,19838,1A,P,200,230,,2020-09-23T14:58:07Z
2,2020-09-25,18609,L04,F,400,400,,2020-09-23T14:58:07Z
2,2020-09-25,18520,1B,T,430,730,Om,2020-09-23T14:58:07Z
2,2020-09-25,28283,2F,P,800,900,DM,2020-09-23T14:58:07Z
2,2020-09-25,28273,2A,P,930,1030,,2020-09-23T14:58:07Z
2,2020-09-25,26566,2B,P,1100,1300,,2020-09-23T14:58:07Z
2,2020-09-25,24170,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
2,2020-09-25,29682,3C,P,1700,1800,,2020-09-23T14:58:07Z
2,2020-09-25,30993,4A,T,1830,1900,,2020-09-23T14:58:07Z
2,2020-09-25,32995,4B,P,1930,2000,EM,2020-09-23T14:58:07Z
2,2020-09-25,21066,4C,F,2400,2400,,2020-09-23T14:58:07Z
3,2020-09-26,20304,1F,F,30,30,,2020-09-23T14:58:07Z
3,2020-09-26,19419,1S,T,100,130,,2020-09-23T14:58:07Z
3,2020-09-26,19419,1A,P,200,230,,2020-09-23T14:58:07Z
3,2020-09-26,18040,L04,F,400,400,,2020-09-23T14:58:07Z
3,2020-09-26,17986,1B,T,430,730,Om,2020-09-23T14:58:07Z
3,2020-09-26,24208,2F,P,800,900,,2020-09-23T14:58:07Z
3,2020-09-26,24770,2A,P,930,1030,DM,2020-09-23T14:58:07Z
3,2020-09-26,23708,2B,P,1100,1300,,2020-09-23T14:58:07Z
3,2020-09-26,21856,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
3,2020-09-26,29134,3C,P,1700,1800,,2020-09-23T14:58:07Z
3,2020-09-26,30310,4A,T,1830,1900,,2020-09-23T14:58:07Z
3,2020-09-26,31632,4B,P,1930,2000,EM,2020-09-23T14:58:07Z
3,2020-09-26,21443,4C,F,2400,2400,,2020-09-23T14:58:07Z
4,2020-09-27,20643,1F,F,30,30,,2020-09-23T14:58:07Z
4,2020-09-27,19861,1S,T,100,130,,2020-09-23T14:58:07Z
4,2020-09-27,19808,1A,P,200,230,,2020-09-23T14:58:07Z
4,2020-09-27,18412,L04,F,400,400,,2020-09-23T14:58:07Z
4,2020-09-27,18192,1B,T,430,730,Om,2020-09-23T14:58:07Z
4,2020-09-27,23857,2F,P,800,900,,2020-09-23T14:58:07Z
4,2020-09-27,25506,2A,P,930,1030,,2020-09-23T14:58:07Z
4,2020-09-27,26137,2B,P,1100,1300,DM,2020-09-23T14:58:07Z
4,2020-09-27,24372,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
4,2020-09-27,30522,3C,P,1700,1800,,2020-09-23T14:58:07Z
4,2020-09-27,31478,4A,T,1830,1900,,2020-09-23T14:58:07Z
4,2020-09-27,33039,4B,P,1930,2000,EM,2020-09-23T14:58:07Z
4,2020-09-27,22226,4C,F,2400,2400,,2020-09-23T14:58:07Z
5,2020-09-28,20912,1F,F,30,30,,2020-09-23T14:58:07Z
5,2020-09-28,20463,1S,T,100,130,,2020-09-23T14:58:07Z
5,2020-09-28,20555,1A,P,200,230,,2020-09-23T14:58:07Z
5,2020-09-28,19611,L04,F,400,400,Om,2020-09-23T14:58:07Z
5,2020-09-28,19669,1B,T,430,730,,2020-09-23T14:58:07Z
5,2020-09-28,31509,2F,P,800,900,DM,2020-09-23T14:58:07Z
5,2020-09-28,31400,2A,P,930,1030,,2020-09-23T14:58:07Z
5,2020-09-28,30489,2B,P,1100,1300,,2020-09-23T14:58:07Z
5,2020-09-28,28297,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
5,2020-09-28,34329,3C,P,1700,1800,,2020-09-23T14:58:07Z
5,2020-09-28,34930,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
5,2020-09-28,22514,4C,F,2400,2400,,2020-09-23T14:58:07Z
6,2020-09-29,21546,1F,F,30,30,,2020-09-23T14:58:07Z
6,2020-09-29,20503,1S,T,100,130,,2020-09-23T14:58:07Z
6,2020-09-29,20655,1A,P,200,230,,2020-09-23T14:58:07Z
6,2020-09-29,19901,L04,F,400,400,Om,2020-09-23T14:58:07Z
6,2020-09-29,20044,1B,T,430,730,,2020-09-23T14:58:07Z
6,2020-09-29,31208,2F,P,800,900,,2020-09-23T14:58:07Z
6,2020-09-29,31292,2A,P,930,1030,DM,2020-09-23T14:58:07Z
6,2020-09-29,30194,2B,P,1100,1300,,2020-09-23T14:58:07Z
6,2020-09-29,28785,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
6,2020-09-29,34224,3C,P,1700,1800,,2020-09-23T14:58:07Z
6,2020-09-29,35124,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
6,2020-09-29,22690,4C,F,2400,2400,,2020-09-23T14:58:07Z
7,2020-09-30,21681,1F,F,30,30,,2020-09-23T14:58:07Z
7,2020-09-30,20800,1S,T,100,130,,2020-09-23T14:58:07Z
7,2020-09-30,20852,1A,P,200,230,,2020-09-23T14:58:07Z
7,2020-09-30,19596,L04,F,400,400,,2020-09-23T14:58:07Z
7,2020-09-30,19584,1B,T,430,730,Om,2020-09-23T14:58:07Z
7,2020-09-30,31318,2F,P,800,900,DM,2020-09-23T14:58:07Z
7,2020-09-30,30617,2A,P,930,1030,,2020-09-23T14:58:07Z
7,2020-09-30,30238,2B,P,1100,1300,,2020-09-23T14:58:07Z
7,2020-09-30,28106,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
7,2020-09-30,33529,3C,P,1700,1800,,2020-09-23T14:58:07Z
7,2020-09-30,34869,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
7,2020-09-30,22195,4C,F,2400,2400,,2020-09-23T14:58:07Z
8,2020-10-01,21259,1F,F,30,30,,2020-09-23T14:58:07Z
8,2020-10-01,20552,1S,T,100,130,,2020-09-23T14:58:07Z
8,2020-10-01,20616,1A,P,200,230,,2020-09-23T14:58:07Z
8,2020-10-01,19780,L04,F,400,400,,2020-09-23T14:58:07Z
8,2020-10-01,19721,1B,T,430,730,Om,2020-09-23T14:58:07Z
8,2020-10-01,31951,2F,P,800,900,DM,2020-09-23T14:58:07Z
8,2020-10-01,31699,2A,P,930,1030,,2020-09-23T14:58:07Z
8,2020-10-01,30310,2B,P,1100,1300,,2020-09-23T14:58:07Z
8,2020-10-01,29168,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
8,2020-10-01,34568,3C,P,1700,1800,,2020-09-23T14:58:07Z
8,2020-10-01,35884,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
8,2020-10-01,22814,4C,F,2400,2400,,2020-09-23T14:58:07Z
9,2020-10-02,21830,1F,F,30,30,,2020-09-23T14:58:07Z
9,2020-10-02,20661,1S,T,100,130,,2020-09-23T14:58:07Z
9,2020-10-02,20840,1A,P,200,230,,2020-09-23T14:58:07Z
9,2020-10-02,20156,L04,F,400,400,,2020-09-23T14:58:07Z
9,2020-10-02,19953,1B,T,430,730,Om,2020-09-23T14:58:07Z
9,2020-10-02,31537,2F,P,800,900,DM,2020-09-23T14:58:07Z
9,2020-10-02,31361,2A,P,930,1030,,2020-09-23T14:58:07Z
9,2020-10-02,29882,2B,P,1100,1300,,2020-09-23T14:58:07Z
9,2020-10-02,28205,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
9,2020-10-02,33196,3C,P,1700,1800,,2020-09-23T14:58:07Z
9,2020-10-02,34960,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
9,2020-10-02,22668,4C,F,2400,2400,,2020-09-23T14:58:07Z
10,2020-10-03,21489,1F,F,30,30,,2020-09-23T14:58:07Z
10,2020-10-03,20496,1S,T,100,130,,2020-09-23T14:58:07Z
10,2020-10-03,20453,1A,P,200,230,,2020-09-23T14:58:07Z
10,2020-10-03,18896,L04,F,400,400,,2020-09-23T14:58:07Z
10,2020-10-03,18680,1B,T,430,730,Om,2020-09-23T14:58:07Z
10,2020-10-03,26424,2F,P,800,900,,2020-09-23T14:58:07Z
10,2020-10-03,26840,2A,P,930,1030,DM,2020-09-23T14:58:07Z
10,2020-10-03,26531,2B,P,1100,1300,,2020-09-23T14:58:07Z
10,2020-10-03,24414,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
10,2020-10-03,30599,3C,P,1700,1800,,2020-09-23T14:58:07Z
10,2020-10-03,32506,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
10,2020-10-03,21392,4C,F,2400,2400,,2020-09-23T14:58:07Z
11,2020-10-04,20234,1F,F,30,30,,2020-09-23T14:58:07Z
11,2020-10-04,19230,1S,T,100,130,,2020-09-23T14:58:07Z
11,2020-10-04,19251,1A,P,200,230,,2020-09-23T14:58:07Z
11,2020-10-04,17842,L04,F,400,400,,2020-09-23T14:58:07Z
11,2020-10-04,17529,1B,T,430,730,Om,2020-09-23T14:58:07Z
11,2020-10-04,23964,2F,P,800,900,,2020-09-23T14:58:07Z
11,2020-10-04,25293,2A,P,930,1030,,2020-09-23T14:58:07Z
11,2020-10-04,25604,2B,P,1100,1300,DM,2020-09-23T14:58:07Z
11,2020-10-04,23891,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
11,2020-10-04,30568,3C,P,1700,1800,,2020-09-23T14:58:07Z
11,2020-10-04,33087,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
11,2020-10-04,21018,4C,F,2400,2400,,2020-09-23T14:58:07Z
12,2020-10-05,19723,1F,F,30,30,,2020-09-23T14:58:07Z
12,2020-10-05,19184,1S,T,100,130,,2020-09-23T14:58:07Z
12,2020-10-05,19333,1A,P,200,230,,2020-09-23T14:58:07Z
12,2020-10-05,18559,L04,F,400,400,,2020-09-23T14:58:07Z
12,2020-10-05,18454,1B,T,430,730,Om,2020-09-23T14:58:07Z
12,2020-10-05,31045,2F,P,800,900,DM,2020-09-23T14:58:07Z
12,2020-10-05,30689,2A,P,930,1030,,2020-09-23T14:58:07Z
12,2020-10-05,29795,2B,P,1100,1300,,2020-09-23T14:58:07Z
12,2020-10-05,28395,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
12,2020-10-05,34098,3C,P,1700,1800,,2020-09-23T14:58:07Z
12,2020-10-05,35470,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
12,2020-10-05,22226,4C,F,2400,2400,,2020-09-23T14:58:07Z
13,2020-10-06,21236,1F,F,30,30,,2020-09-23T14:58:07Z
13,2020-10-06,20235,1S,T,100,130,,2020-09-23T14:58:07Z
13,2020-10-06,20357,1A,P,200,230,,2020-09-23T14:58:07Z
13,2020-10-06,19533,L04,F,400,400,Om,2020-09-23T14:58:07Z
13,2020-10-06,19588,1B,T,430,730,,2020-09-23T14:58:07Z
13,2020-10-06,31768,2F,P,800,900,DM,2020-09-23T14:58:07Z
13,2020-10-06,31193,2A,P,930,1030,,2020-09-23T14:58:07Z
13,2020-10-06,29905,2B,P,1100,1300,,2020-09-23T14:58:07Z
13,2020-10-06,28706,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
13,2020-10-06,34417,3C,P,1700,1800,,2020-09-23T14:58:07Z
13,2020-10-06,35807,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
13,2020-10-06,22446,4C,F,2400,2400,,2020-09-23T14:58:07Z
14,2020-10-07,21223,1F,F,30,30,,2020-09-23T14:58:07Z
14,2020-10-07,20372,1S,T,100,130,,2020-09-23T14:58:07Z
14,2020-10-07,20589,1A,P,200,230,,2020-09-23T14:58:07Z
14,2020-10-07,19607,L04,F,400,400,,2020-09-23T14:58:07Z
14,2020-10-07,19382,1B,T,430,730,Om,2020-09-23T14:58:07Z
14,2020-10-07,31166,2F,P,800,900,DM,2020-09-23T14:58:07Z
14,2020-10-07,30993,2A,P,930,1030,,2020-09-23T14:58:07Z
14,2020-10-07,29820,2B,P,1100,1300,,2020-09-23T14:58:07Z
14,2020-10-07,28660,3B,T,1330,1630,Dm,2020-09-23T14:58:07Z
14,2020-10-07,34183,3C,P,1700,1800,,2020-09-23T14:58:07Z
14,2020-10-07,35846,4B,P,1830,2000,EM,2020-09-23T14:58:07Z
14,2020-10-07,22202,4C,F,2400,2400,,2020-09-23T14:58:07Z
2,2020-09-26,20095,1F,F,30,30,,2020-09-24T14:45:04Z
2,2020-09-26,19187,1S,T,100,130,,2020-09-24T14:45:04Z
2,2020-09-26,19175,1A,P,200,230,,2020-09-24T14:45:04Z
2,2020-09-26,17577,L04,F,400,400,,2020-09-24T14:45:04Z
2,2020-09-26,17480,1B,T,430,730,Om,2020-09-24T14:45:04Z
2,2020-09-26,23373,2F,P,800,900,,2020-09-24T14:45:04Z
2,2020-09-26,23892,2A,P,930,1030,DM,2020-09-24T14:45:04Z
2,2020-09-26,22928,2B,P,1100,1300,,2020-09-24T14:45:04Z
2,2020-09-26,21778,3B,T,1330,1630,Dm,2020-09-24T14:45:04Z
2,2020-09-26,28472,3C,P,1700,1800,,2020-09-24T14:45:04Z
2,2020-09-26,29526,4A,T,1830,1900,,2020-09-24T14:45:04Z
2,2020-09-26,30720,4B,P,1930,2000,EM,2020-09-24T14:45:04Z
2,2020-09-26,20710,4C,F,2400,2400,,2020-09-24T14:45:04Z
3,2020-09-27,19922,1F,F,30,30,,2020-09-24T14:45:04Z
3,2020-09-27,19163,1S,T,100,130,,2020-09-24T14:45:04Z
3,2020-09-27,19117,1A,P,200,230,,2020-09-24T14:45:04Z
3,2020-09-27,17754,L04,F,400,400,,2020-09-24T14:45:04Z
3,2020-09-27,17571,1B,T,430,730,Om,2020-09-24T14:45:04Z
3,2020-09-27,23475,2F,P,800,900,,2020-09-24T14:45:04Z
3,2020-09-27,25369,2A,P,930,1030,,2020-09-24T14:45:04Z
3,2020-09-27,26124,2B,P,1100,1300,DM,2020-09-24T14:45:04Z
3,2020-09-27,24595,3B,T,1330,1630,Dm,2020-09-24T14:45:04Z
3,2020-09-27,30381,3C,P,1700,1800,,2020-09-24T14:45:04Z
3,2020-09-27,31264,4A,T,1830,1900,,2020-09-24T14:45:04Z
3,2020-09-27,32782,4B,P,1930,2000,EM,2020-09-24T14:45:04Z
3,2020-09-27,22068,4C,F,2400,2400,,2020-09-24T14:45:04Z
4,2020-09-28,20766,1F,F,30,30,,2020-09-24T14:45:04Z
4,2020-09-28,20337,1S,T,100,130,,2020-09-24T14:45:04Z
4,2020-09-28,20436,1A,P,200,230,,2020-09-24T14:45:04Z
4,2020-09-28,19482,L04,F,400,400,Om,2020-09-24T14:45:04Z
4,2020-09-28,19542,1B,T,430,730,,2020-09-24T14:45:04Z
4,2020-09-28,31696,2F,P,800,900,DM,2020-09-24T14:45:04Z
4,2020-09-28,31656,2A,P,930,1030,,2020-09-24T14:45:04Z
4,2020-09-28,31033,2B,P,1100,1300,,2020-09-24T14:45:04Z
4,2020-09-28,28986,3B,T,1330,1630,Dm,2020-09-24T14:45:04Z
4,2020-09-28,34580,3C,P,1700,1800,,2020-09-24T14:45:04Z
4,2020-09-28,35218,4B,P,1830,2000,EM,2020-09-24T14:45:04Z
4,2020-09-28,22682,4C,F,2400,2400,,2020-09-24T14:45:04Z
5,2020-09-29,21702,1F,F,30,30,,2020-09-24T14:45:04Z
5,2020-09-29,20625,1S,T,100,130,,2020-09-24T14:45:04Z
