Year,MPAN_Code,DNO_Key,Short_Code,Band,Time_Period,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,GSP_Group_ID,GSP_Group_Name,Count,Unit,File_Path
2020,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.0,2.0,1.4610778443113772,1.0,K,South Wales,167,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
2020,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.499,4.39,2.7728947368421055,3.048,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
2020,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.008,2.95,2.0023684210526316,2.051,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
2020,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.066233918740059,4.004593495315447,2.0493224219598907,1.0771398518241653,K,South Wales,3,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
2020,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.0,2.0,1.4745762711864407,1.0,K,South Wales,59,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2020 v2.xlsx
2021,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",1.441,11.813,4.760130434782609,2.202,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
2021,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.961,7.877,3.191521739130435,1.469,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
2021,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),1.441,11.813,4.488421052631579,2.202,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
2021,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.961,7.877,3.133421052631579,1.469,K,South Wales,19,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
2021,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.0653206373618923,9.47293166114612,3.0292860513322895,1.7113617756557655,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2021 V.0.2.xlsx
2022,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.161,16.15,6.7150869565217395,1.131,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx
2022,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.107,10.77,4.473434782608695,0.752,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx
2022,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.161,9.959,3.750333333333333,1.131,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx
2022,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.107,6.623,2.494,0.752,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx
2022,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.04598833,8.75462947,2.5576022025,0.98637451,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx
2023,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.134,14.54,6.579304347826087,1.225,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx
2023,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.089,9.8,4.417260869565218,0.818,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx
2023,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.134,11.186,4.181666666666667,1.225,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx
2023,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.089,7.471,2.792666666666667,0.818,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx
2023,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.1379197315804305,6.323312449266765,1.8291178959533363,0.4631034640649668,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.133,25.32,9.521826086956525,1.124,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.087,16.78,6.282000000000001,0.734,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",33.29,33.29,33.29,33.29,K,South Wales,1,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.133,11.908,4.388333333333334,1.124,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.087,7.776,2.865666666666667,0.734,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2024,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.1379197315804305,6.323312449266765,1.8291178959533363,0.4631034640649668,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx
2025,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.267,19.258,7.392608695652174,1.453,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx
2025,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.177,12.788,4.909217391304347,0.965,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx
2025,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.267,19.258,6.992666666666667,1.453,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx
2025,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.177,12.788,4.6433333333333335,0.965,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx
2025,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.0974305085920311,7.29077420744636,2.6299064439315627,2.5675239059199284,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx
2026,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.294,18.538,7.638869565217391,1.53,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
2026,21,NGED-SWales,SWALES,GREEN,"23:00-07:00 (all days), all day (weekends) (default)",0.195,12.339,5.0831739130434785,1.018,K,South Wales,23,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
2026,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.294,18.538,6.787333333333334,1.53,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
2026,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.195,12.339,4.517333333333334,1.018,K,South Wales,15,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
2026,21,NGED-SWales,SWALES,RED,16:00-19:00 (weekdays) (default),0.0812631950151872,6.834281169808261,1.98991810162448,0.907523786616811,K,South Wales,4,p/kWh,dno_data_enhanced/SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx
