settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,nationalGridBmUnit,bmUnit,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
2021-06-01,1,1,2021-05-31T23:03:00Z,2021-05-31T23:05:00Z,450,500,DIDCB5,T_DIDCB5,125139,2021-05-31T23:01:00Z,False,False,False,False
2021-06-01,1,1,2021-05-31T23:02:00Z,2021-05-31T23:03:00Z,0,90,FFES-4,T_FFES-4,158232,2021-05-31T23:01:00Z,False,False,False,False
2021-06-01,1,1,2021-05-31T23:01:00Z,2021-05-31T23:26:00Z,790,790,MRWD-1,T_MRWD-1,130068,2021-05-31T22:50:00Z,False,False,False,False
2021-06-01,1,1,2021-05-31T23:00:00Z,2021-05-31T23:24:00Z,713,335,SPLN-1,T_SPLN-1,191610,2021-05-31T22:43:00Z,False,False,False,False
2021-06-01,1,1,2021-05-31T23:00:00Z,2021-05-31T23:07:00Z,0,0,DINO-5,T_DINO-5,116986,2021-05-31T22:59:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:58:00Z,2021-05-31T23:18:00Z,450,450,DIDCB5,T_DIDCB5,125138,2021-05-31T22:52:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:58:00Z,2021-05-31T23:03:00Z,720,844,MRWD-1,T_MRWD-1,130067,2021-05-31T22:27:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:58:00Z,2021-05-31T23:01:00Z,720,790,MRWD-1,T_MRWD-1,130068,2021-05-31T22:50:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:55:00Z,2021-05-31T23:10:00Z,437,437,DRAXX-2,T_DRAXX-2,158879,2021-05-31T22:52:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:53:00Z,2021-05-31T23:23:00Z,713,713,SPLN-1,T_SPLN-1,191611,2021-05-31T22:51:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:53:00Z,2021-05-31T23:03:00Z,135,250,GRAI-6,T_GRAI-6,99585,2021-05-31T22:51:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:52:00Z,2021-05-31T23:07:00Z,447,300,DRAXX-2,T_DRAXX-2,158877,2021-05-31T22:20:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:52:00Z,2021-05-31T23:01:00Z,580,360,DIDCB5,T_DIDCB5,125135,2021-05-31T22:16:00Z,False,True,False,False
2021-05-31,48,1,2021-05-31T22:50:00Z,2021-05-31T23:20:00Z,241,241,CARR-2,T_CARR-2,65958,2021-05-31T22:48:00Z,False,False,False,False
2021-05-31,48,1,2021-05-31T22:45:00Z,2021-05-31T23:15:00Z,195,195,STAY-2,T_STAY-2,98238,2021-05-31T22:10:00Z,False,True,False,False
2021-05-31,48,1,2021-05-31T22:43:00Z,2021-05-31T23:13:00Z,220,220,CARR-2,T_CARR-2,65955,2021-05-31T22:05:00Z,False,True,False,False
2021-05-31,48,1,2021-05-31T22:42:00Z,2021-05-31T23:13:00Z,220,220,STAY-1,T_STAY-1,93485,2021-05-31T22:10:00Z,False,True,False,False
2021-05-31,48,1,2021-05-31T22:42:00Z,2021-05-31T23:12:00Z,300,300,DRAXX-2,T_DRAXX-2,158876,2021-05-31T22:05:00Z,False,True,False,False
2021-05-31,48,1,2021-05-31T22:41:00Z,2021-05-31T23:09:00Z,777,335,SPLN-1,T_SPLN-1,191609,2021-05-31T22:24:00Z,False,False,False,False
2021-05-31,48,2,2021-05-31T22:31:00Z,2021-05-31T23:30:00Z,360,360,DIDCB5,T_DIDCB5,125134,2021-05-31T22:06:00Z,False,True,False,False
2021-06-01,2,3,2021-05-31T23:59:00Z,2021-06-01T00:14:00Z,500,500,DIDCB5,T_DIDCB5,125145,2021-05-31T23:48:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:58:00Z,2021-05-31T23:59:00Z,0,0,DINO-6,T_DINO-6,131275,2021-05-31T22:57:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:57:00Z,2021-06-01T00:01:00Z,290,250,GRAI-6,T_GRAI-6,99589,2021-05-31T23:49:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:57:00Z,2021-05-31T23:59:00Z,450,500,DIDCB5,T_DIDCB5,125145,2021-05-31T23:48:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:56:00Z,2021-06-01T00:03:00Z,300,230,GRAI-6,T_GRAI-6,99588,2021-05-31T23:40:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:53:00Z,2021-06-01T00:23:00Z,380,380,PEMB-11,T_PEMB-11,88819,2021-05-31T23:40:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:53:00Z,2021-05-31T23:59:00Z,340,424,PEMB-21,T_PEMB-21,80793,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:52:00Z,2021-05-31T23:55:00Z,43,0,STAY-2,T_STAY-2,98239,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:51:00Z,2021-05-31T23:55:00Z,43,0,STAY-1,T_STAY-1,93486,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:51:00Z,2021-05-31T23:54:00Z,380,416,PEMB-31,T_PEMB-31,76841,2021-05-31T23:31:00Z,False,False,False,False
2021-06-01,2,4,2021-05-31T23:50:00Z,2021-06-01T00:40:00Z,340,340,PEMB-21,T_PEMB-21,80795,2021-05-31T23:48:00Z,False,False,False,False
2021-06-01,2,4,2021-05-31T23:50:00Z,2021-06-01T00:40:00Z,380,380,PEMB-31,T_PEMB-31,76843,2021-05-31T23:48:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:50:00Z,2021-05-31T23:58:00Z,230,135,GRAI-6,T_GRAI-6,99587,2021-05-31T23:12:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:50:00Z,2021-05-31T23:56:00Z,340,424,PEMB-11,T_PEMB-11,88818,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:50:00Z,2021-05-31T23:53:00Z,300,220,CARR-2,T_CARR-2,65961,2021-05-31T23:18:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:50:00Z,2021-05-31T23:53:00Z,340,380,PEMB-11,T_PEMB-11,88819,2021-05-31T23:40:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:50:00Z,2021-05-31T23:52:00Z,125,43,STAY-2,T_STAY-2,98239,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:49:00Z,2021-05-31T23:55:00Z,100,0,CARR-2,T_CARR-2,65957,2021-05-31T22:44:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:49:00Z,2021-05-31T23:51:00Z,125,43,STAY-1,T_STAY-1,93486,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,3,2021-05-31T23:48:00Z,2021-06-01T00:18:00Z,300,300,CARR-2,T_CARR-2,65963,2021-05-31T23:46:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:48:00Z,2021-06-01T00:18:00Z,722,722,SPLN-1,T_SPLN-1,191614,2021-05-31T23:46:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:47:00Z,2021-05-31T23:50:00Z,390,424,PEMB-11,T_PEMB-11,88817,2021-05-31T23:13:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:47:00Z,2021-05-31T23:49:00Z,130,100,CARR-2,T_CARR-2,65957,2021-05-31T22:44:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:47:00Z,2021-05-31T23:49:00Z,390,424,PEMB-21,T_PEMB-21,80792,2021-05-31T23:13:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:45:00Z,2021-06-01T00:15:00Z,195,195,STAY-2,T_STAY-2,98240,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:45:00Z,2021-05-31T23:50:00Z,195,125,STAY-2,T_STAY-2,98239,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:44:00Z,2021-05-31T23:50:00Z,300,230,GRAI-6,T_GRAI-6,99587,2021-05-31T23:12:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:44:00Z,2021-05-31T23:48:00Z,450,360,DIDCB5,T_DIDCB5,125141,2021-05-31T23:12:00Z,False,True,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,220,220,CARR-2,T_CARR-2,65960,2021-05-31T23:14:00Z,False,True,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,450,450,DIDCB5,T_DIDCB5,125144,2021-05-31T23:41:00Z,False,True,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,340,340,PEMB-21,T_PEMB-21,80794,2021-05-31T23:41:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,380,380,PEMB-31,T_PEMB-31,76842,2021-05-31T23:41:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,800,335,SPLN-1,T_SPLN-1,191613,2021-05-31T23:23:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:43:00Z,2021-06-01T00:13:00Z,220,220,STAY-1,T_STAY-1,93487,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:43:00Z,2021-05-31T23:49:00Z,220,125,STAY-1,T_STAY-1,93486,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:43:00Z,2021-05-31T23:47:00Z,220,130,CARR-2,T_CARR-2,65957,2021-05-31T22:44:00Z,False,True,False,False
2021-06-01,2,2,2021-05-31T23:42:00Z,2021-05-31T23:56:00Z,300,300,GRAI-6,T_GRAI-6,99588,2021-05-31T23:40:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:37:00Z,2021-06-01T00:01:00Z,713,335,SPLN-1,T_SPLN-1,191612,2021-05-31T23:15:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:36:00Z,2021-05-31T23:51:00Z,380,380,PEMB-31,T_PEMB-31,76841,2021-05-31T23:31:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:35:00Z,2021-05-31T23:53:00Z,340,340,PEMB-21,T_PEMB-21,80793,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:35:00Z,2021-05-31T23:50:00Z,340,340,PEMB-11,T_PEMB-11,88818,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:33:00Z,2021-05-31T23:36:00Z,416,380,PEMB-31,T_PEMB-31,76841,2021-05-31T23:31:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:32:00Z,2021-05-31T23:35:00Z,390,340,PEMB-11,T_PEMB-11,88818,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:32:00Z,2021-05-31T23:35:00Z,390,340,PEMB-21,T_PEMB-21,80793,2021-05-31T23:30:00Z,False,False,False,False
2021-06-01,2,2,2021-05-31T23:31:00Z,2021-05-31T23:43:00Z,800,800,SPLN-1,T_SPLN-1,191613,2021-05-31T23:23:00Z,False,False,False,False
2021-06-01,2,3,2021-05-31T23:30:00Z,2021-06-01T00:00:00Z,360,360,DIDCB5,T_DIDCB5,125137,2021-05-31T22:31:00Z,False,True,False,False
2021-06-01,1,2,2021-05-31T23:26:00Z,2021-05-31T23:31:00Z,790,650,MRWD-1,T_MRWD-1,130068,2021-05-31T22:50:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:25:00Z,2021-05-31T23:31:00Z,713,800,SPLN-1,T_SPLN-1,191613,2021-05-31T23:23:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:23:00Z,2021-05-31T23:47:00Z,713,335,SPLN-1,T_SPLN-1,191611,2021-05-31T22:51:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:20:00Z,2021-05-31T23:50:00Z,300,300,CARR-2,T_CARR-2,65961,2021-05-31T23:18:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:17:00Z,2021-05-31T23:47:00Z,390,390,PEMB-11,T_PEMB-11,88817,2021-05-31T23:13:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:17:00Z,2021-05-31T23:47:00Z,390,390,PEMB-21,T_PEMB-21,80792,2021-05-31T23:13:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:17:00Z,2021-05-31T23:37:00Z,713,713,SPLN-1,T_SPLN-1,191612,2021-05-31T23:15:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:17:00Z,2021-05-31T23:31:00Z,437,300,DRAXX-2,T_DRAXX-2,158880,2021-05-31T23:05:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:15:00Z,2021-05-31T23:45:00Z,195,195,STAY-2,T_STAY-2,98239,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,1,2,2021-05-31T23:14:00Z,2021-05-31T23:44:00Z,450,450,DIDCB5,T_DIDCB5,125141,2021-05-31T23:12:00Z,False,True,False,False
2021-06-01,1,2,2021-05-31T23:14:00Z,2021-05-31T23:44:00Z,300,300,GRAI-6,T_GRAI-6,99587,2021-05-31T23:12:00Z,False,False,False,False
2021-06-01,1,2,2021-05-31T23:13:00Z,2021-05-31T23:43:00Z,220,220,CARR-2,T_CARR-2,65957,2021-05-31T22:44:00Z,False,True,False,False
2021-06-01,1,2,2021-05-31T23:13:00Z,2021-05-31T23:43:00Z,220,220,STAY-1,T_STAY-1,93486,2021-05-31T22:32:00Z,False,True,False,False
2021-06-01,1,3,2021-05-31T23:12:00Z,2021-06-01T00:00:00Z,300,300,DRAXX-2,T_DRAXX-2,158878,2021-05-31T22:43:00Z,False,True,False,False
2021-06-01,3,5,2021-06-01T00:25:00Z,2021-06-01T01:05:00Z,330,330,PEMB-31,T_PEMB-31,76844,2021-06-01T00:20:00Z,False,False,False,False
2021-06-01,3,4,2021-06-01T00:25:00Z,2021-06-01T00:55:00Z,800,335,SPLN-1,T_SPLN-1,191616,2021-06-01T00:13:00Z,False,False,False,False
2021-06-01,3,4,2021-06-01T00:25:00Z,2021-06-01T00:35:00Z,710,710,MRWD-1,T_MRWD-1,130069,2021-06-01T00:20:00Z,False,False,False,False
2021-06-01,3,4,2021-06-01T00:25:00Z,2021-06-01T00:30:00Z,350,220,CARR-2,T_CARR-2,65965,2021-06-01T00:08:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:23:00Z,2021-06-01T00:27:00Z,380,425,PEMB-11,T_PEMB-11,88819,2021-05-31T23:40:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:22:00Z,2021-06-01T00:25:00Z,780,710,MRWD-1,T_MRWD-1,130069,2021-06-01T00:20:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:22:00Z,2021-06-01T00:25:00Z,380,330,PEMB-31,T_PEMB-31,76844,2021-06-01T00:20:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:22:00Z,2021-06-01T00:25:00Z,43,0,STAY-2,T_STAY-2,98240,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,3,3,2021-06-01T00:21:00Z,2021-06-01T00:29:00Z,0,0,CRUA-1,T_CRUA-1,173701,2021-06-01T00:20:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:21:00Z,2021-06-01T00:25:00Z,43,0,STAY-1,T_STAY-1,93487,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,3,3,2021-06-01T00:20:00Z,2021-06-01T00:22:00Z,125,43,STAY-2,T_STAY-2,98240,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,3,3,2021-06-01T00:19:00Z,2021-06-01T00:25:00Z,100,0,CARR-2,T_CARR-2,65960,2021-05-31T23:14:00Z,False,True,False,False
2021-06-01,3,3,2021-06-01T00:19:00Z,2021-06-01T00:25:00Z,500,360,DIDCB5,T_DIDCB5,125147,2021-06-01T00:07:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:19:00Z,2021-06-01T00:21:00Z,125,43,STAY-1,T_STAY-1,93487,2021-05-31T23:09:00Z,False,True,False,False
2021-06-01,3,4,2021-06-01T00:18:00Z,2021-06-01T00:43:00Z,722,335,SPLN-1,T_SPLN-1,191614,2021-05-31T23:46:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:18:00Z,2021-06-01T00:21:00Z,300,220,CARR-2,T_CARR-2,65963,2021-05-31T23:46:00Z,False,False,False,False
2021-06-01,3,4,2021-06-01T00:17:00Z,2021-06-01T00:47:00Z,800,335,SPLN-1,T_SPLN-1,191615,2021-05-31T23:55:00Z,False,False,False,False
2021-06-01,3,4,2021-06-01T00:17:00Z,2021-06-01T00:32:00Z,500,500,DIDCB5,T_DIDCB5,125148,2021-06-01T00:15:00Z,False,False,False,False
2021-06-01,3,3,2021-06-01T00:17:00Z,2021-06-01T00:19:00Z,130,100,CARR-2,T_CARR-2,65960,2021-05-31T23:14:00Z,False,True,False,False
2021-06-01,3,4,2021-06-01T00:15:00Z,2021-06-01T00:45:00Z,195,195,STAY-2,T_STAY-2,98241,2021-05-31T23:32:00Z,False,True,False,False
