settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,nationalGridBmUnit,bmUnit,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
2021-05-20,1,2,2021-05-19T23:29:00Z,2021-05-19T23:31:00Z,150,150,DINO-5,T_DINO-5,116111,2021-05-19T23:27:00Z,False,False,False,False
2021-05-20,1,2,2021-05-19T23:29:00Z,2021-05-19T23:30:00Z,150,0,DINO-5,T_DINO-5,116110,2021-05-19T23:23:00Z,False,False,False,False
2021-05-20,1,2,2021-05-19T23:28:00Z,2021-05-19T23:38:00Z,801,821,LAGA-1,T_LAGA-1,120353,2021-05-19T22:38:00Z,False,False,False,False
2021-05-20,1,2,2021-05-19T23:26:00Z,2021-05-19T23:40:00Z,204,200,MRWD-1,T_MRWD-1,129169,2021-05-19T22:30:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:26:00Z,2021-05-19T23:29:00Z,150,150,DINO-5,T_DINO-5,116110,2021-05-19T23:23:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:26:00Z,2021-05-19T23:27:00Z,150,0,DINO-5,T_DINO-5,116109,2021-05-19T23:20:00Z,False,False,False,False
2021-05-20,1,2,2021-05-19T23:25:00Z,2021-05-19T23:35:00Z,550,645,DRAXX-2,T_DRAXX-2,158571,2021-05-19T22:53:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:25:00Z,2021-05-19T23:28:00Z,730,801,LAGA-1,T_LAGA-1,120353,2021-05-19T22:38:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:25:00Z,2021-05-19T23:26:00Z,700,724,DIDCB5,T_DIDCB5,124633,2021-05-19T22:53:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:24:00Z,2021-05-19T23:27:00Z,246,195,STAY-4,T_STAY-4,90007,2021-05-19T22:52:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:24:00Z,2021-05-19T23:25:00Z,0,0,DINO-4,T_DINO-4,108835,2021-05-19T23:13:00Z,False,False,True,False
2021-05-20,1,1,2021-05-19T23:23:00Z,2021-05-19T23:28:00Z,310,388,SCCL-1,T_SCCL-1,98760,2021-05-19T22:24:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:23:00Z,2021-05-19T23:26:00Z,150,150,DINO-5,T_DINO-5,116109,2021-05-19T23:20:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:23:00Z,2021-05-19T23:26:00Z,340,388,SCCL-1,T_SCCL-1,98759,2021-05-19T22:19:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:23:00Z,2021-05-19T23:24:00Z,150,0,DINO-5,T_DINO-5,116108,2021-05-19T23:17:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:20:00Z,2021-05-19T23:29:00Z,320,539,SHBA-2,T_SHBA-2,168691,2021-05-19T22:22:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:19:00Z,2021-05-19T23:27:00Z,350,539,SHBA-2,T_SHBA-2,168689,2021-05-19T22:06:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:19:00Z,2021-05-19T23:23:00Z,150,150,DINO-5,T_DINO-5,116108,2021-05-19T23:17:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:19:00Z,2021-05-19T23:20:00Z,150,0,DINO-5,T_DINO-5,116107,2021-05-19T23:16:00Z,False,False,False,False
2021-05-20,1,2,2021-05-19T23:18:00Z,2021-05-19T23:53:00Z,450,450,MRWD-1,T_MRWD-1,129170,2021-05-19T23:01:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:17:00Z,2021-05-19T23:19:00Z,150,150,DINO-5,T_DINO-5,116107,2021-05-19T23:16:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:17:00Z,2021-05-19T23:19:00Z,290,320,SHBA-2,T_SHBA-2,168692,2021-05-19T22:23:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:17:00Z,2021-05-19T23:18:00Z,150,0,DINO-5,T_DINO-5,116106,2021-05-19T23:13:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:16:00Z,2021-05-19T23:25:00Z,260,0,DAMC-1,T_DAMC-1,131155,2021-05-19T22:08:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:16:00Z,2021-05-19T23:18:00Z,360,388,SCCL-1,T_SCCL-1,98758,2021-05-19T22:12:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:15:00Z,2021-05-19T23:25:00Z,550,645,DRAXX-4,T_DRAXX-4,169457,2021-05-19T22:53:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:15:00Z,2021-05-19T23:18:00Z,531,450,MRWD-1,T_MRWD-1,129170,2021-05-19T23:01:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:15:00Z,2021-05-19T23:17:00Z,150,150,DINO-5,T_DINO-5,116106,2021-05-19T23:13:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:15:00Z,2021-05-19T23:16:00Z,150,0,DINO-5,T_DINO-5,116105,2021-05-19T23:10:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:14:00Z,2021-05-19T23:26:00Z,821,833,LAGA-1,T_LAGA-1,120352,2021-05-19T22:26:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:13:00Z,2021-05-19T23:15:00Z,150,150,DINO-5,T_DINO-5,116105,2021-05-19T23:10:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:13:00Z,2021-05-19T23:14:00Z,150,0,DINO-5,T_DINO-5,116104,2021-05-19T23:09:00Z,False,False,False,False
2021-05-20,1,3,2021-05-19T23:12:00Z,2021-05-20T00:17:00Z,640,640,DIDCB5,T_DIDCB5,124634,2021-05-19T23:07:00Z,False,False,False,False
2021-05-20,1,3,2021-05-19T23:12:00Z,2021-05-20T00:13:00Z,340,340,GRAI-8,T_GRAI-8,96335,2021-05-19T23:10:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:12:00Z,2021-05-19T23:13:00Z,330,350,SHBA-2,T_SHBA-2,168690,2021-05-19T22:19:00Z,False,True,False,False
2021-05-20,1,2,2021-05-19T23:11:00Z,2021-05-19T23:33:00Z,550,550,DIDCB6,T_DIDCB6,154952,2021-05-19T23:07:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:11:00Z,2021-05-19T23:13:00Z,150,150,DINO-5,T_DINO-5,116104,2021-05-19T23:09:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:11:00Z,2021-05-19T23:12:00Z,150,0,DINO-5,T_DINO-5,116103,2021-05-19T23:06:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:09:00Z,2021-05-19T23:12:00Z,700,640,DIDCB5,T_DIDCB5,124634,2021-05-19T23:07:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:09:00Z,2021-05-19T23:11:00Z,580,550,DIDCB6,T_DIDCB6,154952,2021-05-19T23:07:00Z,False,False,False,False
2021-05-20,1,3,2021-05-19T23:08:00Z,2021-05-20T00:18:00Z,240,240,SCCL-1,T_SCCL-1,98764,2021-05-19T23:05:00Z,False,True,False,False
2021-05-20,1,3,2021-05-19T23:08:00Z,2021-05-20T00:18:00Z,710,710,SHBA-1,T_SHBA-1,186971,2021-05-19T23:05:00Z,False,True,False,False
2021-05-20,1,1,2021-05-19T23:08:00Z,2021-05-19T23:26:00Z,740,204,MRWD-1,T_MRWD-1,129169,2021-05-19T22:30:00Z,False,False,False,False
2021-05-20,1,1,2021-05-19T23:08:00Z,2021-05-19T23:11:00Z,150,150,DINO-5,T_DINO-5,116103,2021-05-19T23:06:00Z,False,False,False,False
