settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,nationalGridBmUnit,bmUnit,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
2021-06-03,2,2,2021-06-02T23:47:00Z,2021-06-02T23:52:00Z,320,320,SCCL-1,T_SCCL-1,99039,2021-06-02T23:44:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:47:00Z,2021-06-02T23:51:00Z,220,130,CARR-2,T_CARR-2,66127,2021-06-02T22:30:00Z,False,True,False,False
2021-06-03,2,2,2021-06-02T23:46:00Z,2021-06-02T23:47:00Z,336,320,SCCL-1,T_SCCL-1,99039,2021-06-02T23:44:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:45:00Z,2021-06-03T00:10:00Z,220,220,WBURB-2,T_WBURB-2,106410,2021-06-02T23:02:00Z,False,True,False,False
2021-06-03,2,2,2021-06-02T23:43:00Z,2021-06-02T23:49:00Z,290,382,SCCL-1,T_SCCL-1,99038,2021-06-02T23:27:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:42:00Z,2021-06-02T23:43:00Z,-287,0,DINO-6,T_DINO-6,131296,2021-06-02T23:40:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:41:00Z,2021-06-03T00:21:00Z,280,280,PEMB-11,T_PEMB-11,88869,2021-06-02T23:36:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:41:00Z,2021-06-02T23:42:00Z,-287,0,DINO-6,T_DINO-6,131295,2021-06-02T23:38:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:41:00Z,2021-06-02T23:42:00Z,-287,-287,DINO-6,T_DINO-6,131296,2021-06-02T23:40:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:40:00Z,2021-06-02T23:50:00Z,300,420,GRAI-7,T_GRAI-7,101129,2021-06-02T22:58:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:40:00Z,2021-06-02T23:45:00Z,325,220,WBURB-2,T_WBURB-2,106410,2021-06-02T23:02:00Z,False,True,False,False
2021-06-03,2,2,2021-06-02T23:40:00Z,2021-06-02T23:41:00Z,310,304,WBURB-2,T_WBURB-2,106412,2021-06-02T23:22:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:39:00Z,2021-06-03T00:19:00Z,310,310,PEMB-41,T_PEMB-41,78054,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:39:00Z,2021-06-03T00:14:00Z,300,300,PEMB-21,T_PEMB-21,80832,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:39:00Z,2021-06-03T00:14:00Z,313,313,PEMB-31,T_PEMB-31,76892,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:39:00Z,2021-06-03T00:04:00Z,250,250,GRAI-7,T_GRAI-7,101130,2021-06-02T23:32:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:39:00Z,2021-06-02T23:41:00Z,-287,-287,DINO-6,T_DINO-6,131295,2021-06-02T23:38:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:39:00Z,2021-06-02T23:40:00Z,-287,0,DINO-6,T_DINO-6,131294,2021-06-02T23:36:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:38:00Z,2021-06-02T23:55:00Z,170,0,MEDP-1,T_MEDP-1,108439,2021-06-02T22:38:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:38:00Z,2021-06-02T23:41:00Z,330,280,PEMB-11,T_PEMB-11,88869,2021-06-02T23:36:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:37:00Z,2021-06-02T23:44:00Z,313,426,PEMB-31,T_PEMB-31,76890,2021-06-02T22:58:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:37:00Z,2021-06-02T23:39:00Z,-287,-287,DINO-6,T_DINO-6,131294,2021-06-02T23:36:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:37:00Z,2021-06-02T23:38:00Z,-287,0,DINO-6,T_DINO-6,131293,2021-06-02T23:34:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:35:00Z,2021-06-02T23:37:00Z,-287,-287,DINO-6,T_DINO-6,131293,2021-06-02T23:34:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:35:00Z,2021-06-02T23:36:00Z,-287,0,DINO-6,T_DINO-6,131292,2021-06-02T23:32:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:34:00Z,2021-06-02T23:39:00Z,300,250,GRAI-7,T_GRAI-7,101130,2021-06-02T23:32:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:33:00Z,2021-06-02T23:43:00Z,290,290,SCCL-1,T_SCCL-1,99038,2021-06-02T23:27:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:33:00Z,2021-06-02T23:35:00Z,-287,-287,DINO-6,T_DINO-6,131292,2021-06-02T23:32:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:33:00Z,2021-06-02T23:34:00Z,-287,0,DINO-6,T_DINO-6,131291,2021-06-02T23:30:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:32:00Z,2021-06-02T23:40:00Z,500,580,DRAXX-3,T_DRAXX-3,162717,2021-06-02T23:02:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:32:00Z,2021-06-02T23:38:00Z,320,414,STAY-1,T_STAY-1,93549,2021-06-02T23:09:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:31:00Z,2021-06-03T00:01:00Z,250,250,STAY-1,T_STAY-1,93550,2021-06-02T23:24:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:31:00Z,2021-06-02T23:42:00Z,280,280,WBURB-2,T_WBURB-2,106413,2021-06-02T23:25:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:31:00Z,2021-06-02T23:34:00Z,340,382,SCCL-1,T_SCCL-1,99037,2021-06-02T23:16:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:31:00Z,2021-06-02T23:33:00Z,-287,-287,DINO-6,T_DINO-6,131291,2021-06-02T23:30:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:31:00Z,2021-06-02T23:32:00Z,-287,0,DINO-6,T_DINO-6,131290,2021-06-02T23:28:00Z,False,False,False,False
2021-06-03,2,3,2021-06-02T23:30:00Z,2021-06-03T00:00:00Z,440,440,DIDCB6,T_DIDCB6,155389,2021-06-02T22:41:00Z,False,True,False,False
2021-06-03,2,3,2021-06-02T23:30:00Z,2021-06-03T00:00:00Z,230,230,GRAI-8,T_GRAI-8,96998,2021-06-02T22:38:00Z,False,False,False,False
2021-06-03,2,2,2021-06-02T23:30:00Z,2021-06-02T23:40:00Z,310,310,WBURB-2,T_WBURB-2,106412,2021-06-02T23:22:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:29:00Z,2021-06-02T23:33:00Z,340,290,SCCL-1,T_SCCL-1,99038,2021-06-02T23:27:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:29:00Z,2021-06-02T23:31:00Z,-287,-287,DINO-6,T_DINO-6,131290,2021-06-02T23:28:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:28:00Z,2021-06-02T23:36:00Z,300,431,PEMB-21,T_PEMB-21,80830,2021-06-02T23:08:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:27:00Z,2021-06-02T23:31:00Z,360,280,WBURB-2,T_WBURB-2,106413,2021-06-02T23:25:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:26:00Z,2021-06-02T23:56:00Z,313,313,PEMB-31,T_PEMB-31,76891,2021-06-02T23:24:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:26:00Z,2021-06-02T23:31:00Z,320,250,STAY-1,T_STAY-1,93550,2021-06-02T23:24:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:22:00Z,2021-06-02T23:52:00Z,300,300,PEMB-21,T_PEMB-21,80831,2021-06-02T23:20:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:21:00Z,2021-06-02T23:31:00Z,340,340,SCCL-1,T_SCCL-1,99037,2021-06-02T23:16:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:17:00Z,2021-06-02T23:47:00Z,220,220,CARR-2,T_CARR-2,66127,2021-06-02T22:30:00Z,False,True,False,False
2021-06-03,1,2,2021-06-02T23:17:00Z,2021-06-02T23:38:00Z,360,360,WBURB-2,T_WBURB-2,106411,2021-06-02T23:12:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:17:00Z,2021-06-02T23:32:00Z,320,320,STAY-1,T_STAY-1,93549,2021-06-02T23:09:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:12:00Z,2021-06-02T23:32:00Z,500,500,DRAXX-3,T_DRAXX-3,162717,2021-06-02T23:02:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:11:00Z,2021-06-02T23:51:00Z,680,680,MRWD-1,T_MRWD-1,130200,2021-06-02T23:09:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:10:00Z,2021-06-02T23:55:00Z,310,310,PEMB-41,T_PEMB-41,78053,2021-06-02T23:08:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:10:00Z,2021-06-02T23:50:00Z,330,330,PEMB-11,T_PEMB-11,88868,2021-06-02T23:08:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:08:00Z,2021-06-02T23:38:00Z,170,170,MEDP-1,T_MEDP-1,108439,2021-06-02T22:38:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:07:00Z,2021-06-02T23:37:00Z,313,313,PEMB-31,T_PEMB-31,76890,2021-06-02T22:58:00Z,False,False,False,False
2021-06-03,1,2,2021-06-02T23:00:00Z,2021-06-02T23:40:00Z,300,300,GRAI-7,T_GRAI-7,101129,2021-06-02T22:58:00Z,False,False,False,False
2021-06-02,48,2,2021-06-02T22:39:00Z,2021-06-02T23:34:00Z,345,345,WBURB-1,T_WBURB-1,101906,2021-06-02T22:37:00Z,False,False,False,False
2021-06-03,3,4,2021-06-03T00:29:00Z,2021-06-03T00:59:00Z,359,359,PEMB-11,T_PEMB-11,88871,2021-06-03T00:27:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:25:00Z,2021-06-03T00:26:00Z,30,0,WBURB-2,T_WBURB-2,106410,2021-06-02T23:02:00Z,False,True,False,False
2021-06-03,3,4,2021-06-03T00:24:00Z,2021-06-03T00:33:00Z,280,423,PEMB-11,T_PEMB-11,88870,2021-06-03T00:17:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:23:00Z,2021-06-03T00:29:00Z,100,0,CARR-2,T_CARR-2,66128,2021-06-02T23:01:00Z,False,True,False,False
2021-06-03,3,4,2021-06-03T00:21:00Z,2021-06-03T00:30:00Z,280,423,PEMB-11,T_PEMB-11,88869,2021-06-02T23:36:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:21:00Z,2021-06-03T00:23:00Z,130,100,CARR-2,T_CARR-2,66128,2021-06-02T23:01:00Z,False,True,False,False
2021-06-03,3,4,2021-06-03T00:19:00Z,2021-06-03T00:49:00Z,310,310,PEMB-41,T_PEMB-41,78055,2021-06-03T00:17:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:19:00Z,2021-06-03T00:26:00Z,300,414,STAY-1,T_STAY-1,93551,2021-06-03T00:01:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:19:00Z,2021-06-03T00:25:00Z,310,407,PEMB-41,T_PEMB-41,78054,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:19:00Z,2021-06-03T00:24:00Z,280,280,PEMB-11,T_PEMB-11,88870,2021-06-03T00:17:00Z,False,False,False,False
2021-06-03,3,4,2021-06-03T00:18:00Z,2021-06-03T00:48:00Z,300,300,STAY-1,T_STAY-1,93552,2021-06-03T00:16:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:18:00Z,2021-06-03T00:24:00Z,680,850,MRWD-1,T_MRWD-1,130201,2021-06-02T23:46:00Z,False,False,False,False
2021-06-03,3,4,2021-06-03T00:17:00Z,2021-06-03T00:47:00Z,220,220,CARR-2,T_CARR-2,66129,2021-06-02T23:48:00Z,False,True,False,False
2021-06-03,3,4,2021-06-03T00:17:00Z,2021-06-03T00:47:00Z,680,680,MRWD-1,T_MRWD-1,130202,2021-06-03T00:15:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:17:00Z,2021-06-03T00:21:00Z,220,130,CARR-2,T_CARR-2,66128,2021-06-02T23:01:00Z,False,True,False,False
2021-06-03,3,3,2021-06-03T00:14:00Z,2021-06-03T00:21:00Z,300,420,PEMB-21,T_PEMB-21,80832,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,3,3,2021-06-03T00:14:00Z,2021-06-03T00:20:00Z,313,414,PEMB-31,T_PEMB-31,76892,2021-06-02T23:37:00Z,False,False,False,False
2021-06-03,3,4,2021-06-03T00:13:00Z,2021-06-03T00:43:00Z,300,300,PEMB-21,T_PEMB-21,80833,2021-06-03T00:11:00Z,False,False,False,False
