Biomass,Coal,Dutch Imports,French Imports,Gas (Combined Cycle),Gas (Open Cycle),Hydro,Irish Imports,Nuclear,Oil,Other,Pumped Storage,Solar,Wind
120,937,474,53,394,651,0,458,0,935,300,0,0,0
